CUPS;Fecha;Hora;Consumo_kWh;Metodo_obtencion
ES0021000004465414FF;29/10/2023;12;0,305;R
ES0021000004465414FF;29/10/2023;13;0,469;R
ES0021000004465414FF;29/10/2023;14;0,94;R
ES0021000004465414FF;29/10/2023;15;1,217;R
ES0021000004465414FF;29/10/2023;16;0,677;R
ES0021000004465414FF;29/10/2023;17;0,587;R
ES0021000004465414FF;29/10/2023;18;0,796;R
ES0021000004465414FF;29/10/2023;19;0,694;R
ES0021000004465414FF;29/10/2023;20;0,881;R
ES0021000004465414FF;29/10/2023;21;1,221;R
ES0021000004465414FF;29/10/2023;22;0,915;R
ES0021000004465414FF;29/10/2023;23;0,944;R
ES0021000004465414FF;29/10/2023;24;0,707;R
ES0021000004465414FF;29/10/2023;25;0,691;R
ES0021000004465414FF;30/10/2023;1;0,256;R
ES0021000004465414FF;30/10/2023;2;0,236;R
ES0021000004465414FF;30/10/2023;3;0,179;R
ES0021000004465414FF;30/10/2023;4;0,163;R
ES0021000004465414FF;30/10/2023;5;0,154;R
ES0021000004465414FF;30/10/2023;6;0,13;R
ES0021000004465414FF;30/10/2023;7;0,527;R
ES0021000004465414FF;30/10/2023;8;0,337;R
ES0021000004465414FF;30/10/2023;9;0,257;R
ES0021000004465414FF;30/10/2023;10;0,186;R
ES0021000004465414FF;30/10/2023;11;0,284;R
ES0021000004465414FF;30/10/2023;12;0,467;R
ES0021000004465414FF;30/10/2023;13;0,453;R
ES0021000004465414FF;30/10/2023;14;0,458;R
ES0021000004465414FF;30/10/2023;15;0,524;R
ES0021000004465414FF;30/10/2023;16;0,741;R
ES0021000004465414FF;30/10/2023;17;1,135;R
ES0021000004465414FF;30/10/2023;18;1,144;R
ES0021000004465414FF;30/10/2023;19;1,09;R
ES0021000004465414FF;30/10/2023;20;1,049;R
ES0021000004465414FF;30/10/2023;21;1,505;R
ES0021000004465414FF;30/10/2023;22;0,529;R
ES0021000004465414FF;30/10/2023;23;0,48;R
ES0021000004465414FF;30/10/2023;24;1,126;R
ES0021000004465414FF;31/10/2023;1;0,553;R
ES0021000004465414FF;31/10/2023;2;0,273;R
ES0021000004465414FF;31/10/2023;3;0,317;R
ES0021000004465414FF;31/10/2023;4;0,329;R
ES0021000004465414FF;31/10/2023;5;0,312;R
ES0021000004465414FF;31/10/2023;6;0,367;R
ES0021000004465414FF;31/10/2023;7;0,355;R
ES0021000004465414FF;31/10/2023;8;0,371;R
ES0021000004465414FF;31/10/2023;9;0,215;R
ES0021000004465414FF;31/10/2023;10;0,285;R
ES0021000004465414FF;31/10/2023;11;0,553;R
ES0021000004465414FF;31/10/2023;12;0,498;R
ES0021000004465414FF;31/10/2023;13;0,361;R
ES0021000004465414FF;31/10/2023;14;0,242;R
ES0021000004465414FF;31/10/2023;15;0,202;R
ES0021000004465414FF;31/10/2023;16;0,305;R
ES0021000004465414FF;31/10/2023;17;0,196;R
ES0021000004465414FF;31/10/2023;18;0,291;R
ES0021000004465414FF;31/10/2023;19;0,213;R
ES0021000004465414FF;31/10/2023;20;0,297;R
ES0021000004465414FF;31/10/2023;21;0,546;R
ES0021000004465414FF;31/10/2023;22;0,594;R
ES0021000004465414FF;31/10/2023;23;0,437;R
ES0021000004465414FF;31/10/2023;24;0,419;R
ES0021000004465414FF;01/11/2023;1;0,67;R
ES0021000004465414FF;01/11/2023;2;0,618;R
ES0021000004465414FF;01/11/2023;3;0,183;R
ES0021000004465414FF;01/11/2023;4;0,131;R
ES0021000004465414FF;01/11/2023;5;0,164;R
ES0021000004465414FF;01/11/2023;6;0,17;R
ES0021000004465414FF;01/11/2023;7;0,135;R
ES0021000004465414FF;01/11/2023;8;0,28;R
ES0021000004465414FF;01/11/2023;9;0,162;R
ES0021000004465414FF;01/11/2023;10;0,176;R
ES0021000004465414FF;01/11/2023;11;0,504;R
ES0021000004465414FF;01/11/2023;12;0,61;R
ES0021000004465414FF;01/11/2023;13;1,453;R
ES0021000004465414FF;01/11/2023;14;2,133;R
ES0021000004465414FF;01/11/2023;15;2,22;R
ES0021000004465414FF;01/11/2023;16;1,885;R
ES0021000004465414FF;01/11/2023;17;1,724;R
ES0021000004465414FF;01/11/2023;18;1,181;R
ES0021000004465414FF;01/11/2023;19;1,095;R
ES0021000004465414FF;01/11/2023;20;0,656;R
ES0021000004465414FF;01/11/2023;21;0,672;R
ES0021000004465414FF;01/11/2023;22;0,666;R
ES0021000004465414FF;01/11/2023;23;0,645;R
ES0021000004465414FF;01/11/2023;24;0,488;R
ES0021000004465414FF;02/11/2023;1;0,303;R
ES0021000004465414FF;02/11/2023;2;0,22;R
ES0021000004465414FF;02/11/2023;3;0,134;R
ES0021000004465414FF;02/11/2023;4;0,215;R
ES0021000004465414FF;02/11/2023;5;0,22;R
ES0021000004465414FF;02/11/2023;6;0,227;R
ES0021000004465414FF;02/11/2023;7;0,329;R
ES0021000004465414FF;02/11/2023;8;0,351;R
ES0021000004465414FF;02/11/2023;9;0,189;R
ES0021000004465414FF;02/11/2023;10;0,263;R
ES0021000004465414FF;02/11/2023;11;0,297;R
ES0021000004465414FF;02/11/2023;12;0,342;R
ES0021000004465414FF;02/11/2023;13;0,303;R
ES0021000004465414FF;02/11/2023;14;0,343;R
ES0021000004465414FF;02/11/2023;15;0,349;R
ES0021000004465414FF;02/11/2023;16;0,478;R
ES0021000004465414FF;02/11/2023;17;0,279;R
ES0021000004465414FF;02/11/2023;18;0,217;R
ES0021000004465414FF;02/11/2023;19;1,199;R
ES0021000004465414FF;02/11/2023;20;1,521;R
ES0021000004465414FF;02/11/2023;21;1,069;R
ES0021000004465414FF;02/11/2023;22;1,042;R
ES0021000004465414FF;02/11/2023;23;0,376;R
ES0021000004465414FF;02/11/2023;24;0,386;R
ES0021000004465414FF;03/11/2023;1;0,426;R
ES0021000004465414FF;03/11/2023;2;0,252;R
ES0021000004465414FF;03/11/2023;3;0,146;R
ES0021000004465414FF;03/11/2023;4;0,174;R
ES0021000004465414FF;03/11/2023;5;0,175;R
ES0021000004465414FF;03/11/2023;6;0,11;R
ES0021000004465414FF;03/11/2023;7;0,211;R
ES0021000004465414FF;03/11/2023;8;0,197;R
ES0021000004465414FF;03/11/2023;9;0,29;R
ES0021000004465414FF;03/11/2023;10;0,252;R
ES0021000004465414FF;03/11/2023;11;0,209;R
ES0021000004465414FF;03/11/2023;12;0,134;R
ES0021000004465414FF;03/11/2023;13;0,192;R
ES0021000004465414FF;03/11/2023;14;0,154;R
ES0021000004465414FF;03/11/2023;15;0,223;R
ES0021000004465414FF;03/11/2023;16;0,199;R
ES0021000004465414FF;03/11/2023;17;0,127;R
ES0021000004465414FF;03/11/2023;18;0,194;R
ES0021000004465414FF;03/11/2023;19;0,244;R
ES0021000004465414FF;03/11/2023;20;0,394;R
ES0021000004465414FF;03/11/2023;21;0,438;R
ES0021000004465414FF;03/11/2023;22;0,404;R
ES0021000004465414FF;03/11/2023;23;0,386;R
ES0021000004465414FF;03/11/2023;24;0,433;R
ES0021000004465414FF;04/11/2023;1;0,388;R
ES0021000004465414FF;04/11/2023;2;0,527;R
ES0021000004465414FF;04/11/2023;3;0,289;R
ES0021000004465414FF;04/11/2023;4;0,149;R
ES0021000004465414FF;04/11/2023;5;0,169;R
ES0021000004465414FF;04/11/2023;6;0,143;R
ES0021000004465414FF;04/11/2023;7;0,173;R
ES0021000004465414FF;04/11/2023;8;0,128;R
ES0021000004465414FF;04/11/2023;9;0,188;R
ES0021000004465414FF;04/11/2023;10;0,137;R
ES0021000004465414FF;04/11/2023;11;0,158;R
ES0021000004465414FF;04/11/2023;12;0,16;R
ES0021000004465414FF;04/11/2023;13;0,138;R
ES0021000004465414FF;04/11/2023;14;0,352;R
ES0021000004465414FF;04/11/2023;15;0,306;R
ES0021000004465414FF;04/11/2023;16;0,3;R
ES0021000004465414FF;04/11/2023;17;0,369;R
ES0021000004465414FF;04/11/2023;18;0,478;R
ES0021000004465414FF;04/11/2023;19;0,484;R
ES0021000004465414FF;04/11/2023;20;0,449;R
ES0021000004465414FF;04/11/2023;21;0,425;R
ES0021000004465414FF;04/11/2023;22;0,389;R
ES0021000004465414FF;04/11/2023;23;0,381;R
ES0021000004465414FF;04/11/2023;24;0,506;R
ES0021000004465414FF;05/11/2023;1;0,264;R
ES0021000004465414FF;05/11/2023;2;0,21;R
ES0021000004465414FF;05/11/2023;3;0,143;R
ES0021000004465414FF;05/11/2023;4;0,112;R
ES0021000004465414FF;05/11/2023;5;0,185;R
ES0021000004465414FF;05/11/2023;6;0,112;R
ES0021000004465414FF;05/11/2023;7;0,182;R
ES0021000004465414FF;05/11/2023;8;0,125;R
ES0021000004465414FF;05/11/2023;9;0,163;R
ES0021000004465414FF;05/11/2023;10;0,203;R
ES0021000004465414FF;05/11/2023;11;0,217;R
ES0021000004465414FF;05/11/2023;12;0,258;R
ES0021000004465414FF;05/11/2023;13;0,448;R
ES0021000004465414FF;05/11/2023;14;0,966;R
ES0021000004465414FF;05/11/2023;15;1,463;R
ES0021000004465414FF;05/11/2023;16;1,409;R
ES0021000004465414FF;05/11/2023;17;0,607;R
ES0021000004465414FF;05/11/2023;18;0,883;R
ES0021000004465414FF;05/11/2023;19;1,153;R
ES0021000004465414FF;05/11/2023;20;0,812;R
ES0021000004465414FF;05/11/2023;21;0,858;R
ES0021000004465414FF;05/11/2023;22;0,902;R
ES0021000004465414FF;05/11/2023;23;0,702;R
ES0021000004465414FF;05/11/2023;24;0,643;R
ES0021000004465414FF;06/11/2023;1;0,51;R
ES0021000004465414FF;06/11/2023;2;0,182;R
ES0021000004465414FF;06/11/2023;3;0,141;R
ES0021000004465414FF;06/11/2023;4;0,222;R
ES0021000004465414FF;06/11/2023;5;0,143;R
ES0021000004465414FF;06/11/2023;6;0,172;R
ES0021000004465414FF;06/11/2023;7;0,291;R
ES0021000004465414FF;06/11/2023;8;0,308;R
ES0021000004465414FF;06/11/2023;9;0,271;R
ES0021000004465414FF;06/11/2023;10;0,403;R
ES0021000004465414FF;06/11/2023;11;1,28;R
ES0021000004465414FF;06/11/2023;12;0,807;R
ES0021000004465414FF;06/11/2023;13;0,528;R
ES0021000004465414FF;06/11/2023;14;0,478;R
ES0021000004465414FF;06/11/2023;15;0,557;R
ES0021000004465414FF;06/11/2023;16;0,693;R
ES0021000004465414FF;06/11/2023;17;0,38;R
ES0021000004465414FF;06/11/2023;18;0,899;R
ES0021000004465414FF;06/11/2023;19;0,382;R
ES0021000004465414FF;06/11/2023;20;0,787;R
ES0021000004465414FF;06/11/2023;21;0,912;R
ES0021000004465414FF;06/11/2023;22;1,078;R
ES0021000004465414FF;06/11/2023;23;0,437;R
ES0021000004465414FF;06/11/2023;24;0,657;R
ES0021000004465414FF;07/11/2023;1;0,562;R
ES0021000004465414FF;07/11/2023;2;0,529;R
ES0021000004465414FF;07/11/2023;3;0,156;R
ES0021000004465414FF;07/11/2023;4;0,217;R
ES0021000004465414FF;07/11/2023;5;0,229;R
ES0021000004465414FF;07/11/2023;6;0,145;R
ES0021000004465414FF;07/11/2023;7;0,443;R
ES0021000004465414FF;07/11/2023;8;0,384;R
ES0021000004465414FF;07/11/2023;9;0,256;R
ES0021000004465414FF;07/11/2023;10;0,302;R
ES0021000004465414FF;07/11/2023;11;0,444;R
ES0021000004465414FF;07/11/2023;12;0,359;R
ES0021000004465414FF;07/11/2023;13;0,363;R
ES0021000004465414FF;07/11/2023;14;0,391;R
ES0021000004465414FF;07/11/2023;15;0,415;R
ES0021000004465414FF;07/11/2023;16;0,582;R
ES0021000004465414FF;07/11/2023;17;0,456;R
ES0021000004465414FF;07/11/2023;18;0,248;R
ES0021000004465414FF;07/11/2023;19;0,232;R
ES0021000004465414FF;07/11/2023;20;0,326;R
ES0021000004465414FF;07/11/2023;21;1,82;R
ES0021000004465414FF;07/11/2023;22;0,525;R
ES0021000004465414FF;07/11/2023;23;0,609;R
ES0021000004465414FF;07/11/2023;24;0,557;R
ES0021000004465414FF;08/11/2023;1;0,547;R
ES0021000004465414FF;08/11/2023;2;0,481;R
ES0021000004465414FF;08/11/2023;3;0,225;R
ES0021000004465414FF;08/11/2023;4;0,193;R
ES0021000004465414FF;08/11/2023;5;0,249;R
ES0021000004465414FF;08/11/2023;6;0,162;R
ES0021000004465414FF;08/11/2023;7;0,254;R
ES0021000004465414FF;08/11/2023;8;0,478;R
ES0021000004465414FF;08/11/2023;9;0,314;R
ES0021000004465414FF;08/11/2023;10;0,311;R
ES0021000004465414FF;08/11/2023;11;0,498;R
ES0021000004465414FF;08/11/2023;12;0,421;R
ES0021000004465414FF;08/11/2023;13;0,505;R
ES0021000004465414FF;08/11/2023;14;0,598;R
ES0021000004465414FF;08/11/2023;15;0,43;R
ES0021000004465414FF;08/11/2023;16;0,5;R
ES0021000004465414FF;08/11/2023;17;0,331;R
ES0021000004465414FF;08/11/2023;18;0,229;R
ES0021000004465414FF;08/11/2023;19;0,218;R
ES0021000004465414FF;08/11/2023;20;0,292;R
ES0021000004465414FF;08/11/2023;21;0,252;R
ES0021000004465414FF;08/11/2023;22;0,249;R
ES0021000004465414FF;08/11/2023;23;0,288;R
ES0021000004465414FF;08/11/2023;24;0,566;R
ES0021000004465414FF;09/11/2023;1;0,461;R
ES0021000004465414FF;09/11/2023;2;0,476;R
ES0021000004465414FF;09/11/2023;3;0,24;R
ES0021000004465414FF;09/11/2023;4;0,115;R
ES0021000004465414FF;09/11/2023;5;0,202;R
ES0021000004465414FF;09/11/2023;6;0,145;R
ES0021000004465414FF;09/11/2023;7;0,132;R
ES0021000004465414FF;09/11/2023;8;0,175;R
ES0021000004465414FF;09/11/2023;9;0,143;R
ES0021000004465414FF;09/11/2023;10;0,119;R
ES0021000004465414FF;09/11/2023;11;0,256;R
ES0021000004465414FF;09/11/2023;12;0,376;R
ES0021000004465414FF;09/11/2023;13;0,43;R
ES0021000004465414FF;09/11/2023;14;0,581;R
ES0021000004465414FF;09/11/2023;15;0,517;R
ES0021000004465414FF;09/11/2023;16;0,395;R
ES0021000004465414FF;09/11/2023;17;0,518;R
ES0021000004465414FF;09/11/2023;18;0,598;R
ES0021000004465414FF;09/11/2023;19;0,601;R
ES0021000004465414FF;09/11/2023;20;0,453;R
ES0021000004465414FF;09/11/2023;21;0,557;R
ES0021000004465414FF;09/11/2023;22;0,539;R
ES0021000004465414FF;09/11/2023;23;0,488;R
ES0021000004465414FF;09/11/2023;24;0,438;R
ES0021000004465414FF;10/11/2023;1;0,315;R
ES0021000004465414FF;10/11/2023;2;0,112;R
ES0021000004465414FF;10/11/2023;3;0,167;R
ES0021000004465414FF;10/11/2023;4;0,15;R
ES0021000004465414FF;10/11/2023;5;0,123;R
ES0021000004465414FF;10/11/2023;6;0,189;R
ES0021000004465414FF;10/11/2023;7;0,117;R
ES0021000004465414FF;10/11/2023;8;0,187;R
ES0021000004465414FF;10/11/2023;9;0,254;R
ES0021000004465414FF;10/11/2023;10;0,187;R
ES0021000004465414FF;10/11/2023;11;0,247;R
ES0021000004465414FF;10/11/2023;12;0,308;R
ES0021000004465414FF;10/11/2023;13;0,329;R
ES0021000004465414FF;10/11/2023;14;0,343;R
ES0021000004465414FF;10/11/2023;15;0,349;R
ES0021000004465414FF;10/11/2023;16;0,314;R
ES0021000004465414FF;10/11/2023;17;0,463;R
ES0021000004465414FF;10/11/2023;18;0,452;R
ES0021000004465414FF;10/11/2023;19;0,417;R
ES0021000004465414FF;10/11/2023;20;0,437;R
ES0021000004465414FF;10/11/2023;21;0,451;R
ES0021000004465414FF;10/11/2023;22;0,482;R
ES0021000004465414FF;10/11/2023;23;0,396;R
ES0021000004465414FF;10/11/2023;24;0,371;R
ES0021000004465414FF;11/11/2023;1;0,369;R
ES0021000004465414FF;11/11/2023;2;0,46;R
ES0021000004465414FF;11/11/2023;3;0,281;R
ES0021000004465414FF;11/11/2023;4;0,159;R
ES0021000004465414FF;11/11/2023;5;0,133;R
ES0021000004465414FF;11/11/2023;6;0,192;R
ES0021000004465414FF;11/11/2023;7;0,11;R
ES0021000004465414FF;11/11/2023;8;0,139;R
ES0021000004465414FF;11/11/2023;9;0,157;R
ES0021000004465414FF;11/11/2023;10;0,152;R
ES0021000004465414FF;11/11/2023;11;0,253;R
ES0021000004465414FF;11/11/2023;12;0,402;R
ES0021000004465414FF;11/11/2023;13;0,418;R
ES0021000004465414FF;11/11/2023;14;0,423;R
ES0021000004465414FF;11/11/2023;15;1,105;R
ES0021000004465414FF;11/11/2023;16;0,306;R
ES0021000004465414FF;11/11/2023;17;0,239;R
ES0021000004465414FF;11/11/2023;18;0,287;R
ES0021000004465414FF;11/11/2023;19;0,338;R
ES0021000004465414FF;11/11/2023;20;0,326;R
ES0021000004465414FF;11/11/2023;21;0,291;R
ES0021000004465414FF;11/11/2023;22;0,369;R
ES0021000004465414FF;11/11/2023;23;0,2;R
ES0021000004465414FF;11/11/2023;24;0,259;R
ES0021000004465414FF;12/11/2023;1;0,163;R
ES0021000004465414FF;12/11/2023;2;0,148;R
ES0021000004465414FF;12/11/2023;3;0,123;R
ES0021000004465414FF;12/11/2023;4;0,133;R
ES0021000004465414FF;12/11/2023;5;0,174;R
ES0021000004465414FF;12/11/2023;6;0,117;R
ES0021000004465414FF;12/11/2023;7;0,136;R
ES0021000004465414FF;12/11/2023;8;0,109;R
ES0021000004465414FF;12/11/2023;9;0,185;R
ES0021000004465414FF;12/11/2023;10;0,127;R
ES0021000004465414FF;12/11/2023;11;0,225;R
ES0021000004465414FF;12/11/2023;12;0,333;R
ES0021000004465414FF;12/11/2023;13;0,357;R
ES0021000004465414FF;12/11/2023;14;0,663;R
ES0021000004465414FF;12/11/2023;15;0,884;R
ES0021000004465414FF;12/11/2023;16;0,709;R
ES0021000004465414FF;12/11/2023;17;0,483;R
ES0021000004465414FF;12/11/2023;18;0,526;R
ES0021000004465414FF;12/11/2023;19;1,062;R
ES0021000004465414FF;12/11/2023;20;0,784;R
ES0021000004465414FF;12/11/2023;21;0,764;R
ES0021000004465414FF;12/11/2023;22;0,77;R
ES0021000004465414FF;12/11/2023;23;0,853;R
ES0021000004465414FF;12/11/2023;24;0,921;R
ES0021000004465414FF;13/11/2023;1;0,514;R
ES0021000004465414FF;13/11/2023;2;0,236;R
ES0021000004465414FF;13/11/2023;3;0,178;R
ES0021000004465414FF;13/11/2023;4;0,155;R
ES0021000004465414FF;13/11/2023;5;0,12;R
ES0021000004465414FF;13/11/2023;6;0,146;R
ES0021000004465414FF;13/11/2023;7;0,567;R
ES0021000004465414FF;13/11/2023;8;0,443;R
ES0021000004465414FF;13/11/2023;9;0,203;R
ES0021000004465414FF;13/11/2023;10;0,212;R
ES0021000004465414FF;13/11/2023;11;0,341;R
ES0021000004465414FF;13/11/2023;12;0,318;R
ES0021000004465414FF;13/11/2023;13;0,359;R
ES0021000004465414FF;13/11/2023;14;0,478;R
ES0021000004465414FF;13/11/2023;15;0,43;R
ES0021000004465414FF;13/11/2023;16;0,659;R
ES0021000004465414FF;13/11/2023;17;0,556;R
ES0021000004465414FF;13/11/2023;18;0,499;R
ES0021000004465414FF;13/11/2023;19;0,751;R
ES0021000004465414FF;13/11/2023;20;1,35;R
ES0021000004465414FF;13/11/2023;21;1,478;R
ES0021000004465414FF;13/11/2023;22;0,643;R
ES0021000004465414FF;13/11/2023;23;0,587;R
ES0021000004465414FF;13/11/2023;24;0,817;R
ES0021000004465414FF;14/11/2023;1;0,265;R
ES0021000004465414FF;14/11/2023;2;0,209;R
ES0021000004465414FF;14/11/2023;3;0,212;R
ES0021000004465414FF;14/11/2023;4;0,156;R
ES0021000004465414FF;14/11/2023;5;0,131;R
ES0021000004465414FF;14/11/2023;6;0,193;R
ES0021000004465414FF;14/11/2023;7;0,464;R
ES0021000004465414FF;14/11/2023;8;0,331;R
ES0021000004465414FF;14/11/2023;9;0,209;R
ES0021000004465414FF;14/11/2023;10;0,331;R
ES0021000004465414FF;14/11/2023;11;0,359;R
ES0021000004465414FF;14/11/2023;12;0,387;R
ES0021000004465414FF;14/11/2023;13;0,32;R
ES0021000004465414FF;14/11/2023;14;0,379;R
ES0021000004465414FF;14/11/2023;15;0,401;R
ES0021000004465414FF;14/11/2023;16;0,497;R
ES0021000004465414FF;14/11/2023;17;0,392;R
ES0021000004465414FF;14/11/2023;18;0,248;R
ES0021000004465414FF;14/11/2023;19;0,229;R
ES0021000004465414FF;14/11/2023;20;0,248;R
ES0021000004465414FF;14/11/2023;21;0,897;R
ES0021000004465414FF;14/11/2023;22;0,769;R
ES0021000004465414FF;14/11/2023;23;0,461;R
ES0021000004465414FF;14/11/2023;24;0,383;R
ES0021000004465414FF;15/11/2023;1;0,21;R
ES0021000004465414FF;15/11/2023;2;0,157;R
ES0021000004465414FF;15/11/2023;3;0,136;R
ES0021000004465414FF;15/11/2023;4;0,197;R
ES0021000004465414FF;15/11/2023;5;0,165;R
ES0021000004465414FF;15/11/2023;6;0,221;R
ES0021000004465414FF;15/11/2023;7;0,463;R
ES0021000004465414FF;15/11/2023;8;0,381;R
ES0021000004465414FF;15/11/2023;9;0,198;R
ES0021000004465414FF;15/11/2023;10;0,153;R
ES0021000004465414FF;15/11/2023;11;0,263;R
ES0021000004465414FF;15/11/2023;12;0,305;R
ES0021000004465414FF;15/11/2023;13;0,869;R
ES0021000004465414FF;15/11/2023;14;0,495;R
ES0021000004465414FF;15/11/2023;15;0,399;R
ES0021000004465414FF;15/11/2023;16;0,476;R
ES0021000004465414FF;15/11/2023;17;0,229;R
ES0021000004465414FF;15/11/2023;18;0,135;R
ES0021000004465414FF;15/11/2023;19;0,182;R
ES0021000004465414FF;15/11/2023;20;0,839;R
ES0021000004465414FF;15/11/2023;21;0,703;R
ES0021000004465414FF;15/11/2023;22;0,733;R
ES0021000004465414FF;15/11/2023;23;0,914;R
ES0021000004465414FF;15/11/2023;24;0,479;R
ES0021000004465414FF;16/11/2023;1;0,432;R
ES0021000004465414FF;16/11/2023;2;0,214;R
ES0021000004465414FF;16/11/2023;3;0,144;R
ES0021000004465414FF;16/11/2023;4;0,22;R
ES0021000004465414FF;16/11/2023;5;0,125;R
ES0021000004465414FF;16/11/2023;6;0,145;R
ES0021000004465414FF;16/11/2023;7;0,65;R
ES0021000004465414FF;16/11/2023;8;0,429;R
ES0021000004465414FF;16/11/2023;9;0,312;R
ES0021000004465414FF;16/11/2023;10;0,311;R
ES0021000004465414FF;16/11/2023;11;0,355;R
ES0021000004465414FF;16/11/2023;12;0,299;R
ES0021000004465414FF;16/11/2023;13;0,335;R
ES0021000004465414FF;16/11/2023;14;0,31;R
ES0021000004465414FF;16/11/2023;15;0,175;R
ES0021000004465414FF;16/11/2023;16;0,303;R
ES0021000004465414FF;16/11/2023;17;0,18;R
ES0021000004465414FF;16/11/2023;18;0,192;R
ES0021000004465414FF;16/11/2023;19;0,291;R
ES0021000004465414FF;16/11/2023;20;0,544;R
ES0021000004465414FF;16/11/2023;21;0,467;R
ES0021000004465414FF;16/11/2023;22;0,365;R
ES0021000004465414FF;16/11/2023;23;0,452;R
ES0021000004465414FF;16/11/2023;24;0,379;R
ES0021000004465414FF;17/11/2023;1;0,412;R
ES0021000004465414FF;17/11/2023;2;0,168;R
ES0021000004465414FF;17/11/2023;3;0,186;R
ES0021000004465414FF;17/11/2023;4;0,165;R
ES0021000004465414FF;17/11/2023;5;0,141;R
ES0021000004465414FF;17/11/2023;6;0,164;R
ES0021000004465414FF;17/11/2023;7;0,166;R
ES0021000004465414FF;17/11/2023;8;0,148;R
ES0021000004465414FF;17/11/2023;9;0,133;R
ES0021000004465414FF;17/11/2023;10;0,199;R
ES0021000004465414FF;17/11/2023;11;0,397;R
ES0021000004465414FF;17/11/2023;12;0,432;R
ES0021000004465414FF;17/11/2023;13;0,376;R
ES0021000004465414FF;17/11/2023;14;0,361;R
ES0021000004465414FF;17/11/2023;15;0,699;R
ES0021000004465414FF;17/11/2023;16;0,489;R
ES0021000004465414FF;17/11/2023;17;0,782;R
ES0021000004465414FF;17/11/2023;18;0,533;R
ES0021000004465414FF;17/11/2023;19;0,268;R
ES0021000004465414FF;17/11/2023;20;0,338;R
ES0021000004465414FF;17/11/2023;21;0,229;R
ES0021000004465414FF;17/11/2023;22;0,259;R
ES0021000004465414FF;17/11/2023;23;0,371;R
ES0021000004465414FF;17/11/2023;24;0,452;R
ES0021000004465414FF;18/11/2023;1;0,224;R
ES0021000004465414FF;18/11/2023;2;0,138;R
ES0021000004465414FF;18/11/2023;3;0,214;R
ES0021000004465414FF;18/11/2023;4;0,263;R
ES0021000004465414FF;18/11/2023;5;0,115;R
ES0021000004465414FF;18/11/2023;6;0,151;R
ES0021000004465414FF;18/11/2023;7;0,183;R
ES0021000004465414FF;18/11/2023;8;0,158;R
ES0021000004465414FF;18/11/2023;9;0,124;R
ES0021000004465414FF;18/11/2023;10;0,181;R
ES0021000004465414FF;18/11/2023;11;0,388;R
ES0021000004465414FF;18/11/2023;12;0,339;R
ES0021000004465414FF;18/11/2023;13;0,357;R
ES0021000004465414FF;18/11/2023;14;0,454;R
ES0021000004465414FF;18/11/2023;15;0,552;R
ES0021000004465414FF;18/11/2023;16;1;R
ES0021000004465414FF;18/11/2023;17;0,523;R
ES0021000004465414FF;18/11/2023;18;0,547;R
ES0021000004465414FF;18/11/2023;19;0,603;R
ES0021000004465414FF;18/11/2023;20;0,517;R
ES0021000004465414FF;18/11/2023;21;0,521;R
ES0021000004465414FF;18/11/2023;22;0,637;R
ES0021000004465414FF;18/11/2023;23;0,678;R
ES0021000004465414FF;18/11/2023;24;0,542;R
ES0021000004465414FF;19/11/2023;1;0,343;R
ES0021000004465414FF;19/11/2023;2;0,335;R
ES0021000004465414FF;19/11/2023;3;0,181;R
ES0021000004465414FF;19/11/2023;4;0,134;R
ES0021000004465414FF;19/11/2023;5;0,182;R
ES0021000004465414FF;19/11/2023;6;0,154;R
ES0021000004465414FF;19/11/2023;7;0,139;R
ES0021000004465414FF;19/11/2023;8;0,263;R
ES0021000004465414FF;19/11/2023;9;0,21;R
ES0021000004465414FF;19/11/2023;10;0,157;R
ES0021000004465414FF;19/11/2023;11;0,259;R
ES0021000004465414FF;19/11/2023;12;0,556;R
ES0021000004465414FF;19/11/2023;13;0,951;R
ES0021000004465414FF;19/11/2023;14;1,838;R
ES0021000004465414FF;19/11/2023;15;1,145;R
ES0021000004465414FF;19/11/2023;16;0,753;R
ES0021000004465414FF;19/11/2023;17;0,452;R
ES0021000004465414FF;19/11/2023;18;0,469;R
ES0021000004465414FF;19/11/2023;19;0,939;R
ES0021000004465414FF;19/11/2023;20;0,495;R
ES0021000004465414FF;19/11/2023;21;0,354;R
ES0021000004465414FF;19/11/2023;22;0,52;R
ES0021000004465414FF;19/11/2023;23;0,589;R
ES0021000004465414FF;19/11/2023;24;0,508;R
ES0021000004465414FF;20/11/2023;1;0,279;R
ES0021000004465414FF;20/11/2023;2;0,179;R
ES0021000004465414FF;20/11/2023;3;0,132;R
ES0021000004465414FF;20/11/2023;4;0,122;R
ES0021000004465414FF;20/11/2023;5;0,199;R
ES0021000004465414FF;20/11/2023;6;0,12;R
ES0021000004465414FF;20/11/2023;7;0,324;R
ES0021000004465414FF;20/11/2023;8;0,446;R
ES0021000004465414FF;20/11/2023;9;0,331;R
ES0021000004465414FF;20/11/2023;10;0,435;R
ES0021000004465414FF;20/11/2023;11;0,422;R
ES0021000004465414FF;20/11/2023;12;0,381;R
ES0021000004465414FF;20/11/2023;13;0,311;R
ES0021000004465414FF;20/11/2023;14;0,367;R
ES0021000004465414FF;20/11/2023;15;0,415;R
ES0021000004465414FF;20/11/2023;16;0,559;R
ES0021000004465414FF;20/11/2023;17;0,402;R
ES0021000004465414FF;20/11/2023;18;0,308;R
ES0021000004465414FF;20/11/2023;19;0,434;R
