CUPS;Fecha;Hora;Consumo_kWh;Metodo_obtencion
ES0021000004465414FF;22/05/2023;10;0,241;R
ES0021000004465414FF;22/05/2023;11;0,268;R
ES0021000004465414FF;22/05/2023;12;0,459;R
ES0021000004465414FF;22/05/2023;13;0,488;R
ES0021000004465414FF;22/05/2023;14;0,401;R
ES0021000004465414FF;22/05/2023;15;0,74;R
ES0021000004465414FF;22/05/2023;16;1,222;R
ES0021000004465414FF;22/05/2023;17;0,819;R
ES0021000004465414FF;22/05/2023;18;1,067;R
ES0021000004465414FF;22/05/2023;19;0,675;R
ES0021000004465414FF;22/05/2023;20;0,545;R
ES0021000004465414FF;22/05/2023;21;0,752;R
ES0021000004465414FF;22/05/2023;22;1,564;R
ES0021000004465414FF;22/05/2023;23;0,59;R
ES0021000004465414FF;22/05/2023;24;0,659;R
ES0021000004465414FF;23/05/2023;1;0,598;R
ES0021000004465414FF;23/05/2023;2;0,231;R
ES0021000004465414FF;23/05/2023;3;0,144;R
ES0021000004465414FF;23/05/2023;4;0,119;R
ES0021000004465414FF;23/05/2023;5;0,143;R
ES0021000004465414FF;23/05/2023;6;0,136;R
ES0021000004465414FF;23/05/2023;7;0,33;R
ES0021000004465414FF;23/05/2023;8;0,231;R
ES0021000004465414FF;23/05/2023;9;0,13;R
ES0021000004465414FF;23/05/2023;10;0,245;R
ES0021000004465414FF;23/05/2023;11;0,228;R
ES0021000004465414FF;23/05/2023;12;0,411;R
ES0021000004465414FF;23/05/2023;13;0,545;R
ES0021000004465414FF;23/05/2023;14;0,537;R
ES0021000004465414FF;23/05/2023;15;0,977;R
ES0021000004465414FF;23/05/2023;16;0,9;R
ES0021000004465414FF;23/05/2023;17;0,697;R
ES0021000004465414FF;23/05/2023;18;0,551;R
ES0021000004465414FF;23/05/2023;19;0,583;R
ES0021000004465414FF;23/05/2023;20;0,676;R
ES0021000004465414FF;23/05/2023;21;1,159;R
ES0021000004465414FF;23/05/2023;22;1,746;R
ES0021000004465414FF;23/05/2023;23;1,064;R
ES0021000004465414FF;23/05/2023;24;0,585;R
ES0021000004465414FF;24/05/2023;1;0,523;R
ES0021000004465414FF;24/05/2023;2;0,298;R
ES0021000004465414FF;24/05/2023;3;0,165;R
ES0021000004465414FF;24/05/2023;4;0,153;R
ES0021000004465414FF;24/05/2023;5;0,131;R
ES0021000004465414FF;24/05/2023;6;0,157;R
ES0021000004465414FF;24/05/2023;7;0,328;R
ES0021000004465414FF;24/05/2023;8;0,205;R
ES0021000004465414FF;24/05/2023;9;0,219;R
ES0021000004465414FF;24/05/2023;10;0,265;R
ES0021000004465414FF;24/05/2023;11;0,248;R
ES0021000004465414FF;24/05/2023;12;0,376;R
ES0021000004465414FF;24/05/2023;13;0,586;R
ES0021000004465414FF;24/05/2023;14;0,712;R
ES0021000004465414FF;24/05/2023;15;0,598;R
ES0021000004465414FF;24/05/2023;16;0,604;R
ES0021000004465414FF;24/05/2023;17;0,492;R
ES0021000004465414FF;24/05/2023;18;0,429;R
ES0021000004465414FF;24/05/2023;19;0,557;R
ES0021000004465414FF;24/05/2023;20;0,626;R
ES0021000004465414FF;24/05/2023;21;1,543;R
ES0021000004465414FF;24/05/2023;22;0,963;R
ES0021000004465414FF;24/05/2023;23;0,685;R
ES0021000004465414FF;24/05/2023;24;0,631;R
ES0021000004465414FF;25/05/2023;1;0,489;R
ES0021000004465414FF;25/05/2023;2;0,449;R
ES0021000004465414FF;25/05/2023;3;0,213;R
ES0021000004465414FF;25/05/2023;4;0,156;R
ES0021000004465414FF;25/05/2023;5;0,126;R
ES0021000004465414FF;25/05/2023;6;0,14;R
ES0021000004465414FF;25/05/2023;7;0,461;R
ES0021000004465414FF;25/05/2023;8;0,228;R
ES0021000004465414FF;25/05/2023;9;0,252;R
ES0021000004465414FF;25/05/2023;10;0,31;R
ES0021000004465414FF;25/05/2023;11;0,335;R
ES0021000004465414FF;25/05/2023;12;0,397;R
ES0021000004465414FF;25/05/2023;13;0,487;R
ES0021000004465414FF;25/05/2023;14;0,478;R
ES0021000004465414FF;25/05/2023;15;0,481;R
ES0021000004465414FF;25/05/2023;16;1,211;R
ES0021000004465414FF;25/05/2023;17;0,648;R
ES0021000004465414FF;25/05/2023;18;0,723;R
ES0021000004465414FF;25/05/2023;19;0,603;R
ES0021000004465414FF;25/05/2023;20;0,694;R
ES0021000004465414FF;25/05/2023;21;0,689;R
ES0021000004465414FF;25/05/2023;22;0,62;R
ES0021000004465414FF;25/05/2023;23;0,783;R
ES0021000004465414FF;25/05/2023;24;0,601;R
ES0021000004465414FF;26/05/2023;1;0,493;R
ES0021000004465414FF;26/05/2023;2;0,448;R
ES0021000004465414FF;26/05/2023;3;0,232;R
ES0021000004465414FF;26/05/2023;4;0,21;R
ES0021000004465414FF;26/05/2023;5;0,204;R
ES0021000004465414FF;26/05/2023;6;0,201;R
ES0021000004465414FF;26/05/2023;7;0,261;R
ES0021000004465414FF;26/05/2023;8;0,31;R
ES0021000004465414FF;26/05/2023;9;0,248;R
ES0021000004465414FF;26/05/2023;10;0,355;R
ES0021000004465414FF;26/05/2023;11;0,556;R
ES0021000004465414FF;26/05/2023;12;0,335;R
ES0021000004465414FF;26/05/2023;13;0,738;R
ES0021000004465414FF;26/05/2023;14;0,637;R
ES0021000004465414FF;26/05/2023;15;0,319;R
ES0021000004465414FF;26/05/2023;16;0,767;R
ES0021000004465414FF;26/05/2023;17;0,63;R
ES0021000004465414FF;26/05/2023;18;0,807;R
ES0021000004465414FF;26/05/2023;19;0,798;R
ES0021000004465414FF;26/05/2023;20;0,614;R
ES0021000004465414FF;26/05/2023;21;0,45;R
ES0021000004465414FF;26/05/2023;22;0,498;R
ES0021000004465414FF;26/05/2023;23;0,721;R
ES0021000004465414FF;26/05/2023;24;0,999;R
ES0021000004465414FF;27/05/2023;1;0,803;R
ES0021000004465414FF;27/05/2023;2;0,397;R
ES0021000004465414FF;27/05/2023;3;0,153;R
ES0021000004465414FF;27/05/2023;4;0,141;R
ES0021000004465414FF;27/05/2023;5;0,133;R
ES0021000004465414FF;27/05/2023;6;0,124;R
ES0021000004465414FF;27/05/2023;7;0,14;R
ES0021000004465414FF;27/05/2023;8;0,133;R
ES0021000004465414FF;27/05/2023;9;0,118;R
ES0021000004465414FF;27/05/2023;10;0,352;R
ES0021000004465414FF;27/05/2023;11;0,585;R
ES0021000004465414FF;27/05/2023;12;0,639;R
ES0021000004465414FF;27/05/2023;13;0,937;R
ES0021000004465414FF;27/05/2023;14;1,727;R
ES0021000004465414FF;27/05/2023;15;2,298;R
ES0021000004465414FF;27/05/2023;16;0,85;R
ES0021000004465414FF;27/05/2023;17;0,744;R
ES0021000004465414FF;27/05/2023;18;0,338;R
ES0021000004465414FF;27/05/2023;19;0,346;R
ES0021000004465414FF;27/05/2023;20;0,357;R
ES0021000004465414FF;27/05/2023;21;0,364;R
ES0021000004465414FF;27/05/2023;22;0,334;R
ES0021000004465414FF;27/05/2023;23;0,52;R
ES0021000004465414FF;27/05/2023;24;0,645;R
ES0021000004465414FF;28/05/2023;1;0,55;R
ES0021000004465414FF;28/05/2023;2;0,312;R
ES0021000004465414FF;28/05/2023;3;0,182;R
ES0021000004465414FF;28/05/2023;4;0,206;R
ES0021000004465414FF;28/05/2023;5;0,14;R
ES0021000004465414FF;28/05/2023;6;0,156;R
ES0021000004465414FF;28/05/2023;7;0,134;R
ES0021000004465414FF;28/05/2023;8;0,149;R
ES0021000004465414FF;28/05/2023;9;0,226;R
ES0021000004465414FF;28/05/2023;10;0,663;R
ES0021000004465414FF;28/05/2023;11;1,384;R
ES0021000004465414FF;28/05/2023;12;1,124;R
ES0021000004465414FF;28/05/2023;13;1,038;R
ES0021000004465414FF;28/05/2023;14;1,525;R
ES0021000004465414FF;28/05/2023;15;1,357;R
ES0021000004465414FF;28/05/2023;16;0,704;R
ES0021000004465414FF;28/05/2023;17;0,521;R
ES0021000004465414FF;28/05/2023;18;0,453;R
ES0021000004465414FF;28/05/2023;19;0,421;R
ES0021000004465414FF;28/05/2023;20;0,416;R
ES0021000004465414FF;28/05/2023;21;0,354;R
ES0021000004465414FF;28/05/2023;22;0,485;R
ES0021000004465414FF;28/05/2023;23;0,528;R
ES0021000004465414FF;28/05/2023;24;0,727;R
ES0021000004465414FF;29/05/2023;1;0,582;R
ES0021000004465414FF;29/05/2023;2;0,359;R
ES0021000004465414FF;29/05/2023;3;0,129;R
ES0021000004465414FF;29/05/2023;4;0,15;R
ES0021000004465414FF;29/05/2023;5;0,135;R
ES0021000004465414FF;29/05/2023;6;0,152;R
ES0021000004465414FF;29/05/2023;7;0,978;R
ES0021000004465414FF;29/05/2023;8;0,389;R
ES0021000004465414FF;29/05/2023;9;0,164;R
ES0021000004465414FF;29/05/2023;10;0,225;R
ES0021000004465414FF;29/05/2023;11;0,302;R
ES0021000004465414FF;29/05/2023;12;0,391;R
ES0021000004465414FF;29/05/2023;13;0,45;R
ES0021000004465414FF;29/05/2023;14;0,426;R
ES0021000004465414FF;29/05/2023;15;0,813;R
ES0021000004465414FF;29/05/2023;16;1,128;R
ES0021000004465414FF;29/05/2023;17;0,753;R
ES0021000004465414FF;29/05/2023;18;0,516;R
ES0021000004465414FF;29/05/2023;19;0,479;R
ES0021000004465414FF;29/05/2023;20;0,776;R
ES0021000004465414FF;29/05/2023;21;0,989;R
ES0021000004465414FF;29/05/2023;22;2,395;R
ES0021000004465414FF;29/05/2023;23;0,815;R
ES0021000004465414FF;29/05/2023;24;0,52;R
ES0021000004465414FF;30/05/2023;1;0,352;R
ES0021000004465414FF;30/05/2023;2;0,146;R
ES0021000004465414FF;30/05/2023;3;0,144;R
ES0021000004465414FF;30/05/2023;4;0,128;R
ES0021000004465414FF;30/05/2023;5;0,146;R
ES0021000004465414FF;30/05/2023;6;0,127;R
ES0021000004465414FF;30/05/2023;7;0,363;R
ES0021000004465414FF;30/05/2023;8;0,226;R
ES0021000004465414FF;30/05/2023;9;0,214;R
ES0021000004465414FF;30/05/2023;10;0,415;R
ES0021000004465414FF;30/05/2023;11;0,45;R
ES0021000004465414FF;30/05/2023;12;0,468;R
ES0021000004465414FF;30/05/2023;13;0,512;R
ES0021000004465414FF;30/05/2023;14;0,538;R
ES0021000004465414FF;30/05/2023;15;0,667;R
ES0021000004465414FF;30/05/2023;16;0,775;R
ES0021000004465414FF;30/05/2023;17;0,634;R
ES0021000004465414FF;30/05/2023;18;0,833;R
ES0021000004465414FF;30/05/2023;19;0,835;R
ES0021000004465414FF;30/05/2023;20;0,684;R
ES0021000004465414FF;30/05/2023;21;0,65;R
ES0021000004465414FF;30/05/2023;22;0,667;R
ES0021000004465414FF;30/05/2023;23;1,635;R
ES0021000004465414FF;30/05/2023;24;0,68;R
ES0021000004465414FF;31/05/2023;1;0,453;R
ES0021000004465414FF;31/05/2023;2;0,162;R
ES0021000004465414FF;31/05/2023;3;0,141;R
ES0021000004465414FF;31/05/2023;4;0,147;R
ES0021000004465414FF;31/05/2023;5;0,124;R
ES0021000004465414FF;31/05/2023;6;0,157;R
ES0021000004465414FF;31/05/2023;7;0,341;R
ES0021000004465414FF;31/05/2023;8;0,27;R
ES0021000004465414FF;31/05/2023;9;0,261;R
ES0021000004465414FF;31/05/2023;10;0,257;R
ES0021000004465414FF;31/05/2023;11;0,352;R
ES0021000004465414FF;31/05/2023;12;0,31;R
ES0021000004465414FF;31/05/2023;13;0,222;R
ES0021000004465414FF;31/05/2023;14;0,259;R
ES0021000004465414FF;31/05/2023;15;0,812;R
ES0021000004465414FF;31/05/2023;16;0,851;R
ES0021000004465414FF;31/05/2023;17;0,572;R
ES0021000004465414FF;31/05/2023;18;0,615;R
ES0021000004465414FF;31/05/2023;19;0,61;R
ES0021000004465414FF;31/05/2023;20;0,637;R
ES0021000004465414FF;31/05/2023;21;0,665;R
ES0021000004465414FF;31/05/2023;22;1,427;R
ES0021000004465414FF;31/05/2023;23;0,911;R
ES0021000004465414FF;31/05/2023;24;0,814;R
ES0021000004465414FF;01/06/2023;1;0,246;R
ES0021000004465414FF;01/06/2023;2;0,136;R
ES0021000004465414FF;01/06/2023;3;0,187;R
ES0021000004465414FF;01/06/2023;4;0,217;R
ES0021000004465414FF;01/06/2023;5;0,184;R
ES0021000004465414FF;01/06/2023;6;0,143;R
ES0021000004465414FF;01/06/2023;7;0,394;R
ES0021000004465414FF;01/06/2023;8;0,201;R
ES0021000004465414FF;01/06/2023;9;0,334;R
ES0021000004465414FF;01/06/2023;10;0,328;R
ES0021000004465414FF;01/06/2023;11;0,447;R
ES0021000004465414FF;01/06/2023;12;0,483;R
ES0021000004465414FF;01/06/2023;13;0,522;R
ES0021000004465414FF;01/06/2023;14;0,551;R
ES0021000004465414FF;01/06/2023;15;0,811;R
ES0021000004465414FF;01/06/2023;16;0,81;R
ES0021000004465414FF;01/06/2023;17;0,76;R
ES0021000004465414FF;01/06/2023;18;0,75;R
ES0021000004465414FF;01/06/2023;19;0,627;R
ES0021000004465414FF;01/06/2023;20;0,633;R
ES0021000004465414FF;01/06/2023;21;0,641;R
ES0021000004465414FF;01/06/2023;22;1,143;R
ES0021000004465414FF;01/06/2023;23;0,637;R
ES0021000004465414FF;01/06/2023;24;0,655;R
ES0021000004465414FF;02/06/2023;1;0,642;R
ES0021000004465414FF;02/06/2023;2;0,554;R
ES0021000004465414FF;02/06/2023;3;0,207;R
ES0021000004465414FF;02/06/2023;4;0,167;R
ES0021000004465414FF;02/06/2023;5;0,256;R
ES0021000004465414FF;02/06/2023;6;0,352;R
ES0021000004465414FF;02/06/2023;7;0,385;R
ES0021000004465414FF;02/06/2023;8;0,459;R
ES0021000004465414FF;02/06/2023;9;0,442;R
ES0021000004465414FF;02/06/2023;10;0,36;R
ES0021000004465414FF;02/06/2023;11;0,476;R
ES0021000004465414FF;02/06/2023;12;0,631;R
ES0021000004465414FF;02/06/2023;13;0,534;R
ES0021000004465414FF;02/06/2023;14;0,632;R
ES0021000004465414FF;02/06/2023;15;0,818;R
ES0021000004465414FF;02/06/2023;16;0,964;R
ES0021000004465414FF;02/06/2023;17;0,716;R
ES0021000004465414FF;02/06/2023;18;0,631;R
ES0021000004465414FF;02/06/2023;19;0,83;R
ES0021000004465414FF;02/06/2023;20;0,835;R
ES0021000004465414FF;02/06/2023;21;0,698;R
ES0021000004465414FF;02/06/2023;22;0,773;R
ES0021000004465414FF;02/06/2023;23;1,098;R
ES0021000004465414FF;02/06/2023;24;0,567;R
ES0021000004465414FF;03/06/2023;1;0,365;R
ES0021000004465414FF;03/06/2023;2;0,208;R
ES0021000004465414FF;03/06/2023;3;0,152;R
ES0021000004465414FF;03/06/2023;4;0,164;R
ES0021000004465414FF;03/06/2023;5;0,15;R
ES0021000004465414FF;03/06/2023;6;0,128;R
ES0021000004465414FF;03/06/2023;7;0,232;R
ES0021000004465414FF;03/06/2023;8;0,277;R
ES0021000004465414FF;03/06/2023;9;0,198;R
ES0021000004465414FF;03/06/2023;10;0,477;R
ES0021000004465414FF;03/06/2023;11;0,57;R
ES0021000004465414FF;03/06/2023;12;0,777;R
ES0021000004465414FF;03/06/2023;13;0,776;R
ES0021000004465414FF;03/06/2023;14;1,424;R
ES0021000004465414FF;03/06/2023;15;0,66;R
ES0021000004465414FF;03/06/2023;16;0,515;R
ES0021000004465414FF;03/06/2023;17;0,324;R
ES0021000004465414FF;03/06/2023;18;0,414;R
ES0021000004465414FF;03/06/2023;19;0,487;R
ES0021000004465414FF;03/06/2023;20;0,476;R
ES0021000004465414FF;03/06/2023;21;0,37;R
ES0021000004465414FF;03/06/2023;22;0,406;R
ES0021000004465414FF;03/06/2023;23;0,481;R
ES0021000004465414FF;03/06/2023;24;0,477;R
ES0021000004465414FF;04/06/2023;1;0,451;R
ES0021000004465414FF;04/06/2023;2;0,448;R
ES0021000004465414FF;04/06/2023;3;0,262;R
ES0021000004465414FF;04/06/2023;4;0,134;R
ES0021000004465414FF;04/06/2023;5;0,182;R
ES0021000004465414FF;04/06/2023;6;0,122;R
ES0021000004465414FF;04/06/2023;7;0,134;R
ES0021000004465414FF;04/06/2023;8;0,134;R
ES0021000004465414FF;04/06/2023;9;0,118;R
ES0021000004465414FF;04/06/2023;10;0,159;R
ES0021000004465414FF;04/06/2023;11;0,443;R
ES0021000004465414FF;04/06/2023;12;0,779;R
ES0021000004465414FF;04/06/2023;13;0,961;R
ES0021000004465414FF;04/06/2023;14;0,976;R
ES0021000004465414FF;04/06/2023;15;2,153;R
ES0021000004465414FF;04/06/2023;16;0,904;R
ES0021000004465414FF;04/06/2023;17;1,17;R
ES0021000004465414FF;04/06/2023;18;0,604;R
ES0021000004465414FF;04/06/2023;19;0,418;R
ES0021000004465414FF;04/06/2023;20;0,862;R
ES0021000004465414FF;04/06/2023;21;0,592;R
ES0021000004465414FF;04/06/2023;22;1,243;R
ES0021000004465414FF;04/06/2023;23;0,754;R
ES0021000004465414FF;04/06/2023;24;0,778;R
ES0021000004465414FF;05/06/2023;1;0,612;R
ES0021000004465414FF;05/06/2023;2;0,394;R
ES0021000004465414FF;05/06/2023;3;0,172;R
ES0021000004465414FF;05/06/2023;4;0,124;R
ES0021000004465414FF;05/06/2023;5;0,128;R
ES0021000004465414FF;05/06/2023;6;0,149;R
ES0021000004465414FF;05/06/2023;7;0,393;R
ES0021000004465414FF;05/06/2023;8;0,277;R
ES0021000004465414FF;05/06/2023;9;0,309;R
ES0021000004465414FF;05/06/2023;10;0,375;R
ES0021000004465414FF;05/06/2023;11;0,396;R
ES0021000004465414FF;05/06/2023;12;0,687;R
ES0021000004465414FF;05/06/2023;13;0,754;R
ES0021000004465414FF;05/06/2023;14;0,703;R
ES0021000004465414FF;05/06/2023;15;1,021;R
ES0021000004465414FF;05/06/2023;16;0,872;R
ES0021000004465414FF;05/06/2023;17;1,049;R
ES0021000004465414FF;05/06/2023;18;1,086;R
ES0021000004465414FF;05/06/2023;19;0,829;R
ES0021000004465414FF;05/06/2023;20;1,15;R
ES0021000004465414FF;05/06/2023;21;1,182;R
ES0021000004465414FF;05/06/2023;22;1,555;R
ES0021000004465414FF;05/06/2023;23;1,333;R
ES0021000004465414FF;05/06/2023;24;0,91;R
ES0021000004465414FF;06/06/2023;1;0,837;R
ES0021000004465414FF;06/06/2023;2;0,398;R
ES0021000004465414FF;06/06/2023;3;0,147;R
ES0021000004465414FF;06/06/2023;4;0,134;R
ES0021000004465414FF;06/06/2023;5;0,146;R
ES0021000004465414FF;06/06/2023;6;0,133;R
ES0021000004465414FF;06/06/2023;7;0,322;R
ES0021000004465414FF;06/06/2023;8;0,23;R
ES0021000004465414FF;06/06/2023;9;0,364;R
ES0021000004465414FF;06/06/2023;10;0,536;R
ES0021000004465414FF;06/06/2023;11;0,551;R
ES0021000004465414FF;06/06/2023;12;0,524;R
ES0021000004465414FF;06/06/2023;13;0,656;R
ES0021000004465414FF;06/06/2023;14;0,549;R
ES0021000004465414FF;06/06/2023;15;0,775;R
ES0021000004465414FF;06/06/2023;16;1,045;R
ES0021000004465414FF;06/06/2023;17;0,936;R
ES0021000004465414FF;06/06/2023;18;1,258;R
ES0021000004465414FF;06/06/2023;19;1,744;R
ES0021000004465414FF;06/06/2023;20;0,877;R
ES0021000004465414FF;06/06/2023;21;0,826;R
ES0021000004465414FF;06/06/2023;22;1,436;R
ES0021000004465414FF;06/06/2023;23;1,002;R
ES0021000004465414FF;06/06/2023;24;0,811;R
ES0021000004465414FF;07/06/2023;1;0,18;R
ES0021000004465414FF;07/06/2023;2;0,141;R
ES0021000004465414FF;07/06/2023;3;0,156;R
ES0021000004465414FF;07/06/2023;4;0,151;R
ES0021000004465414FF;07/06/2023;5;0,128;R
ES0021000004465414FF;07/06/2023;6;0,146;R
ES0021000004465414FF;07/06/2023;7;0,379;R
ES0021000004465414FF;07/06/2023;8;0,333;R
ES0021000004465414FF;07/06/2023;9;0,16;R
ES0021000004465414FF;07/06/2023;10;0,463;R
ES0021000004465414FF;07/06/2023;11;0,528;R
ES0021000004465414FF;07/06/2023;12;0,494;R
ES0021000004465414FF;07/06/2023;13;0,873;R
ES0021000004465414FF;07/06/2023;14;1,525;R
ES0021000004465414FF;07/06/2023;15;1,999;R
ES0021000004465414FF;07/06/2023;16;1,186;R
ES0021000004465414FF;07/06/2023;17;1,577;R
ES0021000004465414FF;07/06/2023;18;0,742;R
ES0021000004465414FF;07/06/2023;19;0,613;R
ES0021000004465414FF;07/06/2023;20;0,56;R
ES0021000004465414FF;07/06/2023;21;0,559;R
ES0021000004465414FF;07/06/2023;22;0,667;R
ES0021000004465414FF;07/06/2023;23;1,058;R
ES0021000004465414FF;07/06/2023;24;0,648;R
ES0021000004465414FF;08/06/2023;1;0,475;R
ES0021000004465414FF;08/06/2023;2;0,162;R
ES0021000004465414FF;08/06/2023;3;0,138;R
ES0021000004465414FF;08/06/2023;4;0,156;R
ES0021000004465414FF;08/06/2023;5;0,138;R
ES0021000004465414FF;08/06/2023;6;0,15;R
ES0021000004465414FF;08/06/2023;7;0,244;R
ES0021000004465414FF;08/06/2023;8;0,322;R
ES0021000004465414FF;08/06/2023;9;0,304;R
ES0021000004465414FF;08/06/2023;10;0,366;R
ES0021000004465414FF;08/06/2023;11;0,557;R
ES0021000004465414FF;08/06/2023;12;0,817;R
ES0021000004465414FF;08/06/2023;13;0,808;R
ES0021000004465414FF;08/06/2023;14;0,665;R
ES0021000004465414FF;08/06/2023;15;0,98;R
ES0021000004465414FF;08/06/2023;16;0,971;R
ES0021000004465414FF;08/06/2023;17;1,245;R
ES0021000004465414FF;08/06/2023;18;1,113;R
ES0021000004465414FF;08/06/2023;19;1,005;R
ES0021000004465414FF;08/06/2023;20;1,093;R
ES0021000004465414FF;08/06/2023;21;1,524;R
ES0021000004465414FF;08/06/2023;22;0,842;R
ES0021000004465414FF;08/06/2023;23;0,69;R
ES0021000004465414FF;08/06/2023;24;0,591;R
ES0021000004465414FF;09/06/2023;1;0,265;R
ES0021000004465414FF;09/06/2023;2;0,222;R
ES0021000004465414FF;09/06/2023;3;0,195;R
ES0021000004465414FF;09/06/2023;4;0,137;R
ES0021000004465414FF;09/06/2023;5;0,144;R
ES0021000004465414FF;09/06/2023;6;0,141;R
ES0021000004465414FF;09/06/2023;7;0,178;R
ES0021000004465414FF;09/06/2023;8;0,408;R
ES0021000004465414FF;09/06/2023;9;0,289;R
ES0021000004465414FF;09/06/2023;10;0,55;R
ES0021000004465414FF;09/06/2023;11;0,402;R
ES0021000004465414FF;09/06/2023;12;0,331;R
ES0021000004465414FF;09/06/2023;13;0,325;R
ES0021000004465414FF;09/06/2023;14;1,122;R
ES0021000004465414FF;09/06/2023;15;1,313;R
ES0021000004465414FF;09/06/2023;16;0,798;R
ES0021000004465414FF;09/06/2023;17;1,669;R
ES0021000004465414FF;09/06/2023;18;1,503;R
ES0021000004465414FF;09/06/2023;19;0,989;R
ES0021000004465414FF;09/06/2023;20;0,611;R
ES0021000004465414FF;09/06/2023;21;0,528;R
ES0021000004465414FF;09/06/2023;22;0,617;R
ES0021000004465414FF;09/06/2023;23;0,547;R
ES0021000004465414FF;09/06/2023;24;0,579;R
ES0021000004465414FF;10/06/2023;1;0,506;R
ES0021000004465414FF;10/06/2023;2;0,339;R
ES0021000004465414FF;10/06/2023;3;0,206;R
ES0021000004465414FF;10/06/2023;4;0,202;R
ES0021000004465414FF;10/06/2023;5;0,17;R
ES0021000004465414FF;10/06/2023;6;0,169;R
ES0021000004465414FF;10/06/2023;7;0,166;R
ES0021000004465414FF;10/06/2023;8;0,204;R
ES0021000004465414FF;10/06/2023;9;0,212;R
ES0021000004465414FF;10/06/2023;10;0,221;R
ES0021000004465414FF;10/06/2023;11;0,687;R
ES0021000004465414FF;10/06/2023;12;0,777;R
ES0021000004465414FF;10/06/2023;13;2,003;R
ES0021000004465414FF;10/06/2023;14;1,557;R
ES0021000004465414FF;10/06/2023;15;1,507;R
ES0021000004465414FF;10/06/2023;16;0,84;R
ES0021000004465414FF;10/06/2023;17;0,776;R
ES0021000004465414FF;10/06/2023;18;0,617;R
ES0021000004465414FF;10/06/2023;19;0,606;R
ES0021000004465414FF;10/06/2023;20;0,512;R
ES0021000004465414FF;10/06/2023;21;0,421;R
ES0021000004465414FF;10/06/2023;22;0,558;R
ES0021000004465414FF;10/06/2023;23;0,483;R
ES0021000004465414FF;10/06/2023;24;0,749;R
ES0021000004465414FF;11/06/2023;1;0,77;R
ES0021000004465414FF;11/06/2023;2;0,495;R
ES0021000004465414FF;11/06/2023;3;0,225;R
ES0021000004465414FF;11/06/2023;4;0,173;R
ES0021000004465414FF;11/06/2023;5;0,159;R
ES0021000004465414FF;11/06/2023;6;0,159;R
ES0021000004465414FF;11/06/2023;7;0,133;R
ES0021000004465414FF;11/06/2023;8;0,219;R
ES0021000004465414FF;11/06/2023;9;0,284;R
ES0021000004465414FF;11/06/2023;10;0,691;R
ES0021000004465414FF;11/06/2023;11;0,843;R
ES0021000004465414FF;11/06/2023;12;0,909;R
ES0021000004465414FF;11/06/2023;13;1,624;R
ES0021000004465414FF;11/06/2023;14;2,111;R
ES0021000004465414FF;11/06/2023;15;1,655;R
ES0021000004465414FF;11/06/2023;16;0,99;R
ES0021000004465414FF;11/06/2023;17;0,814;R
ES0021000004465414FF;11/06/2023;18;0,648;R
ES0021000004465414FF;11/06/2023;19;0,635;R
ES0021000004465414FF;11/06/2023;20;0,706;R
ES0021000004465414FF;11/06/2023;21;0,509;R
ES0021000004465414FF;11/06/2023;22;0,781;R
ES0021000004465414FF;11/06/2023;23;0,56;R
ES0021000004465414FF;11/06/2023;24;1,374;R
ES0021000004465414FF;12/06/2023;1;0,802;R
ES0021000004465414FF;12/06/2023;2;0,692;R
ES0021000004465414FF;12/06/2023;3;0,294;R
ES0021000004465414FF;12/06/2023;4;0,154;R
ES0021000004465414FF;12/06/2023;5;0,146;R
ES0021000004465414FF;12/06/2023;6;0,218;R
ES0021000004465414FF;12/06/2023;7;0,317;R
ES0021000004465414FF;12/06/2023;8;0,283;R
ES0021000004465414FF;12/06/2023;9;0,153;R
ES0021000004465414FF;12/06/2023;10;0,211;R
ES0021000004465414FF;12/06/2023;11;0,249;R
ES0021000004465414FF;12/06/2023;12;0,257;R
ES0021000004465414FF;12/06/2023;13;0,343;R
ES0021000004465414FF;12/06/2023;14;0,516;R
ES0021000004465414FF;12/06/2023;15;0,946;R
ES0021000004465414FF;12/06/2023;16;0,973;R
ES0021000004465414FF;12/06/2023;17;0,492;R
ES0021000004465414FF;12/06/2023;18;0,523;R
ES0021000004465414FF;12/06/2023;19;0,68;R
ES0021000004465414FF;12/06/2023;20;0,63;R
ES0021000004465414FF;12/06/2023;21;1,506;R
ES0021000004465414FF;12/06/2023;22;1,17;R
ES0021000004465414FF;12/06/2023;23;1,152;R
ES0021000004465414FF;12/06/2023;24;0,822;R
ES0021000004465414FF;13/06/2023;1;0,783;R
ES0021000004465414FF;13/06/2023;2;0,729;R
ES0021000004465414FF;13/06/2023;3;0,197;R
ES0021000004465414FF;13/06/2023;4;0,145;R
ES0021000004465414FF;13/06/2023;5;0,215;R
ES0021000004465414FF;13/06/2023;6;0,206;R
ES0021000004465414FF;13/06/2023;7;0,245;R
ES0021000004465414FF;13/06/2023;8;0,284;R
ES0021000004465414FF;13/06/2023;9;0,205;R
ES0021000004465414FF;13/06/2023;10;0,227;R
ES0021000004465414FF;13/06/2023;11;0,527;R
ES0021000004465414FF;13/06/2023;12;0,472;R
ES0021000004465414FF;13/06/2023;13;0,642;R
ES0021000004465414FF;13/06/2023;14;0,774;R
ES0021000004465414FF;13/06/2023;15;1,021;R
ES0021000004465414FF;13/06/2023;16;0,953;R
ES0021000004465414FF;13/06/2023;17;0,878;R
ES0021000004465414FF;13/06/2023;18;0,703;R
