Fecha de la medida;Hora de la medida;Medida de la magnitud activa entrante;Método de obtención
07/03/2023;9;148;R
07/03/2023;10;56;R
07/03/2023;11;49;R
07/03/2023;12;47;R
07/03/2023;13;49;R
07/03/2023;14;48;R
07/03/2023;15;210;R
07/03/2023;16;244;R
07/03/2023;17;75;R
07/03/2023;18;123;R
07/03/2023;19;135;R
07/03/2023;20;151;R
07/03/2023;21;164;R
07/03/2023;22;388;R
07/03/2023;23;209;R
07/03/2023;24;87;R
08/03/2023;1;55;R
08/03/2023;2;50;R
08/03/2023;3;50;R
08/03/2023;4;51;R
08/03/2023;5;52;R
08/03/2023;6;48;R
08/03/2023;7;61;R
08/03/2023;8;125;R
08/03/2023;9;277;R
08/03/2023;10;113;R
08/03/2023;11;78;R
08/03/2023;12;131;R
08/03/2023;13;92;R
08/03/2023;14;53;R
08/03/2023;15;52;R
08/03/2023;16;61;R
08/03/2023;17;88;R
08/03/2023;18;111;R
08/03/2023;19;96;R
08/03/2023;20;123;R
08/03/2023;21;115;R
08/03/2023;22;238;R
08/03/2023;23;125;R
08/03/2023;24;64;R
09/03/2023;1;63;R
09/03/2023;2;65;R
09/03/2023;3;76;R
09/03/2023;4;109;R
09/03/2023;5;82;R
09/03/2023;6;78;R
09/03/2023;7;68;R
09/03/2023;8;121;R
09/03/2023;9;251;R
09/03/2023;10;127;R
09/03/2023;11;103;R
09/03/2023;12;139;R
09/03/2023;13;49;R
09/03/2023;14;48;R
09/03/2023;15;45;R
09/03/2023;16;45;R
09/03/2023;17;48;R
09/03/2023;18;47;R
09/03/2023;19;47;R
09/03/2023;20;46;R
09/03/2023;21;47;R
09/03/2023;22;47;R
09/03/2023;23;46;R
09/03/2023;24;43;R
10/03/2023;1;43;R
10/03/2023;2;45;R
10/03/2023;3;45;R
10/03/2023;4;46;R
10/03/2023;5;45;R
10/03/2023;6;44;R
10/03/2023;7;45;R
10/03/2023;8;46;R
10/03/2023;9;45;R
10/03/2023;10;43;R
10/03/2023;11;42;R
10/03/2023;12;43;R
10/03/2023;13;45;R
10/03/2023;14;45;R
10/03/2023;15;46;R
10/03/2023;16;45;R
10/03/2023;17;45;R
10/03/2023;18;46;R
10/03/2023;19;45;R
10/03/2023;20;45;R
10/03/2023;21;44;R
10/03/2023;22;43;R
10/03/2023;23;44;R
10/03/2023;24;45;R
11/03/2023;1;46;R
11/03/2023;2;44;R
11/03/2023;3;45;R
11/03/2023;4;44;R
11/03/2023;5;44;R
11/03/2023;6;45;R
11/03/2023;7;44;R
11/03/2023;8;44;R
11/03/2023;9;42;R
11/03/2023;10;42;R
11/03/2023;11;45;R
11/03/2023;12;45;R
11/03/2023;13;46;R
11/03/2023;14;45;R
11/03/2023;15;45;R
11/03/2023;16;45;R
11/03/2023;17;45;R
11/03/2023;18;45;R
11/03/2023;19;44;R
11/03/2023;20;43;R
11/03/2023;21;42;R
11/03/2023;22;46;R
11/03/2023;23;45;R
11/03/2023;24;45;R
12/03/2023;1;45;R
12/03/2023;2;43;R
12/03/2023;3;45;R
12/03/2023;4;44;R
12/03/2023;5;45;R
12/03/2023;6;44;R
12/03/2023;7;43;R
12/03/2023;8;42;R
12/03/2023;9;44;R
12/03/2023;10;93;R
12/03/2023;11;74;R
12/03/2023;12;45;R
12/03/2023;13;51;R
12/03/2023;14;48;R
12/03/2023;15;49;R
12/03/2023;16;47;R
12/03/2023;17;47;R
12/03/2023;18;47;R
12/03/2023;19;46;R
12/03/2023;20;46;R
12/03/2023;21;440;R
12/03/2023;22;276;R
12/03/2023;23;122;R
12/03/2023;24;60;R
13/03/2023;1;52;R
13/03/2023;2;51;R
13/03/2023;3;51;R
13/03/2023;4;58;R
13/03/2023;5;51;R
13/03/2023;6;51;R
13/03/2023;7;65;R
13/03/2023;8;165;R
13/03/2023;9;136;R
13/03/2023;10;88;R
13/03/2023;11;49;R
13/03/2023;12;63;R
13/03/2023;13;60;R
13/03/2023;14;48;R
13/03/2023;15;47;R
13/03/2023;16;350;R
13/03/2023;17;58;R
13/03/2023;18;139;R
13/03/2023;19;120;R
13/03/2023;20;92;R
13/03/2023;21;58;R
13/03/2023;22;122;R
13/03/2023;23;137;R
13/03/2023;24;89;R
14/03/2023;1;71;R
14/03/2023;2;67;R
14/03/2023;3;71;R
14/03/2023;4;74;R
14/03/2023;5;73;R
14/03/2023;6;70;R
14/03/2023;7;90;R
14/03/2023;8;172;R
14/03/2023;9;211;R
14/03/2023;10;101;R
14/03/2023;11;50;R
14/03/2023;12;49;R
14/03/2023;13;50;R
14/03/2023;14;47;R
14/03/2023;15;284;R
14/03/2023;16;125;R
14/03/2023;17;100;R
14/03/2023;18;99;R
14/03/2023;19;124;R
14/03/2023;20;127;R
14/03/2023;21;114;R
14/03/2023;22;300;R
14/03/2023;23;155;R
14/03/2023;24;79;R
15/03/2023;1;61;R
15/03/2023;2;54;R
15/03/2023;3;54;R
15/03/2023;4;53;R
15/03/2023;5;54;R
15/03/2023;6;110;R
15/03/2023;7;84;R
15/03/2023;8;136;R
15/03/2023;9;249;R
15/03/2023;10;125;R
15/03/2023;11;97;R
15/03/2023;12;84;R
15/03/2023;13;54;R
15/03/2023;14;52;R
15/03/2023;15;239;R
15/03/2023;16;81;R
15/03/2023;17;119;R
15/03/2023;18;81;R
15/03/2023;19;398;R
15/03/2023;20;721;R
15/03/2023;21;246;R
15/03/2023;22;494;R
15/03/2023;23;412;R
15/03/2023;24;62;R
16/03/2023;1;63;R
16/03/2023;2;53;R
16/03/2023;3;53;R
16/03/2023;4;53;R
16/03/2023;5;52;R
16/03/2023;6;50;R
16/03/2023;7;57;R
16/03/2023;8;161;R
16/03/2023;9;146;R
16/03/2023;10;85;R
16/03/2023;11;65;R
16/03/2023;12;50;R
16/03/2023;13;51;R
16/03/2023;14;51;R
16/03/2023;15;281;R
16/03/2023;16;218;R
16/03/2023;17;422;R
16/03/2023;18;302;R
16/03/2023;19;134;R
16/03/2023;20;174;R
16/03/2023;21;638;R
16/03/2023;22;192;R
16/03/2023;23;137;R
16/03/2023;24;70;R
17/03/2023;1;58;R
17/03/2023;2;62;R
17/03/2023;3;60;R
17/03/2023;4;55;R
17/03/2023;5;53;R
17/03/2023;6;53;R
17/03/2023;7;53;R
17/03/2023;8;102;R
17/03/2023;9;132;R
17/03/2023;10;66;R
17/03/2023;11;55;R
17/03/2023;12;53;R
17/03/2023;13;50;R
17/03/2023;14;53;R
17/03/2023;15;287;R
17/03/2023;16;111;R
17/03/2023;17;68;R
17/03/2023;18;126;R
17/03/2023;19;80;R
17/03/2023;20;50;R
17/03/2023;21;51;R
17/03/2023;22;51;R
17/03/2023;23;129;R
17/03/2023;24;113;R
18/03/2023;1;68;R
18/03/2023;2;52;R
18/03/2023;3;52;R
18/03/2023;4;100;R
18/03/2023;5;68;R
18/03/2023;6;54;R
18/03/2023;7;51;R
18/03/2023;8;57;R
18/03/2023;9;112;R
18/03/2023;10;330;R
18/03/2023;11;139;R
18/03/2023;12;140;R
18/03/2023;13;123;R
18/03/2023;14;127;R
18/03/2023;15;537;R
18/03/2023;16;311;R
18/03/2023;17;260;R
18/03/2023;18;258;R
18/03/2023;19;291;R
18/03/2023;20;360;R
18/03/2023;21;221;R
18/03/2023;22;224;R
18/03/2023;23;226;R
18/03/2023;24;191;R
19/03/2023;1;105;R
19/03/2023;2;57;R
19/03/2023;3;52;R
19/03/2023;4;50;R
19/03/2023;5;51;R
19/03/2023;6;49;R
19/03/2023;7;49;R
19/03/2023;8;49;R
19/03/2023;9;50;R
19/03/2023;10;62;R
19/03/2023;11;91;R
19/03/2023;12;83;R
19/03/2023;13;84;R
19/03/2023;14;84;R
19/03/2023;15;83;R
19/03/2023;16;400;R
19/03/2023;17;94;R
19/03/2023;18;99;R
19/03/2023;19;493;R
19/03/2023;20;866;R
19/03/2023;21;279;R
19/03/2023;22;380;R
19/03/2023;23;502;R
19/03/2023;24;189;R
20/03/2023;1;62;R
20/03/2023;2;53;R
20/03/2023;3;51;R
20/03/2023;4;49;R
20/03/2023;5;49;R
20/03/2023;6;48;R
20/03/2023;7;47;R
20/03/2023;8;80;R
20/03/2023;9;201;R
20/03/2023;10;89;R
20/03/2023;11;55;R
20/03/2023;12;45;R
20/03/2023;13;45;R
20/03/2023;14;45;R
20/03/2023;15;422;R
20/03/2023;16;159;R
20/03/2023;17;103;R
20/03/2023;18;125;R
20/03/2023;19;120;R
20/03/2023;20;124;R
20/03/2023;21;289;R
20/03/2023;22;558;R
20/03/2023;23;115;R
20/03/2023;24;63;R
21/03/2023;1;51;R
21/03/2023;2;50;R
21/03/2023;3;52;R
21/03/2023;4;54;R
21/03/2023;5;103;R
21/03/2023;6;65;R
21/03/2023;7;57;R
21/03/2023;8;117;R
21/03/2023;9;252;R
21/03/2023;10;89;R
21/03/2023;11;45;R
21/03/2023;12;46;R
21/03/2023;13;45;R
21/03/2023;14;48;R
21/03/2023;15;84;R
21/03/2023;16;646;R
21/03/2023;17;74;R
21/03/2023;18;118;R
21/03/2023;19;129;R
21/03/2023;20;157;R
21/03/2023;21;629;R
21/03/2023;22;260;R
21/03/2023;23;144;R
21/03/2023;24;83;R
22/03/2023;1;64;R
22/03/2023;2;59;R
22/03/2023;3;57;R
22/03/2023;4;59;R
22/03/2023;5;56;R
22/03/2023;6;50;R
22/03/2023;7;51;R
22/03/2023;8;111;R
22/03/2023;9;253;R
22/03/2023;10;146;R
22/03/2023;11;117;R
22/03/2023;12;309;R
22/03/2023;13;198;R
22/03/2023;14;182;R
22/03/2023;15;315;R
22/03/2023;16;230;R
22/03/2023;17;88;R
22/03/2023;18;124;R
22/03/2023;19;250;R
22/03/2023;20;83;R
22/03/2023;21;85;R
22/03/2023;22;336;R
22/03/2023;23;135;R
22/03/2023;24;62;R
23/03/2023;1;55;R
23/03/2023;2;47;R
23/03/2023;3;50;R
23/03/2023;4;53;R
23/03/2023;5;49;R
23/03/2023;6;48;R
23/03/2023;7;49;R
23/03/2023;8;93;R
23/03/2023;9;262;R
23/03/2023;10;567;R
23/03/2023;11;138;R
23/03/2023;12;260;R
23/03/2023;13;54;R
23/03/2023;14;51;R
23/03/2023;15;51;R
23/03/2023;16;52;R
23/03/2023;17;50;R
23/03/2023;18;50;R
23/03/2023;19;49;R
23/03/2023;20;51;R
23/03/2023;21;53;R
23/03/2023;22;51;R
23/03/2023;23;51;R
23/03/2023;24;50;R
24/03/2023;1;50;R
24/03/2023;2;103;R
24/03/2023;3;67;R
24/03/2023;4;54;R
24/03/2023;5;51;R
24/03/2023;6;51;R
24/03/2023;7;50;R
24/03/2023;8;50;R
24/03/2023;9;48;R
24/03/2023;10;50;R
24/03/2023;11;50;R
24/03/2023;12;67;R
24/03/2023;13;59;R
24/03/2023;14;50;R
24/03/2023;15;50;R
24/03/2023;16;51;R
24/03/2023;17;51;R
24/03/2023;18;49;R
24/03/2023;19;49;R
24/03/2023;20;52;R
24/03/2023;21;52;R
24/03/2023;22;50;R
24/03/2023;23;52;R
24/03/2023;24;50;R
25/03/2023;1;50;R
25/03/2023;2;50;R
25/03/2023;3;50;R
25/03/2023;4;48;R
25/03/2023;5;48;R
25/03/2023;6;50;R
25/03/2023;7;51;R
25/03/2023;8;51;R
25/03/2023;9;50;R
25/03/2023;10;51;R
25/03/2023;11;49;R
25/03/2023;12;51;R
25/03/2023;13;49;R
25/03/2023;14;48;R
25/03/2023;15;51;R
25/03/2023;16;52;R
25/03/2023;17;52;R
25/03/2023;18;51;R
25/03/2023;19;51;R
25/03/2023;20;52;R
25/03/2023;21;51;R
25/03/2023;22;50;R
25/03/2023;23;48;R
25/03/2023;24;50;R
26/03/2023;1;51;R
26/03/2023;2;51;R
26/03/2023;3;51;R
26/03/2023;4;51;R
26/03/2023;5;49;R
26/03/2023;6;51;R
26/03/2023;7;50;R
26/03/2023;8;48;R
26/03/2023;9;49;R
26/03/2023;10;51;R
26/03/2023;11;52;R
26/03/2023;12;55;R
26/03/2023;13;52;R
26/03/2023;14;51;R
26/03/2023;15;51;R
26/03/2023;16;52;R
26/03/2023;17;49;R
26/03/2023;18;49;R
26/03/2023;19;50;R
26/03/2023;20;52;R
26/03/2023;21;52;R
26/03/2023;22;52;R
26/03/2023;23;50;R
27/03/2023;1;50;R
27/03/2023;2;51;R
27/03/2023;3;50;R
27/03/2023;4;49;R
27/03/2023;5;47;R
27/03/2023;6;49;R
27/03/2023;7;50;R
27/03/2023;8;50;R
27/03/2023;9;51;R
27/03/2023;10;50;R
27/03/2023;11;48;R
27/03/2023;12;66;R
27/03/2023;13;59;R
27/03/2023;14;107;R
27/03/2023;15;65;R
27/03/2023;16;52;R
27/03/2023;17;49;R
27/03/2023;18;52;R
27/03/2023;19;49;R
27/03/2023;20;51;R
27/03/2023;21;51;R
27/03/2023;22;52;R
27/03/2023;23;150;R
27/03/2023;24;200;R
28/03/2023;1;48;R
28/03/2023;2;48;R
28/03/2023;3;48;R
28/03/2023;4;50;R
28/03/2023;5;48;R
28/03/2023;6;47;R
28/03/2023;7;46;R
28/03/2023;8;110;R
28/03/2023;9;62;R
28/03/2023;10;46;R
28/03/2023;11;47;R
28/03/2023;12;46;R
28/03/2023;13;46;R
28/03/2023;14;47;R
28/03/2023;15;649;R
28/03/2023;16;346;R
28/03/2023;17;97;R
28/03/2023;18;132;R
28/03/2023;19;127;R
28/03/2023;20;150;R
28/03/2023;21;212;R
28/03/2023;22;170;R
28/03/2023;23;158;R
28/03/2023;24;107;R
29/03/2023;1;94;R
29/03/2023;2;98;R
29/03/2023;3;79;R
29/03/2023;4;114;R
29/03/2023;5;109;R
29/03/2023;6;108;R
29/03/2023;7;68;R
29/03/2023;8;155;R
29/03/2023;9;238;R
29/03/2023;10;373;R
29/03/2023;11;215;R
29/03/2023;12;509;R
29/03/2023;13;142;R
29/03/2023;14;118;R
29/03/2023;15;84;R
29/03/2023;16;381;R
29/03/2023;17;102;R
29/03/2023;18;118;R
29/03/2023;19;323;R
29/03/2023;20;119;R
29/03/2023;21;137;R
29/03/2023;22;114;R
29/03/2023;23;553;R
29/03/2023;24;69;R
30/03/2023;1;58;R
30/03/2023;2;49;R
30/03/2023;3;48;R
30/03/2023;4;50;R
30/03/2023;5;49;R
30/03/2023;6;47;R
30/03/2023;7;47;R
30/03/2023;8;97;R
30/03/2023;9;225;R
30/03/2023;10;96;R
30/03/2023;11;88;R
30/03/2023;12;81;R
30/03/2023;13;81;R
30/03/2023;14;81;R
30/03/2023;15;80;R
30/03/2023;16;78;R
30/03/2023;17;75;R
30/03/2023;18;149;R
30/03/2023;19;169;R
30/03/2023;20;118;R
30/03/2023;21;113;R
30/03/2023;22;95;R
30/03/2023;23;147;R
30/03/2023;24;124;R
31/03/2023;1;65;R
31/03/2023;2;57;R
31/03/2023;3;54;R
31/03/2023;4;52;R
31/03/2023;5;53;R
31/03/2023;6;53;R
31/03/2023;7;53;R
31/03/2023;8;52;R
31/03/2023;9;227;R
31/03/2023;10;51;R
31/03/2023;11;49;R
31/03/2023;12;66;R
31/03/2023;13;56;R
31/03/2023;14;47;R
31/03/2023;15;49;R
31/03/2023;16;58;R
31/03/2023;17;55;R
31/03/2023;18;111;R
31/03/2023;19;126;R
31/03/2023;20;115;R
31/03/2023;21;90;R
31/03/2023;22;293;R
31/03/2023;23;173;R
31/03/2023;24;137;R
01/04/2023;1;72;R
01/04/2023;2;50;R
01/04/2023;3;51;R
01/04/2023;4;49;R
01/04/2023;5;51;R
01/04/2023;6;50;R
01/04/2023;7;48;R
01/04/2023;8;48;R
01/04/2023;9;77;R
01/04/2023;10;296;R
01/04/2023;11;68;R
01/04/2023;12;67;R
01/04/2023;13;67;R
01/04/2023;14;67;R
01/04/2023;15;66;R
01/04/2023;16;68;R
01/04/2023;17;53;R
01/04/2023;18;97;R
01/04/2023;19;158;R
01/04/2023;20;151;R
01/04/2023;21;176;R
01/04/2023;22;76;R
01/04/2023;23;81;R
01/04/2023;24;127;R
02/04/2023;1;89;R
02/04/2023;2;56;R
02/04/2023;3;48;R
02/04/2023;4;47;R
02/04/2023;5;47;R
02/04/2023;6;49;R
02/04/2023;7;50;R
02/04/2023;8;48;R
02/04/2023;9;51;R
02/04/2023;10;127;R
02/04/2023;11;305;R
02/04/2023;12;282;R
02/04/2023;13;539;R
02/04/2023;14;635;R
02/04/2023;15;697;R
02/04/2023;16;202;R
02/04/2023;17;286;R
02/04/2023;18;493;R
02/04/2023;19;240;R
02/04/2023;20;46;R
02/04/2023;21;45;R
02/04/2023;22;42;R
02/04/2023;23;42;R
02/04/2023;24;38;R
03/04/2023;1;41;R
03/04/2023;2;40;R
03/04/2023;3;41;R
03/04/2023;4;40;R
03/04/2023;5;39;R
03/04/2023;6;39;R
03/04/2023;7;39;R
03/04/2023;8;39;R
03/04/2023;9;36;R
03/04/2023;10;36;R
03/04/2023;11;36;R
03/04/2023;12;37;R
03/04/2023;13;38;R
03/04/2023;14;38;R
03/04/2023;15;38;R
03/04/2023;16;38;R
03/04/2023;17;38;R
03/04/2023;18;38;R
03/04/2023;19;37;R
03/04/2023;20;38;R
03/04/2023;21;38;R
03/04/2023;22;38;R
03/04/2023;23;38;R
03/04/2023;24;38;R
04/04/2023;1;37;R
04/04/2023;2;36;R
04/04/2023;3;37;R
04/04/2023;4;36;R
04/04/2023;5;36;R
04/04/2023;6;36;R
04/04/2023;7;36;R
04/04/2023;8;37;R
04/04/2023;9;37;R
04/04/2023;10;37;R
04/04/2023;11;38;R
04/04/2023;12;37;R
04/04/2023;13;38;R
04/04/2023;14;36;R
04/04/2023;15;37;R
04/04/2023;16;38;R
04/04/2023;17;37;R
04/04/2023;18;37;R
04/04/2023;19;38;R
04/04/2023;20;38;R
04/04/2023;21;36;R
04/04/2023;22;36;R
04/04/2023;23;35;R
04/04/2023;24;36;R
05/04/2023;1;37;R
05/04/2023;2;38;R
05/04/2023;3;37;R
05/04/2023;4;38;R
05/04/2023;5;37;R
05/04/2023;6;37;R
05/04/2023;7;37;R
05/04/2023;8;37;R
05/04/2023;9;36;R
05/04/2023;10;37;R
05/04/2023;11;36;R
05/04/2023;12;36;R
05/04/2023;13;37;R
05/04/2023;14;39;R
05/04/2023;15;36;R
05/04/2023;16;35;R
05/04/2023;17;36;R
05/04/2023;18;35;R
05/04/2023;19;36;R
05/04/2023;20;35;R
05/04/2023;21;37;R
05/04/2023;22;37;R
05/04/2023;23;38;R
05/04/2023;24;37;R
06/04/2023;1;37;R
06/04/2023;2;37;R
06/04/2023;3;37;R
06/04/2023;4;37;R
06/04/2023;5;36;R
06/04/2023;6;36;R
06/04/2023;7;37;R
06/04/2023;8;36;R
06/04/2023;9;35;R
06/04/2023;10;35;R
06/04/2023;11;34;R
06/04/2023;12;35;R
06/04/2023;13;35;R
06/04/2023;14;66;R
06/04/2023;15;77;R
06/04/2023;16;36;R
06/04/2023;17;37;R
06/04/2023;18;36;R
06/04/2023;19;36;R
06/04/2023;20;35;R
06/04/2023;21;38;R
06/04/2023;22;37;R
06/04/2023;23;38;R
06/04/2023;24;37;R
07/04/2023;1;37;R
07/04/2023;2;37;R
07/04/2023;3;37;R
07/04/2023;4;37;R
07/04/2023;5;37;R
07/04/2023;6;36;R
07/04/2023;7;36;R
07/04/2023;8;36;R
07/04/2023;9;35;R
07/04/2023;10;35;R
07/04/2023;11;35;R
07/04/2023;12;34;R
07/04/2023;13;35;R
07/04/2023;14;35;R
07/04/2023;15;35;R
07/04/2023;16;36;R
07/04/2023;17;37;R
07/04/2023;18;37;R
07/04/2023;19;37;R
07/04/2023;20;38;R
07/04/2023;21;37;R
07/04/2023;22;37;R
07/04/2023;23;37;R
07/04/2023;24;37;R
08/04/2023;1;37;R
08/04/2023;2;37;R
08/04/2023;3;35;R
08/04/2023;4;35;R
08/04/2023;5;35;R
08/04/2023;6;35;R
08/04/2023;7;35;R
08/04/2023;8;37;R
08/04/2023;9;37;R
08/04/2023;10;37;R
08/04/2023;11;37;R
08/04/2023;12;36;R
08/04/2023;13;37;R
08/04/2023;14;40;R
08/04/2023;15;37;R
08/04/2023;16;37;R
08/04/2023;17;37;R
08/04/2023;18;36;R
08/04/2023;19;36;R
08/04/2023;20;35;R
08/04/2023;21;36;R
08/04/2023;22;37;R
08/04/2023;23;38;R
08/04/2023;24;38;R
09/04/2023;1;38;R
09/04/2023;2;37;R
09/04/2023;3;38;R
09/04/2023;4;37;R
09/04/2023;5;37;R
09/04/2023;6;38;R
09/04/2023;7;37;R
09/04/2023;8;38;R
09/04/2023;9;38;R
09/04/2023;10;36;R
09/04/2023;11;36;R
09/04/2023;12;37;R
09/04/2023;13;38;R
09/04/2023;14;39;R
09/04/2023;15;40;R
09/04/2023;16;39;R
09/04/2023;17;39;R
09/04/2023;18;40;R
09/04/2023;19;39;R
09/04/2023;20;40;R
09/04/2023;21;39;R
09/04/2023;22;38;R
09/04/2023;23;82;R
09/04/2023;24;240;R
10/04/2023;1;66;R
10/04/2023;2;44;R
10/04/2023;3;45;R
10/04/2023;4;43;R
10/04/2023;5;43;R
10/04/2023;6;42;R
10/04/2023;7;41;R
10/04/2023;8;151;R
10/04/2023;9;210;R
10/04/2023;10;60;R
10/04/2023;11;41;R
10/04/2023;12;42;R
10/04/2023;13;44;R
10/04/2023;14;43;R
10/04/2023;15;44;R
10/04/2023;16;47;R
10/04/2023;17;89;R
10/04/2023;18;125;R
10/04/2023;19;97;R
10/04/2023;20;133;R
10/04/2023;21;228;R
10/04/2023;22;321;R
10/04/2023;23;318;R
10/04/2023;24;129;R
11/04/2023;1;59;R
11/04/2023;2;47;R
11/04/2023;3;47;R
11/04/2023;4;47;R
11/04/2023;5;51;R
11/04/2023;6;45;R
11/04/2023;7;43;R
11/04/2023;8;65;R
11/04/2023;9;214;R
11/04/2023;10;109;R
11/04/2023;11;57;R
11/04/2023;12;73;R
11/04/2023;13;51;R
11/04/2023;14;50;R
11/04/2023;15;564;R
11/04/2023;16;178;R
11/04/2023;17;702;R
11/04/2023;18;885;R
11/04/2023;19;207;R
11/04/2023;20;231;R
11/04/2023;21;508;R
11/04/2023;22;228;R
11/04/2023;23;202;R
11/04/2023;24;130;R
12/04/2023;1;59;R
12/04/2023;2;55;R
12/04/2023;3;54;R
12/04/2023;4;54;R
12/04/2023;5;56;R
12/04/2023;6;53;R
12/04/2023;7;51;R
12/04/2023;8;86;R
12/04/2023;9;278;R
12/04/2023;10;114;R
12/04/2023;11;145;R
12/04/2023;12;126;R
12/04/2023;13;54;R
12/04/2023;14;49;R
12/04/2023;15;48;R
12/04/2023;16;498;R
12/04/2023;17;477;R
12/04/2023;18;177;R
12/04/2023;19;229;R
12/04/2023;20;706;R
12/04/2023;21;403;R
12/04/2023;22;436;R
12/04/2023;23;385;R
12/04/2023;24;99;R
13/04/2023;1;61;R
13/04/2023;2;59;R
13/04/2023;3;49;R
13/04/2023;4;50;R
13/04/2023;5;50;R
13/04/2023;6;54;R
13/04/2023;7;50;R
13/04/2023;8;108;R
13/04/2023;9;152;R
13/04/2023;10;98;R
13/04/2023;11;87;R
13/04/2023;12;88;R
13/04/2023;13;87;R
13/04/2023;14;87;R
13/04/2023;15;88;R
13/04/2023;16;118;R
13/04/2023;17;108;R
13/04/2023;18;129;R
13/04/2023;19;135;R
13/04/2023;20;158;R
13/04/2023;21;100;R
13/04/2023;22;127;R
13/04/2023;23;126;R
13/04/2023;24;102;R
14/04/2023;1;59;R
14/04/2023;2;51;R
14/04/2023;3;50;R
14/04/2023;4;51;R
14/04/2023;5;49;R
14/04/2023;6;48;R
14/04/2023;7;51;R
14/04/2023;8;51;R
14/04/2023;9;255;R
14/04/2023;10;71;R
14/04/2023;11;50;R
14/04/2023;12;67;R
14/04/2023;13;60;R
14/04/2023;14;49;R
14/04/2023;15;1003;R
14/04/2023;16;532;R
14/04/2023;17;390;R
14/04/2023;18;409;R
14/04/2023;19;833;R
14/04/2023;20;269;R
14/04/2023;21;225;R
14/04/2023;22;224;R
14/04/2023;23;224;R
14/04/2023;24;186;R
15/04/2023;1;99;R
15/04/2023;2;86;R
15/04/2023;3;51;R
15/04/2023;4;55;R
15/04/2023;5;55;R
15/04/2023;6;55;R
15/04/2023;7;52;R
15/04/2023;8;53;R
15/04/2023;9;185;R
15/04/2023;10;285;R
15/04/2023;11;99;R
15/04/2023;12;83;R
15/04/2023;13;89;R
15/04/2023;14;75;R
15/04/2023;15;72;R
15/04/2023;16;65;R
15/04/2023;17;77;R
15/04/2023;18;52;R
15/04/2023;19;51;R
15/04/2023;20;51;R
15/04/2023;21;49;R
15/04/2023;22;49;R
15/04/2023;23;129;R
15/04/2023;24;87;R
16/04/2023;1;51;R
16/04/2023;2;49;R
16/04/2023;3;49;R
16/04/2023;4;49;R
16/04/2023;5;49;R
16/04/2023;6;47;R
16/04/2023;7;47;R
16/04/2023;8;50;R
16/04/2023;9;64;R
16/04/2023;10;300;R
16/04/2023;11;141;R
16/04/2023;12;124;R
16/04/2023;13;108;R
16/04/2023;14;64;R
16/04/2023;15;402;R
16/04/2023;16;286;R
16/04/2023;17;57;R
16/04/2023;18;123;R
16/04/2023;19;127;R
16/04/2023;20;236;R
16/04/2023;21;544;R
16/04/2023;22;609;R
16/04/2023;23;497;R
16/04/2023;24;151;R
17/04/2023;1;90;R
17/04/2023;2;81;R
17/04/2023;3;70;R
17/04/2023;4;70;R
17/04/2023;5;74;R
17/04/2023;6;58;R
17/04/2023;7;55;R
17/04/2023;8;128;R
17/04/2023;9;139;R
17/04/2023;10;102;R
17/04/2023;11;50;R
17/04/2023;12;67;R
17/04/2023;13;63;R
17/04/2023;14;50;R
17/04/2023;15;296;R
17/04/2023;16;551;R
17/04/2023;17;229;R
17/04/2023;18;366;R
17/04/2023;19;107;R
17/04/2023;20;61;R
17/04/2023;21;63;R
17/04/2023;22;82;R
17/04/2023;23;122;R
17/04/2023;24;105;R
18/04/2023;1;63;R
18/04/2023;2;58;R
18/04/2023;3;57;R
18/04/2023;4;56;R
18/04/2023;5;57;R
18/04/2023;6;54;R
18/04/2023;7;57;R
18/04/2023;8;80;R
18/04/2023;9;239;R
18/04/2023;10;109;R
18/04/2023;11;54;R
18/04/2023;12;52;R
18/04/2023;13;48;R
18/04/2023;14;49;R
18/04/2023;15;377;R
18/04/2023;16;108;R
18/04/2023;17;101;R
18/04/2023;18;133;R
18/04/2023;19;124;R
18/04/2023;20;136;R
18/04/2023;21;98;R
18/04/2023;22;561;R
18/04/2023;23;375;R
18/04/2023;24;162;R
19/04/2023;1;73;R
19/04/2023;2;68;R
19/04/2023;3;62;R
19/04/2023;4;61;R
19/04/2023;5;63;R
19/04/2023;6;61;R
19/04/2023;7;57;R
19/04/2023;8;139;R
19/04/2023;9;176;R
19/04/2023;10;92;R
19/04/2023;11;111;R
19/04/2023;12;140;R
19/04/2023;13;96;R
19/04/2023;14;117;R
19/04/2023;15;93;R
19/04/2023;16;90;R
19/04/2023;17;76;R
19/04/2023;18;66;R
19/04/2023;19;209;R
19/04/2023;20;68;R
19/04/2023;21;154;R
19/04/2023;22;247;R
19/04/2023;23;249;R
19/04/2023;24;111;R
20/04/2023;1;59;R
20/04/2023;2;55;R
20/04/2023;3;51;R
20/04/2023;4;54;R
20/04/2023;5;54;R
20/04/2023;6;56;R
20/04/2023;7;54;R
20/04/2023;8;139;R
20/04/2023;9;244;R
20/04/2023;10;675;R
20/04/2023;11;447;R
20/04/2023;12;159;R
20/04/2023;13;45;R
20/04/2023;14;93;R
20/04/2023;15;67;R
20/04/2023;16;50;R
20/04/2023;17;50;R
20/04/2023;18;49;R
20/04/2023;19;48;R
20/04/2023;20;48;R
20/04/2023;21;48;R
20/04/2023;22;47;R
20/04/2023;23;46;R
20/04/2023;24;44;R
21/04/2023;1;47;R
21/04/2023;2;47;R
