P (kW);Time
0.0;2018-05-22 03:10:00
0.0;2018-05-22 04:10:00
0.0;2018-05-22 05:10:00
0.04163;2018-05-22 06:10:00
0.21584;2018-05-22 07:10:00
0.41636;2018-05-22 08:10:00
0.5737000000000001;2018-05-22 09:10:00
0.6848500000000001;2018-05-22 10:10:00
0.7445900000000001;2018-05-22 11:10:00
0.5560499999999999;2018-05-22 12:10:00
0.04993;2018-05-22 13:10:00
0.05708;2018-05-22 14:10:00
0.07844;2018-05-22 15:10:00
0.09097;2018-05-22 16:10:00
0.0665;2018-05-22 17:10:00
0.030780000000000002;2018-05-22 18:10:00
0.0;2018-05-22 19:10:00
0.0;2018-05-22 20:10:00
0.0;2018-05-22 21:10:00
0.0;2018-05-22 22:10:00
0.0;2018-05-22 23:10:00
0.0;2018-05-23 00:10:00
0.0;2018-05-23 01:10:00
0.0;2018-05-23 02:10:00
0.0;2018-05-23 03:10:00
0.0;2018-05-23 04:10:00
0.0;2018-05-23 05:10:00
0.04313;2018-05-23 06:10:00
0.21609;2018-05-23 07:10:00
0.40402;2018-05-23 08:10:00
0.4817099999999999;2018-05-23 09:10:00
0.65989;2018-05-23 10:10:00
0.62566;2018-05-23 11:10:00
0.6294299999999999;2018-05-23 12:10:00
0.55338;2018-05-23 13:10:00
0.49121;2018-05-23 14:10:00
0.48455000000000004;2018-05-23 15:10:00
0.28169;2018-05-23 16:10:00
0.10709;2018-05-23 17:10:00
0.00367;2018-05-23 18:10:00
0.0;2018-05-23 19:10:00
0.0;2018-05-23 20:10:00
0.0;2018-05-23 21:10:00
0.0;2018-05-23 22:10:00
0.0;2018-05-23 23:10:00
0.0;2018-05-24 00:10:00
0.0;2018-05-24 01:10:00
0.0;2018-05-24 02:10:00
0.0;2018-05-24 03:10:00
0.0;2018-05-24 04:10:00
0.0001399999999999999;2018-05-24 05:10:00
0.05375;2018-05-24 06:10:00
0.15063;2018-05-24 07:10:00
0.37972;2018-05-24 08:10:00
0.3160799999999999;2018-05-24 09:10:00
0.19872;2018-05-24 10:10:00
0.17704;2018-05-24 11:10:00
0.35023000000000004;2018-05-24 12:10:00
0.70002;2018-05-24 13:10:00
0.56136;2018-05-24 14:10:00
0.5253;2018-05-24 15:10:00
0.18919;2018-05-24 16:10:00
0.1541999999999999;2018-05-24 17:10:00
0.0422;2018-05-24 18:10:00
0.00151;2018-05-24 19:10:00
0.0;2018-05-24 20:10:00
0.0;2018-05-24 21:10:00
0.0;2018-05-24 22:10:00
0.0;2018-05-24 23:10:00
0.0;2018-05-25 00:10:00
0.0;2018-05-25 01:10:00
0.0;2018-05-25 02:10:00
0.0;2018-05-25 03:10:00
0.0;2018-05-25 04:10:00
0.0;2018-05-25 05:10:00
0.02574;2018-05-25 06:10:00
0.11907;2018-05-25 07:10:00
0.04618;2018-05-25 08:10:00
0.05063;2018-05-25 09:10:00
0.07956;2018-05-25 10:10:00
0.06295;2018-05-25 11:10:00
0.37415;2018-05-25 12:10:00
0.62636;2018-05-25 13:10:00
0.5326000000000001;2018-05-25 14:10:00
0.44081;2018-05-25 15:10:00
0.26831;2018-05-25 16:10:00
0.09620999999999992;2018-05-25 17:10:00
0.00381;2018-05-25 18:10:00
0.00158;2018-05-25 19:10:00
0.0;2018-05-25 20:10:00
0.0;2018-05-25 21:10:00
0.0;2018-05-25 22:10:00
0.0;2018-05-25 23:10:00
0.0;2018-05-26 00:10:00
0.0;2018-05-26 01:10:00
0.0;2018-05-26 02:10:00
0.0;2018-05-26 03:10:00
0.0;2018-05-26 04:10:00
0.0;2018-05-26 05:10:00
0.05937;2018-05-26 06:10:00
0.10218;2018-05-26 07:10:00
0.42456;2018-05-26 08:10:00
0.42686;2018-05-26 09:10:00
0.39669;2018-05-26 10:10:00
0.56133;2018-05-26 11:10:00
0.73718;2018-05-26 12:10:00
0.60368;2018-05-26 13:10:00
0.54803;2018-05-26 14:10:00
0.36134;2018-05-26 15:10:00
0.32104000000000005;2018-05-26 16:10:00
0.16137;2018-05-26 17:10:00
0.03469;2018-05-26 18:10:00
0.00156;2018-05-26 19:10:00
0.0;2018-05-26 20:10:00
0.0;2018-05-26 21:10:00
0.0;2018-05-26 22:10:00
0.0;2018-05-26 23:10:00
0.0;2018-05-27 00:10:00
0.0;2018-05-27 01:10:00
0.0;2018-05-27 02:10:00
0.0;2018-05-27 03:10:00
0.0;2018-05-27 04:10:00
0.0005;2018-05-27 05:10:00
0.0455799999999999;2018-05-27 06:10:00
0.2172299999999999;2018-05-27 07:10:00
0.4033299999999999;2018-05-27 08:10:00
0.5636599999999999;2018-05-27 09:10:00
0.66273;2018-05-27 10:10:00
0.7475599999999999;2018-05-27 11:10:00
0.76489;2018-05-27 12:10:00
0.74754;2018-05-27 13:10:00
0.6603;2018-05-27 14:10:00
0.41861000000000004;2018-05-27 15:10:00
0.1941399999999999;2018-05-27 16:10:00
0.07837;2018-05-27 17:10:00
0.039130000000000005;2018-05-27 18:10:00
0.0;2018-05-27 19:10:00
0.0;2018-05-27 20:10:00
0.0;2018-05-27 21:10:00
0.0;2018-05-27 22:10:00
0.0;2018-05-27 23:10:00
0.0;2018-05-28 00:10:00
0.0;2018-05-28 01:10:00
0.0;2018-05-28 02:10:00
0.0;2018-05-28 03:10:00
0.0;2018-05-28 04:10:00
0.0;2018-05-28 05:10:00
0.0321899999999999;2018-05-28 06:10:00
0.0490499999999999;2018-05-28 07:10:00
0.06565;2018-05-28 08:10:00
0.17333;2018-05-28 09:10:00
0.27;2018-05-28 10:10:00
0.38188;2018-05-28 11:10:00
0.6554;2018-05-28 12:10:00
0.24336000000000002;2018-05-28 13:10:00
0.21303;2018-05-28 14:10:00
0.4038;2018-05-28 15:10:00
0.20804;2018-05-28 16:10:00
0.15392;2018-05-28 17:10:00
0.0571;2018-05-28 18:10:00
0.00011999999999989989;2018-05-28 19:10:00
0.0;2018-05-28 20:10:00
0.0;2018-05-28 21:10:00
0.0;2018-05-28 22:10:00
0.0;2018-05-28 23:10:00
0.0;2018-05-29 00:10:00
0.0;2018-05-29 01:10:00
0.0;2018-05-29 02:10:00
0.0;2018-05-29 03:10:00
0.0;2018-05-29 04:10:00
0.00015;2018-05-29 05:10:00
0.0444;2018-05-29 06:10:00
0.11677;2018-05-29 07:10:00
0.29773;2018-05-29 08:10:00
0.52966;2018-05-29 09:10:00
0.51115;2018-05-29 10:10:00
0.20646;2018-05-29 11:10:00
0.5401;2018-05-29 12:10:00
0.28104;2018-05-29 13:10:00
0.09904;2018-05-29 14:10:00
0.07088;2018-05-29 15:10:00
0.041280000000000004;2018-05-29 16:10:00
0.13819;2018-05-29 17:10:00
0.05382;2018-05-29 18:10:00
0.00434;2018-05-29 19:10:00
0.0;2018-05-29 20:10:00
0.0;2018-05-29 21:10:00
0.0;2018-05-29 22:10:00
0.0;2018-05-29 23:10:00
0.0;2018-05-30 00:10:00
0.0;2018-05-30 01:10:00
0.0;2018-05-30 02:10:00
0.0;2018-05-30 03:10:00
0.0;2018-05-30 04:10:00
0.0035099999999999;2018-05-30 05:10:00
0.0238999999999999;2018-05-30 06:10:00
0.19504;2018-05-30 07:10:00
0.34116;2018-05-30 08:10:00
0.29281;2018-05-30 09:10:00
0.34461;2018-05-30 10:10:00
0.12566;2018-05-30 11:10:00
0.24484;2018-05-30 12:10:00
0.28972000000000003;2018-05-30 13:10:00
0.09509999999999992;2018-05-30 14:10:00
0.1102699999999999;2018-05-30 15:10:00
0.2331;2018-05-30 16:10:00
0.09311;2018-05-30 17:10:00
0.03718;2018-05-30 18:10:00
0.00534;2018-05-30 19:10:00
0.0;2018-05-30 20:10:00
0.0;2018-05-30 21:10:00
0.0;2018-05-30 22:10:00
0.0;2018-05-30 23:10:00
0.0;2018-05-31 00:10:00
0.0;2018-05-31 01:10:00
0.0;2018-05-31 02:10:00
0.0;2018-05-31 03:10:00
0.0;2018-05-31 04:10:00
0.0039700000000000004;2018-05-31 05:10:00
0.05702;2018-05-31 06:10:00
0.21276;2018-05-31 07:10:00
0.40988;2018-05-31 08:10:00
0.55636;2018-05-31 09:10:00
0.64642;2018-05-31 10:10:00
0.64976;2018-05-31 11:10:00
0.6959299999999999;2018-05-31 12:10:00
0.5584600000000001;2018-05-31 13:10:00
0.57708;2018-05-31 14:10:00
0.3883399999999999;2018-05-31 15:10:00
0.3228999999999999;2018-05-31 16:10:00
0.16334;2018-05-31 17:10:00
0.038740000000000004;2018-05-31 18:10:00
0.00526;2018-05-31 19:10:00
0.0;2018-05-31 20:10:00
0.0;2018-05-31 21:10:00
0.0;2018-05-31 22:10:00
0.0;2018-05-31 23:10:00
0.0;2018-06-01 00:10:00
0.0;2018-06-01 01:10:00
0.0;2018-06-01 02:10:00
0.0;2018-06-01 03:10:00
0.0;2018-06-01 04:10:00
0.00348;2018-06-01 05:10:00
0.05722;2018-06-01 06:10:00
0.21569;2018-06-01 07:10:00
0.37938;2018-06-01 08:10:00
0.48468;2018-06-01 09:10:00
0.65667;2018-06-01 10:10:00
0.6660499999999999;2018-06-01 11:10:00
0.61061;2018-06-01 12:10:00
0.44745;2018-06-01 13:10:00
0.51176;2018-06-01 14:10:00
0.3063999999999999;2018-06-01 15:10:00
0.35344;2018-06-01 16:10:00
0.15769;2018-06-01 17:10:00
0.054340000000000006;2018-06-01 18:10:00
0.0057599999999999;2018-06-01 19:10:00
0.0;2018-06-01 20:10:00
0.0;2018-06-01 21:10:00
0.0;2018-06-01 22:10:00
0.0;2018-06-01 23:10:00
0.0;2018-06-02 00:10:00
0.0;2018-06-02 01:10:00
0.0;2018-06-02 02:10:00
0.0;2018-06-02 03:10:00
0.0;2018-06-02 04:10:00
0.0;2018-06-02 05:10:00
0.04899;2018-06-02 06:10:00
0.05681;2018-06-02 07:10:00
0.21956;2018-06-02 08:10:00
0.38580000000000003;2018-06-02 09:10:00
0.51676;2018-06-02 10:10:00
0.40336;2018-06-02 11:10:00
0.72136;2018-06-02 12:10:00
0.52564;2018-06-02 13:10:00
0.374;2018-06-02 14:10:00
0.34346;2018-06-02 15:10:00
0.19072;2018-06-02 16:10:00
0.16002;2018-06-02 17:10:00
0.00484;2018-06-02 18:10:00
0.0;2018-06-02 19:10:00
0.0;2018-06-02 20:10:00
0.0;2018-06-02 21:10:00
0.0;2018-06-02 22:10:00
0.0;2018-06-02 23:10:00
0.0;2018-06-03 00:10:00
0.0;2018-06-03 01:10:00
0.0;2018-06-03 02:10:00
0.0;2018-06-03 03:10:00
0.0;2018-06-03 04:10:00
0.0025299999999999;2018-06-03 05:10:00
0.05985;2018-06-03 06:10:00
0.21218;2018-06-03 07:10:00
0.38752;2018-06-03 08:10:00
0.58457;2018-06-03 09:10:00
0.6809700000000001;2018-06-03 10:10:00
0.76695;2018-06-03 11:10:00
0.77249;2018-06-03 12:10:00
0.72049;2018-06-03 13:10:00
0.6323;2018-06-03 14:10:00
0.4988999999999999;2018-06-03 15:10:00
0.33952;2018-06-03 16:10:00
0.16215;2018-06-03 17:10:00
0.03936;2018-06-03 18:10:00
0.00682;2018-06-03 19:10:00
0.0;2018-06-03 20:10:00
0.0;2018-06-03 21:10:00
0.0;2018-06-03 22:10:00
0.0;2018-06-03 23:10:00
0.0;2018-06-04 00:10:00
0.0;2018-06-04 01:10:00
0.0;2018-06-04 02:10:00
0.0;2018-06-04 03:10:00
0.0;2018-06-04 04:10:00
0.0039700000000000004;2018-06-04 05:10:00
0.03704;2018-06-04 06:10:00
0.22096000000000002;2018-06-04 07:10:00
0.4068;2018-06-04 08:10:00
0.5108199999999999;2018-06-04 09:10:00
0.53699;2018-06-04 10:10:00
0.67386;2018-06-04 11:10:00
0.77799;2018-06-04 12:10:00
0.7458400000000001;2018-06-04 13:10:00
0.60709;2018-06-04 14:10:00
0.4663;2018-06-04 15:10:00
0.33138999999999996;2018-06-04 16:10:00
0.16956;2018-06-04 17:10:00
0.0605799999999999;2018-06-04 18:10:00
0.0;2018-06-04 19:10:00
0.0;2018-06-04 20:10:00
0.0;2018-06-04 21:10:00
0.0;2018-06-04 22:10:00
0.0;2018-06-04 23:10:00
0.0;2018-06-05 00:10:00
0.0;2018-06-05 01:10:00
0.0;2018-06-05 02:10:00
0.0;2018-06-05 03:10:00
0.0;2018-06-05 04:10:00
0.00086;2018-06-05 05:10:00
0.06028;2018-06-05 06:10:00
0.18871000000000002;2018-06-05 07:10:00
0.4038899999999999;2018-06-05 08:10:00
0.54783;2018-06-05 09:10:00
0.45962000000000003;2018-06-05 10:10:00
0.4498399999999999;2018-06-05 11:10:00
0.29638;2018-06-05 12:10:00
0.49415;2018-06-05 13:10:00
0.31473;2018-06-05 14:10:00
0.3403;2018-06-05 15:10:00
0.2905899999999999;2018-06-05 16:10:00
0.11241;2018-06-05 17:10:00
0.004900000000000001;2018-06-05 18:10:00
0.0;2018-06-05 19:10:00
0.0;2018-06-05 20:10:00
0.0;2018-06-05 21:10:00
0.0;2018-06-05 22:10:00
0.0;2018-06-05 23:10:00
0.0;2018-06-06 00:10:00
0.0;2018-06-06 01:10:00
0.0;2018-06-06 02:10:00
0.0;2018-06-06 03:10:00
0.0;2018-06-06 04:10:00
0.00503;2018-06-06 05:10:00
0.0402999999999999;2018-06-06 06:10:00
0.16965;2018-06-06 07:10:00
0.37323;2018-06-06 08:10:00
0.22873;2018-06-06 09:10:00
0.38752;2018-06-06 10:10:00
0.37159;2018-06-06 11:10:00
0.52179;2018-06-06 12:10:00
0.44659;2018-06-06 13:10:00
0.27757;2018-06-06 14:10:00
0.52608;2018-06-06 15:10:00
0.36538;2018-06-06 16:10:00
0.16361;2018-06-06 17:10:00
0.0329799999999999;2018-06-06 18:10:00
0.00117;2018-06-06 19:10:00
0.0;2018-06-06 20:10:00
0.0;2018-06-06 21:10:00
0.0;2018-06-06 22:10:00
0.0;2018-06-06 23:10:00
0.0;2018-06-07 00:10:00
0.0;2018-06-07 01:10:00
0.0;2018-06-07 02:10:00
0.0;2018-06-07 03:10:00
0.0;2018-06-07 04:10:00
0.0044599999999999;2018-06-07 05:10:00
0.06295;2018-06-07 06:10:00
0.21437;2018-06-07 07:10:00
0.41912;2018-06-07 08:10:00
0.58333;2018-06-07 09:10:00
0.69279;2018-06-07 10:10:00
0.7583200000000001;2018-06-07 11:10:00
0.70387;2018-06-07 12:10:00
0.5316900000000001;2018-06-07 13:10:00
0.394;2018-06-07 14:10:00
0.27649;2018-06-07 15:10:00
0.11651;2018-06-07 16:10:00
0.16237;2018-06-07 17:10:00
0.0603999999999999;2018-06-07 18:10:00
0.00739;2018-06-07 19:10:00
0.0;2018-06-07 20:10:00
0.0;2018-06-07 21:10:00
0.0;2018-06-07 22:10:00
0.0;2018-06-07 23:10:00
0.0;2018-06-08 00:10:00
0.0;2018-06-08 01:10:00
0.0;2018-06-08 02:10:00
0.0;2018-06-08 03:10:00
0.0;2018-06-08 04:10:00
0.0;2018-06-08 05:10:00
0.00443;2018-06-08 06:10:00
0.0589299999999999;2018-06-08 07:10:00
0.06723;2018-06-08 08:10:00
0.24813;2018-06-08 09:10:00
0.12566;2018-06-08 10:10:00
0.10758;2018-06-08 11:10:00
0.13572;2018-06-08 12:10:00
0.30344;2018-06-08 13:10:00
0.3379;2018-06-08 14:10:00
0.4988399999999999;2018-06-08 15:10:00
0.23148;2018-06-08 16:10:00
0.08464;2018-06-08 17:10:00
0.04554;2018-06-08 18:10:00
0.00751;2018-06-08 19:10:00
0.0;2018-06-08 20:10:00
0.0;2018-06-08 21:10:00
0.0;2018-06-08 22:10:00
0.0;2018-06-08 23:10:00
0.0;2018-06-09 00:10:00
0.0;2018-06-09 01:10:00
0.0;2018-06-09 02:10:00
0.0;2018-06-09 03:10:00
0.0;2018-06-09 04:10:00
0.00499;2018-06-09 05:10:00
0.06063;2018-06-09 06:10:00
0.20099;2018-06-09 07:10:00
0.363;2018-06-09 08:10:00
0.41933;2018-06-09 09:10:00
0.37192000000000003;2018-06-09 10:10:00
0.73293;2018-06-09 11:10:00
0.34153;2018-06-09 12:10:00
0.42527;2018-06-09 13:10:00
0.5151100000000001;2018-06-09 14:10:00
0.19895;2018-06-09 15:10:00
0.3099599999999999;2018-06-09 16:10:00
0.16385;2018-06-09 17:10:00
0.06403;2018-06-09 18:10:00
0.0086;2018-06-09 19:10:00
0.0;2018-06-09 20:10:00
0.0;2018-06-09 21:10:00
0.0;2018-06-09 22:10:00
0.0;2018-06-09 23:10:00
0.0;2018-06-10 00:10:00
0.0;2018-06-10 01:10:00
0.0;2018-06-10 02:10:00
0.0;2018-06-10 03:10:00
0.0;2018-06-10 04:10:00
0.0;2018-06-10 05:10:00
0.024640000000000002;2018-06-10 06:10:00
0.16099;2018-06-10 07:10:00
0.23637;2018-06-10 08:10:00
0.38372;2018-06-10 09:10:00
0.1563899999999999;2018-06-10 10:10:00
0.52774;2018-06-10 11:10:00
0.21518;2018-06-10 12:10:00
0.13735;2018-06-10 13:10:00
0.3385;2018-06-10 14:10:00
0.18231;2018-06-10 15:10:00
0.32581;2018-06-10 16:10:00
0.17368;2018-06-10 17:10:00
0.048960000000000004;2018-06-10 18:10:00
0.009710000000000002;2018-06-10 19:10:00
0.0;2018-06-10 20:10:00
0.0;2018-06-10 21:10:00
0.0;2018-06-10 22:10:00
0.0;2018-06-10 23:10:00
0.0;2018-06-11 00:10:00
0.0;2018-06-11 01:10:00
0.0;2018-06-11 02:10:00
0.0;2018-06-11 03:10:00
0.0;2018-06-11 04:10:00
0.00501;2018-06-11 05:10:00
0.06282;2018-06-11 06:10:00
0.12394;2018-06-11 07:10:00
0.25253;2018-06-11 08:10:00
0.57227;2018-06-11 09:10:00
0.66674;2018-06-11 10:10:00
0.20125;2018-06-11 11:10:00
0.2246399999999999;2018-06-11 12:10:00
0.52747;2018-06-11 13:10:00
0.5566599999999999;2018-06-11 14:10:00
0.46031;2018-06-11 15:10:00
0.3469;2018-06-11 16:10:00
0.17521;2018-06-11 17:10:00
0.06359000000000001;2018-06-11 18:10:00
0.00583;2018-06-11 19:10:00
0.0;2018-06-11 20:10:00
0.0;2018-06-11 21:10:00
0.0;2018-06-11 22:10:00
0.0;2018-06-11 23:10:00
0.0;2018-06-12 00:10:00
0.0;2018-06-12 01:10:00
0.0;2018-06-12 02:10:00
0.0;2018-06-12 03:10:00
0.0;2018-06-12 04:10:00
0.00503;2018-06-12 05:10:00
0.03576;2018-06-12 06:10:00
0.2104;2018-06-12 07:10:00
0.40804;2018-06-12 08:10:00
0.42805;2018-06-12 09:10:00
0.47173000000000004;2018-06-12 10:10:00
0.75428;2018-06-12 11:10:00
0.41454;2018-06-12 12:10:00
0.7375900000000001;2018-06-12 13:10:00
0.13311;2018-06-12 14:10:00
0.45417;2018-06-12 15:10:00
0.17565;2018-06-12 16:10:00
0.02196;2018-06-12 17:10:00
0.0391899999999999;2018-06-12 18:10:00
0.00896;2018-06-12 19:10:00
0.0;2018-06-12 20:10:00
0.0;2018-06-12 21:10:00
0.0;2018-06-12 22:10:00
0.0;2018-06-12 23:10:00
0.0;2018-06-13 00:10:00
0.0;2018-06-13 01:10:00
0.0;2018-06-13 02:10:00
0.0;2018-06-13 03:10:00
0.0;2018-06-13 04:10:00
0.00501;2018-06-13 05:10:00
0.0378;2018-06-13 06:10:00
0.21251;2018-06-13 07:10:00
0.41934;2018-06-13 08:10:00
0.57652;2018-06-13 09:10:00
0.70863;2018-06-13 10:10:00
0.74441;2018-06-13 11:10:00
0.6989299999999999;2018-06-13 12:10:00
0.65712;2018-06-13 13:10:00
0.5255;2018-06-13 14:10:00
0.40387;2018-06-13 15:10:00
0.3469;2018-06-13 16:10:00
0.1737;2018-06-13 17:10:00
0.0526499999999999;2018-06-13 18:10:00
0.009460000000000001;2018-06-13 19:10:00
0.0;2018-06-13 20:10:00
0.0;2018-06-13 21:10:00
0.0;2018-06-13 22:10:00
0.0;2018-06-13 23:10:00
0.0;2018-06-14 00:10:00
0.0;2018-06-14 01:10:00
0.0;2018-06-14 02:10:00
0.0;2018-06-14 03:10:00
0.0;2018-06-14 04:10:00
0.00556;2018-06-14 05:10:00
0.04476;2018-06-14 06:10:00
0.21054;2018-06-14 07:10:00
0.40542;2018-06-14 08:10:00
0.5512400000000001;2018-06-14 09:10:00
0.68355;2018-06-14 10:10:00
0.73982;2018-06-14 11:10:00
0.75505;2018-06-14 12:10:00
0.73787;2018-06-14 13:10:00
0.65159;2018-06-14 14:10:00
0.5283300000000001;2018-06-14 15:10:00
0.34114;2018-06-14 16:10:00
0.16499;2018-06-14 17:10:00
0.0259299999999999;2018-06-14 18:10:00
0.01044;2018-06-14 19:10:00
0.0;2018-06-14 20:10:00
0.0;2018-06-14 21:10:00
0.0;2018-06-14 22:10:00
0.0;2018-06-14 23:10:00
0.0;2018-06-15 00:10:00
0.0;2018-06-15 01:10:00
0.0;2018-06-15 02:10:00
0.0;2018-06-15 03:10:00
0.0;2018-06-15 04:10:00
0.00498;2018-06-15 05:10:00
0.03701;2018-06-15 06:10:00
0.20641;2018-06-15 07:10:00
0.40523000000000003;2018-06-15 08:10:00
0.55077;2018-06-15 09:10:00
0.66727;2018-06-15 10:10:00
0.71657;2018-06-15 11:10:00
0.74238;2018-06-15 12:10:00
0.7226699999999999;2018-06-15 13:10:00
0.63852;2018-06-15 14:10:00
0.51875;2018-06-15 15:10:00
0.3561499999999999;2018-06-15 16:10:00
0.1635;2018-06-15 17:10:00
0.04203;2018-06-15 18:10:00
0.01082;2018-06-15 19:10:00
0.0;2018-06-15 20:10:00
0.0;2018-06-15 21:10:00
0.0;2018-06-15 22:10:00
0.0;2018-06-15 23:10:00
0.0;2018-06-16 00:10:00
0.0;2018-06-16 01:10:00
0.0;2018-06-16 02:10:00
0.0;2018-06-16 03:10:00
0.0;2018-06-16 04:10:00
0.00536;2018-06-16 05:10:00
0.0385499999999999;2018-06-16 06:10:00
0.20657;2018-06-16 07:10:00
0.40639;2018-06-16 08:10:00
0.55776;2018-06-16 09:10:00
0.6798;2018-06-16 10:10:00
0.7253200000000001;2018-06-16 11:10:00
0.74248;2018-06-16 12:10:00
0.71741;2018-06-16 13:10:00
0.63458;2018-06-16 14:10:00
0.51654;2018-06-16 15:10:00
0.34841;2018-06-16 16:10:00
0.14816;2018-06-16 17:10:00
0.06136;2018-06-16 18:10:00
0.01077;2018-06-16 19:10:00
0.0;2018-06-16 20:10:00
0.0;2018-06-16 21:10:00
0.0;2018-06-16 22:10:00
0.0;2018-06-16 23:10:00
0.0;2018-06-17 00:10:00
0.0;2018-06-17 01:10:00
0.0;2018-06-17 02:10:00
0.0;2018-06-17 03:10:00
0.0;2018-06-17 04:10:00
0.00536;2018-06-17 05:10:00
0.0382599999999999;2018-06-17 06:10:00
0.2069099999999999;2018-06-17 07:10:00
0.40675;2018-06-17 08:10:00
0.55961;2018-06-17 09:10:00
0.6752100000000001;2018-06-17 10:10:00
0.72214;2018-06-17 11:10:00
0.73726;2018-06-17 12:10:00
0.71721;2018-06-17 13:10:00
0.62966;2018-06-17 14:10:00
0.51898;2018-06-17 15:10:00
0.36132;2018-06-17 16:10:00
0.16422;2018-06-17 17:10:00
0.02879;2018-06-17 18:10:00
0.0101999999999999;2018-06-17 19:10:00
0.0;2018-06-17 20:10:00
0.0;2018-06-17 21:10:00
0.0;2018-06-17 22:10:00
0.0;2018-06-17 23:10:00
0.0;2018-06-18 00:10:00
0.0;2018-06-18 01:10:00
0.0;2018-06-18 02:10:00
0.0;2018-06-18 03:10:00
0.0;2018-06-18 04:10:00
0.00435;2018-06-18 05:10:00
0.05122;2018-06-18 06:10:00
0.1971399999999999;2018-06-18 07:10:00
0.3903899999999999;2018-06-18 08:10:00
0.54708;2018-06-18 09:10:00
0.6695;2018-06-18 10:10:00
0.7207899999999999;2018-06-18 11:10:00
0.74183;2018-06-18 12:10:00
0.7145900000000001;2018-06-18 13:10:00
0.63866;2018-06-18 14:10:00
0.5198200000000001;2018-06-18 15:10:00
0.36367;2018-06-18 16:10:00
0.16538;2018-06-18 17:10:00
0.026010000000000002;2018-06-18 18:10:00
0.011800000000000001;2018-06-18 19:10:00
0.0;2018-06-18 20:10:00
0.0;2018-06-18 21:10:00
0.0;2018-06-18 22:10:00
0.0;2018-06-18 23:10:00
0.0;2018-06-19 00:10:00
0.0;2018-06-19 01:10:00
0.0;2018-06-19 02:10:00
0.0;2018-06-19 03:10:00
0.0;2018-06-19 04:10:00
0.00482;2018-06-19 05:10:00
0.03841;2018-06-19 06:10:00
0.20147;2018-06-19 07:10:00
0.39591000000000004;2018-06-19 08:10:00
0.54675;2018-06-19 09:10:00
0.6610499999999999;2018-06-19 10:10:00
0.70969;2018-06-19 11:10:00
0.7259;2018-06-19 12:10:00
0.68432;2018-06-19 13:10:00
0.60585;2018-06-19 14:10:00
0.48931;2018-06-19 15:10:00
0.31349;2018-06-19 16:10:00
0.15786;2018-06-19 17:10:00
0.063;2018-06-19 18:10:00
0.00898;2018-06-19 19:10:00
0.0;2018-06-19 20:10:00
0.0;2018-06-19 21:10:00
0.0;2018-06-19 22:10:00
0.0;2018-06-19 23:10:00
0.0;2018-06-20 00:10:00
0.0;2018-06-20 01:10:00
0.0;2018-06-20 02:10:00
0.0;2018-06-20 03:10:00
0.0;2018-06-20 04:10:00
0.00475;2018-06-20 05:10:00
0.0391599999999999;2018-06-20 06:10:00
0.19673;2018-06-20 07:10:00
0.39058;2018-06-20 08:10:00
0.54004;2018-06-20 09:10:00
0.64725;2018-06-20 10:10:00
0.68508;2018-06-20 11:10:00
0.71623;2018-06-20 12:10:00
0.66647;2018-06-20 13:10:00
0.5704;2018-06-20 14:10:00
0.47625;2018-06-20 15:10:00
0.33709;2018-06-20 16:10:00
0.1631999999999999;2018-06-20 17:10:00
0.03289;2018-06-20 18:10:00
0.011130000000000001;2018-06-20 19:10:00
0.0;2018-06-20 20:10:00
0.0;2018-06-20 21:10:00
0.0;2018-06-20 22:10:00
0.0;2018-06-20 23:10:00
0.0;2018-06-21 00:10:00
0.0;2018-06-21 01:10:00
0.0;2018-06-21 02:10:00
0.0;2018-06-21 03:10:00
0.0;2018-06-21 04:10:00
0.00474;2018-06-21 05:10:00
0.03935;2018-06-21 06:10:00
0.1976;2018-06-21 07:10:00
0.38818;2018-06-21 08:10:00
0.54102;2018-06-21 09:10:00
0.65174;2018-06-21 10:10:00
0.70839;2018-06-21 11:10:00
0.72961;2018-06-21 12:10:00
0.6945;2018-06-21 13:10:00
0.62486;2018-06-21 14:10:00
0.5125;2018-06-21 15:10:00
0.35348;2018-06-21 16:10:00
0.16335;2018-06-21 17:10:00
0.0296;2018-06-21 18:10:00
0.011130000000000001;2018-06-21 19:10:00
0.0;2018-06-21 20:10:00
0.0;2018-06-21 21:10:00
0.0;2018-06-21 22:10:00
0.0;2018-06-21 23:10:00
0.0;2018-06-22 00:10:00
0.0;2018-06-22 01:10:00
0.0;2018-06-22 02:10:00
0.0;2018-06-22 03:10:00
0.0;2018-06-22 04:10:00
0.0047599999999999;2018-06-22 05:10:00
0.03936;2018-06-22 06:10:00
0.19562000000000002;2018-06-22 07:10:00
0.38661;2018-06-22 08:10:00
0.53443;2018-06-22 09:10:00
0.64408;2018-06-22 10:10:00
0.70066;2018-06-22 11:10:00
0.71797;2018-06-22 12:10:00
0.68874;2018-06-22 13:10:00
0.61579;2018-06-22 14:10:00
0.50305;2018-06-22 15:10:00
0.34751;2018-06-22 16:10:00
0.16372;2018-06-22 17:10:00
0.03445;2018-06-22 18:10:00
0.01219;2018-06-22 19:10:00
0.0;2018-06-22 20:10:00
0.0;2018-06-22 21:10:00
0.0;2018-06-22 22:10:00
0.0;2018-06-22 23:10:00
0.0;2018-06-23 00:10:00
0.0;2018-06-23 01:10:00
0.0;2018-06-23 02:10:00
0.0;2018-06-23 03:10:00
