P (kW);Time
0.0;2020-08-09 03:10:00
0.0;2020-08-09 04:10:00
0.0;2020-08-09 05:10:00
0.0225;2020-08-09 06:10:00
0.165;2020-08-09 07:10:00
0.35591;2020-08-09 08:10:00
0.513;2020-08-09 09:10:00
0.62878;2020-08-09 10:10:00
0.6887000000000001;2020-08-09 11:10:00
0.73012;2020-08-09 12:10:00
0.67041;2020-08-09 13:10:00
0.63327;2020-08-09 14:10:00
0.50573;2020-08-09 15:10:00
0.35517000000000004;2020-08-09 16:10:00
0.16371;2020-08-09 17:10:00
0.01846;2020-08-09 18:10:00
0.0;2020-08-09 19:10:00
0.0;2020-08-09 20:10:00
0.0;2020-08-09 21:10:00
0.0;2020-08-09 22:10:00
0.0;2020-08-09 23:10:00
0.0;2020-08-10 00:10:00
0.0;2020-08-10 01:10:00
0.0;2020-08-10 02:10:00
0.0;2020-08-10 03:10:00
0.0;2020-08-10 04:10:00
0.0;2020-08-10 05:10:00
0.01652;2020-08-10 06:10:00
0.02974;2020-08-10 07:10:00
0.05323;2020-08-10 08:10:00
0.17199;2020-08-10 09:10:00
0.13398;2020-08-10 10:10:00
0.08166;2020-08-10 11:10:00
0.31235;2020-08-10 12:10:00
0.19908;2020-08-10 13:10:00
0.27694;2020-08-10 14:10:00
0.24816;2020-08-10 15:10:00
0.3625899999999999;2020-08-10 16:10:00
0.08002;2020-08-10 17:10:00
0.039850000000000003;2020-08-10 18:10:00
0.0;2020-08-10 19:10:00
0.0;2020-08-10 20:10:00
0.0;2020-08-10 21:10:00
0.0;2020-08-10 22:10:00
0.0;2020-08-10 23:10:00
0.0;2020-08-11 00:10:00
0.0;2020-08-11 01:10:00
0.0;2020-08-11 02:10:00
0.0;2020-08-11 03:10:00
0.0;2020-08-11 04:10:00
0.0;2020-08-11 05:10:00
0.02416;2020-08-11 06:10:00
0.0085399999999999;2020-08-11 07:10:00
0.02158;2020-08-11 08:10:00
0.13668;2020-08-11 09:10:00
0.0392299999999999;2020-08-11 10:10:00
0.09754;2020-08-11 11:10:00
0.0476;2020-08-11 12:10:00
0.05991;2020-08-11 13:10:00
0.04165;2020-08-11 14:10:00
0.03304;2020-08-11 15:10:00
0.02282;2020-08-11 16:10:00
0.01696;2020-08-11 17:10:00
0.00463;2020-08-11 18:10:00
0.0;2020-08-11 19:10:00
0.0;2020-08-11 20:10:00
0.0;2020-08-11 21:10:00
0.0;2020-08-11 22:10:00
0.0;2020-08-11 23:10:00
0.0;2020-08-12 00:10:00
0.0;2020-08-12 01:10:00
0.0;2020-08-12 02:10:00
0.0;2020-08-12 03:10:00
0.0;2020-08-12 04:10:00
0.0;2020-08-12 05:10:00
0.016;2020-08-12 06:10:00
0.1714;2020-08-12 07:10:00
0.37732;2020-08-12 08:10:00
0.54802;2020-08-12 09:10:00
0.6686599999999999;2020-08-12 10:10:00
0.7298;2020-08-12 11:10:00
0.75274;2020-08-12 12:10:00
0.7272000000000001;2020-08-12 13:10:00
0.6059500000000001;2020-08-12 14:10:00
0.49731000000000003;2020-08-12 15:10:00
0.30955;2020-08-12 16:10:00
0.16353;2020-08-12 17:10:00
0.02548;2020-08-12 18:10:00
0.0;2020-08-12 19:10:00
0.0;2020-08-12 20:10:00
0.0;2020-08-12 21:10:00
0.0;2020-08-12 22:10:00
0.0;2020-08-12 23:10:00
0.0;2020-08-13 00:10:00
0.0;2020-08-13 01:10:00
0.0;2020-08-13 02:10:00
0.0;2020-08-13 03:10:00
0.0;2020-08-13 04:10:00
0.0;2020-08-13 05:10:00
0.01954;2020-08-13 06:10:00
0.16908;2020-08-13 07:10:00
0.36611;2020-08-13 08:10:00
0.53262;2020-08-13 09:10:00
0.65028;2020-08-13 10:10:00
0.72096;2020-08-13 11:10:00
0.75302;2020-08-13 12:10:00
0.72449;2020-08-13 13:10:00
0.6584800000000001;2020-08-13 14:10:00
0.54127;2020-08-13 15:10:00
0.37057;2020-08-13 16:10:00
0.16593;2020-08-13 17:10:00
0.02175;2020-08-13 18:10:00
0.0;2020-08-13 19:10:00
0.0;2020-08-13 20:10:00
0.0;2020-08-13 21:10:00
0.0;2020-08-13 22:10:00
0.0;2020-08-13 23:10:00
0.0;2020-08-14 00:10:00
0.0;2020-08-14 01:10:00
0.0;2020-08-14 02:10:00
0.0;2020-08-14 03:10:00
0.0;2020-08-14 04:10:00
0.0;2020-08-14 05:10:00
0.01991;2020-08-14 06:10:00
0.17066;2020-08-14 07:10:00
0.36807;2020-08-14 08:10:00
0.52985;2020-08-14 09:10:00
0.64899;2020-08-14 10:10:00
0.71288;2020-08-14 11:10:00
0.75125;2020-08-14 12:10:00
0.67055;2020-08-14 13:10:00
0.5984400000000001;2020-08-14 14:10:00
0.52016;2020-08-14 15:10:00
0.36013999999999996;2020-08-14 16:10:00
0.1583;2020-08-14 17:10:00
0.03169;2020-08-14 18:10:00
0.0;2020-08-14 19:10:00
0.0;2020-08-14 20:10:00
0.0;2020-08-14 21:10:00
0.0;2020-08-14 22:10:00
0.0;2020-08-14 23:10:00
0.0;2020-08-15 00:10:00
0.0;2020-08-15 01:10:00
0.0;2020-08-15 02:10:00
0.0;2020-08-15 03:10:00
0.0;2020-08-15 04:10:00
0.0;2020-08-15 05:10:00
0.01848;2020-08-15 06:10:00
0.1776299999999999;2020-08-15 07:10:00
0.38711;2020-08-15 08:10:00
0.56775;2020-08-15 09:10:00
0.6850700000000001;2020-08-15 10:10:00
0.7537;2020-08-15 11:10:00
0.7878;2020-08-15 12:10:00
0.75618;2020-08-15 13:10:00
0.68532;2020-08-15 14:10:00
0.56472;2020-08-15 15:10:00
0.38674000000000003;2020-08-15 16:10:00
0.17125;2020-08-15 17:10:00
0.0181799999999999;2020-08-15 18:10:00
0.0;2020-08-15 19:10:00
0.0;2020-08-15 20:10:00
0.0;2020-08-15 21:10:00
0.0;2020-08-15 22:10:00
0.0;2020-08-15 23:10:00
0.0;2020-08-16 00:10:00
0.0;2020-08-16 01:10:00
0.0;2020-08-16 02:10:00
0.0;2020-08-16 03:10:00
0.0;2020-08-16 04:10:00
0.0;2020-08-16 05:10:00
0.0169899999999999;2020-08-16 06:10:00
0.17653;2020-08-16 07:10:00
0.3855;2020-08-16 08:10:00
0.55601;2020-08-16 09:10:00
0.67555;2020-08-16 10:10:00
0.73879;2020-08-16 11:10:00
0.77877;2020-08-16 12:10:00
0.7563200000000001;2020-08-16 13:10:00
0.6749299999999999;2020-08-16 14:10:00
0.5531200000000001;2020-08-16 15:10:00
0.3780199999999999;2020-08-16 16:10:00
0.1658899999999999;2020-08-16 17:10:00
0.02004;2020-08-16 18:10:00
0.0;2020-08-16 19:10:00
0.0;2020-08-16 20:10:00
0.0;2020-08-16 21:10:00
0.0;2020-08-16 22:10:00
0.0;2020-08-16 23:10:00
0.0;2020-08-17 00:10:00
0.0;2020-08-17 01:10:00
0.0;2020-08-17 02:10:00
0.0;2020-08-17 03:10:00
0.0;2020-08-17 04:10:00
0.0;2020-08-17 05:10:00
0.01716;2020-08-17 06:10:00
0.1701399999999999;2020-08-17 07:10:00
0.3686399999999999;2020-08-17 08:10:00
0.53224;2020-08-17 09:10:00
0.6530499999999999;2020-08-17 10:10:00
0.71368;2020-08-17 11:10:00
0.5950700000000001;2020-08-17 12:10:00
0.72445;2020-08-17 13:10:00
0.59992;2020-08-17 14:10:00
0.38763;2020-08-17 15:10:00
0.36634;2020-08-17 16:10:00
0.16236;2020-08-17 17:10:00
0.02965;2020-08-17 18:10:00
0.0;2020-08-17 19:10:00
0.0;2020-08-17 20:10:00
0.0;2020-08-17 21:10:00
0.0;2020-08-17 22:10:00
0.0;2020-08-17 23:10:00
0.0;2020-08-18 00:10:00
0.0;2020-08-18 01:10:00
0.0;2020-08-18 02:10:00
0.0;2020-08-18 03:10:00
0.0;2020-08-18 04:10:00
0.0;2020-08-18 05:10:00
0.01866;2020-08-18 06:10:00
0.13116;2020-08-18 07:10:00
0.24839;2020-08-18 08:10:00
0.43892000000000003;2020-08-18 09:10:00
0.58601;2020-08-18 10:10:00
0.67818;2020-08-18 11:10:00
0.55552;2020-08-18 12:10:00
0.5971000000000001;2020-08-18 13:10:00
0.6453099999999999;2020-08-18 14:10:00
0.51935;2020-08-18 15:10:00
0.3472699999999999;2020-08-18 16:10:00
0.1557299999999999;2020-08-18 17:10:00
0.03012;2020-08-18 18:10:00
0.0;2020-08-18 19:10:00
0.0;2020-08-18 20:10:00
0.0;2020-08-18 21:10:00
0.0;2020-08-18 22:10:00
0.0;2020-08-18 23:10:00
0.0;2020-08-19 00:10:00
0.0;2020-08-19 01:10:00
0.0;2020-08-19 02:10:00
0.0;2020-08-19 03:10:00
0.0;2020-08-19 04:10:00
0.0;2020-08-19 05:10:00
0.0151899999999999;2020-08-19 06:10:00
0.17598;2020-08-19 07:10:00
0.37967;2020-08-19 08:10:00
0.5550900000000001;2020-08-19 09:10:00
0.66859;2020-08-19 10:10:00
0.7353;2020-08-19 11:10:00
0.76848;2020-08-19 12:10:00
0.7405;2020-08-19 13:10:00
0.66189;2020-08-19 14:10:00
0.54623;2020-08-19 15:10:00
0.36987000000000003;2020-08-19 16:10:00
0.16091;2020-08-19 17:10:00
0.01667;2020-08-19 18:10:00
0.0;2020-08-19 19:10:00
0.0;2020-08-19 20:10:00
0.0;2020-08-19 21:10:00
0.0;2020-08-19 22:10:00
0.0;2020-08-19 23:10:00
0.0;2020-08-20 00:10:00
0.0;2020-08-20 01:10:00
0.0;2020-08-20 02:10:00
0.0;2020-08-20 03:10:00
0.0;2020-08-20 04:10:00
0.0;2020-08-20 05:10:00
0.01617;2020-08-20 06:10:00
0.17262;2020-08-20 07:10:00
0.37539;2020-08-20 08:10:00
0.35497;2020-08-20 09:10:00
0.63149;2020-08-20 10:10:00
0.7333099999999999;2020-08-20 11:10:00
0.7627200000000001;2020-08-20 12:10:00
0.58133;2020-08-20 13:10:00
0.63539;2020-08-20 14:10:00
0.54231;2020-08-20 15:10:00
0.36742;2020-08-20 16:10:00
0.15386000000000002;2020-08-20 17:10:00
0.02281;2020-08-20 18:10:00
0.0;2020-08-20 19:10:00
0.0;2020-08-20 20:10:00
0.0;2020-08-20 21:10:00
0.0;2020-08-20 22:10:00
0.0;2020-08-20 23:10:00
0.0;2020-08-21 00:10:00
0.0;2020-08-21 01:10:00
0.0;2020-08-21 02:10:00
0.0;2020-08-21 03:10:00
0.0;2020-08-21 04:10:00
0.0;2020-08-21 05:10:00
0.015;2020-08-21 06:10:00
0.17077;2020-08-21 07:10:00
0.38139;2020-08-21 08:10:00
0.5560900000000001;2020-08-21 09:10:00
0.66632;2020-08-21 10:10:00
0.73937;2020-08-21 11:10:00
0.77449;2020-08-21 12:10:00
0.7337100000000001;2020-08-21 13:10:00
0.65861;2020-08-21 14:10:00
0.52644;2020-08-21 15:10:00
0.36305;2020-08-21 16:10:00
0.15475;2020-08-21 17:10:00
0.0212;2020-08-21 18:10:00
0.0;2020-08-21 19:10:00
0.0;2020-08-21 20:10:00
0.0;2020-08-21 21:10:00
0.0;2020-08-21 22:10:00
0.0;2020-08-21 23:10:00
0.0;2020-08-22 00:10:00
0.0;2020-08-22 01:10:00
0.0;2020-08-22 02:10:00
0.0;2020-08-22 03:10:00
0.0;2020-08-22 04:10:00
0.0;2020-08-22 05:10:00
0.01462;2020-08-22 06:10:00
0.17556;2020-08-22 07:10:00
0.3891;2020-08-22 08:10:00
0.55488;2020-08-22 09:10:00
0.64105;2020-08-22 10:10:00
0.70763;2020-08-22 11:10:00
0.73878;2020-08-22 12:10:00
0.7130599999999999;2020-08-22 13:10:00
0.6447999999999999;2020-08-22 14:10:00
0.5255299999999999;2020-08-22 15:10:00
0.35643;2020-08-22 16:10:00
0.1547899999999999;2020-08-22 17:10:00
0.02203;2020-08-22 18:10:00
0.0;2020-08-22 19:10:00
0.0;2020-08-22 20:10:00
0.0;2020-08-22 21:10:00
0.0;2020-08-22 22:10:00
0.0;2020-08-22 23:10:00
0.0;2020-08-23 00:10:00
0.0;2020-08-23 01:10:00
0.0;2020-08-23 02:10:00
0.0;2020-08-23 03:10:00
0.0;2020-08-23 04:10:00
0.0;2020-08-23 05:10:00
0.01409;2020-08-23 06:10:00
0.1771;2020-08-23 07:10:00
0.39743;2020-08-23 08:10:00
0.57447;2020-08-23 09:10:00
0.6709700000000001;2020-08-23 10:10:00
0.74633;2020-08-23 11:10:00
0.75088;2020-08-23 12:10:00
0.70785;2020-08-23 13:10:00
0.63939;2020-08-23 14:10:00
0.5226799999999999;2020-08-23 15:10:00
0.35334;2020-08-23 16:10:00
0.15224;2020-08-23 17:10:00
0.02023;2020-08-23 18:10:00
0.0;2020-08-23 19:10:00
0.0;2020-08-23 20:10:00
0.0;2020-08-23 21:10:00
0.0;2020-08-23 22:10:00
0.0;2020-08-23 23:10:00
0.0;2020-08-24 00:10:00
0.0;2020-08-24 01:10:00
0.0;2020-08-24 02:10:00
0.0;2020-08-24 03:10:00
0.0;2020-08-24 04:10:00
0.0;2020-08-24 05:10:00
0.0154499999999999;2020-08-24 06:10:00
0.1591999999999999;2020-08-24 07:10:00
0.30121;2020-08-24 08:10:00
0.54188;2020-08-24 09:10:00
0.64127;2020-08-24 10:10:00
0.71266;2020-08-24 11:10:00
0.72404;2020-08-24 12:10:00
0.6755;2020-08-24 13:10:00
0.61593;2020-08-24 14:10:00
0.49445;2020-08-24 15:10:00
0.33708;2020-08-24 16:10:00
0.1459099999999999;2020-08-24 17:10:00
0.02141;2020-08-24 18:10:00
0.0;2020-08-24 19:10:00
0.0;2020-08-24 20:10:00
0.0;2020-08-24 21:10:00
0.0;2020-08-24 22:10:00
0.0;2020-08-24 23:10:00
0.0;2020-08-25 00:10:00
0.0;2020-08-25 01:10:00
0.0;2020-08-25 02:10:00
0.0;2020-08-25 03:10:00
0.0;2020-08-25 04:10:00
0.0;2020-08-25 05:10:00
0.015;2020-08-25 06:10:00
0.17027;2020-08-25 07:10:00
0.37363;2020-08-25 08:10:00
0.53527;2020-08-25 09:10:00
0.63267;2020-08-25 10:10:00
0.70754;2020-08-25 11:10:00
0.7310099999999999;2020-08-25 12:10:00
0.7066;2020-08-25 13:10:00
0.64673;2020-08-25 14:10:00
0.51786;2020-08-25 15:10:00
0.34497000000000005;2020-08-25 16:10:00
0.1451;2020-08-25 17:10:00
0.02002;2020-08-25 18:10:00
0.0;2020-08-25 19:10:00
0.0;2020-08-25 20:10:00
0.0;2020-08-25 21:10:00
0.0;2020-08-25 22:10:00
0.0;2020-08-25 23:10:00
0.0;2020-08-26 00:10:00
0.0;2020-08-26 01:10:00
0.0;2020-08-26 02:10:00
0.0;2020-08-26 03:10:00
0.0;2020-08-26 04:10:00
0.0;2020-08-26 05:10:00
0.01137;2020-08-26 06:10:00
0.16621;2020-08-26 07:10:00
0.36884;2020-08-26 08:10:00
0.52258;2020-08-26 09:10:00
0.6198899999999999;2020-08-26 10:10:00
0.70628;2020-08-26 11:10:00
0.7283099999999999;2020-08-26 12:10:00
0.70004;2020-08-26 13:10:00
0.6328400000000001;2020-08-26 14:10:00
0.51039;2020-08-26 15:10:00
0.33895;2020-08-26 16:10:00
0.14233;2020-08-26 17:10:00
0.01936;2020-08-26 18:10:00
0.0;2020-08-26 19:10:00
0.0;2020-08-26 20:10:00
0.0;2020-08-26 21:10:00
0.0;2020-08-26 22:10:00
0.0;2020-08-26 23:10:00
0.0;2020-08-27 00:10:00
0.0;2020-08-27 01:10:00
0.0;2020-08-27 02:10:00
0.0;2020-08-27 03:10:00
0.0;2020-08-27 04:10:00
0.0;2020-08-27 05:10:00
0.011;2020-08-27 06:10:00
0.16612;2020-08-27 07:10:00
0.36231;2020-08-27 08:10:00
0.52107;2020-08-27 09:10:00
0.60714;2020-08-27 10:10:00
0.68492;2020-08-27 11:10:00
0.71009;2020-08-27 12:10:00
0.6920499999999999;2020-08-27 13:10:00
0.6281599999999999;2020-08-27 14:10:00
0.50959;2020-08-27 15:10:00
0.33323;2020-08-27 16:10:00
0.13928000000000001;2020-08-27 17:10:00
0.02053;2020-08-27 18:10:00
0.0;2020-08-27 19:10:00
0.0;2020-08-27 20:10:00
0.0;2020-08-27 21:10:00
0.0;2020-08-27 22:10:00
0.0;2020-08-27 23:10:00
0.0;2020-08-28 00:10:00
0.0;2020-08-28 01:10:00
0.0;2020-08-28 02:10:00
0.0;2020-08-28 03:10:00
0.0;2020-08-28 04:10:00
0.0;2020-08-28 05:10:00
0.0113599999999999;2020-08-28 06:10:00
0.16009;2020-08-28 07:10:00
0.33358;2020-08-28 08:10:00
0.55826;2020-08-28 09:10:00
0.63666;2020-08-28 10:10:00
0.71362;2020-08-28 11:10:00
0.7446900000000001;2020-08-28 12:10:00
0.71414;2020-08-28 13:10:00
0.6365299999999999;2020-08-28 14:10:00
0.51551;2020-08-28 15:10:00
0.33891000000000004;2020-08-28 16:10:00
0.13936;2020-08-28 17:10:00
0.018;2020-08-28 18:10:00
0.0;2020-08-28 19:10:00
0.0;2020-08-28 20:10:00
0.0;2020-08-28 21:10:00
0.0;2020-08-28 22:10:00
0.0;2020-08-28 23:10:00
0.0;2020-08-29 00:10:00
0.0;2020-08-29 01:10:00
0.0;2020-08-29 02:10:00
0.0;2020-08-29 03:10:00
0.0;2020-08-29 04:10:00
0.0;2020-08-29 05:10:00
0.01076;2020-08-29 06:10:00
0.17215;2020-08-29 07:10:00
0.39841000000000004;2020-08-29 08:10:00
0.57141;2020-08-29 09:10:00
0.68849;2020-08-29 10:10:00
0.76009;2020-08-29 11:10:00
0.6628099999999999;2020-08-29 12:10:00
0.53862;2020-08-29 13:10:00
0.65962;2020-08-29 14:10:00
0.56968;2020-08-29 15:10:00
0.32807;2020-08-29 16:10:00
0.15136000000000002;2020-08-29 17:10:00
0.02016;2020-08-29 18:10:00
0.0;2020-08-29 19:10:00
0.0;2020-08-29 20:10:00
0.0;2020-08-29 21:10:00
0.0;2020-08-29 22:10:00
0.0;2020-08-29 23:10:00
0.0;2020-08-30 00:10:00
0.0;2020-08-30 01:10:00
0.0;2020-08-30 02:10:00
0.0;2020-08-30 03:10:00
0.0;2020-08-30 04:10:00
0.0;2020-08-30 05:10:00
0.00956;2020-08-30 06:10:00
0.18312;2020-08-30 07:10:00
0.4142699999999999;2020-08-30 08:10:00
0.59108;2020-08-30 09:10:00
0.70148;2020-08-30 10:10:00
0.76776;2020-08-30 11:10:00
0.76723;2020-08-30 12:10:00
0.6669400000000001;2020-08-30 13:10:00
0.61619;2020-08-30 14:10:00
0.28287;2020-08-30 15:10:00
0.2633399999999999;2020-08-30 16:10:00
0.07217;2020-08-30 17:10:00
0.0189;2020-08-30 18:10:00
0.0;2020-08-30 19:10:00
0.0;2020-08-30 20:10:00
0.0;2020-08-30 21:10:00
0.0;2020-08-30 22:10:00
0.0;2020-08-30 23:10:00
0.0;2020-08-31 00:10:00
0.0;2020-08-31 01:10:00
0.0;2020-08-31 02:10:00
0.0;2020-08-31 03:10:00
0.0;2020-08-31 04:10:00
0.0;2020-08-31 05:10:00
0.0101;2020-08-31 06:10:00
0.19381;2020-08-31 07:10:00
0.39905;2020-08-31 08:10:00
0.5675800000000001;2020-08-31 09:10:00
0.6715599999999999;2020-08-31 10:10:00
0.72721;2020-08-31 11:10:00
0.63907;2020-08-31 12:10:00
0.67967;2020-08-31 13:10:00
0.65327;2020-08-31 14:10:00
0.34487;2020-08-31 15:10:00
0.25123;2020-08-31 16:10:00
0.12929;2020-08-31 17:10:00
0.0011;2020-08-31 18:10:00
0.0;2020-08-31 19:10:00
0.0;2020-08-31 20:10:00
0.0;2020-08-31 21:10:00
0.0;2020-08-31 22:10:00
0.0;2020-08-31 23:10:00
0.0;2020-09-01 00:10:00
0.0;2020-09-01 01:10:00
0.0;2020-09-01 02:10:00
0.0;2020-09-01 03:10:00
0.0;2020-09-01 04:10:00
0.0;2020-09-01 05:10:00
0.00883;2020-09-01 06:10:00
0.04889;2020-09-01 07:10:00
0.04758;2020-09-01 08:10:00
0.24709;2020-09-01 09:10:00
0.34487;2020-09-01 10:10:00
0.6051;2020-09-01 11:10:00
0.7055;2020-09-01 12:10:00
0.20639;2020-09-01 13:10:00
0.53042;2020-09-01 14:10:00
0.5035299999999999;2020-09-01 15:10:00
0.17353;2020-09-01 16:10:00
0.12422;2020-09-01 17:10:00
0.0125399999999999;2020-09-01 18:10:00
0.0;2020-09-01 19:10:00
0.0;2020-09-01 20:10:00
0.0;2020-09-01 21:10:00
0.0;2020-09-01 22:10:00
0.0;2020-09-01 23:10:00
0.0;2020-09-02 00:10:00
0.0;2020-09-02 01:10:00
0.0;2020-09-02 02:10:00
0.0;2020-09-02 03:10:00
0.0;2020-09-02 04:10:00
0.0;2020-09-02 05:10:00
0.00908;2020-09-02 06:10:00
0.17371;2020-09-02 07:10:00
0.39341000000000004;2020-09-02 08:10:00
0.55771;2020-09-02 09:10:00
0.6745800000000001;2020-09-02 10:10:00
0.73879;2020-09-02 11:10:00
0.7324400000000001;2020-09-02 12:10:00
0.70196;2020-09-02 13:10:00
0.63195;2020-09-02 14:10:00
0.50354;2020-09-02 15:10:00
0.33737;2020-09-02 16:10:00
0.13355;2020-09-02 17:10:00
0.01354;2020-09-02 18:10:00
0.0;2020-09-02 19:10:00
0.0;2020-09-02 20:10:00
0.0;2020-09-02 21:10:00
0.0;2020-09-02 22:10:00
0.0;2020-09-02 23:10:00
0.0;2020-09-03 00:10:00
0.0;2020-09-03 01:10:00
0.0;2020-09-03 02:10:00
0.0;2020-09-03 03:10:00
0.0;2020-09-03 04:10:00
0.0;2020-09-03 05:10:00
0.00809;2020-09-03 06:10:00
0.16906000000000002;2020-09-03 07:10:00
0.38780000000000003;2020-09-03 08:10:00
0.5447799999999999;2020-09-03 09:10:00
0.6607799999999999;2020-09-03 10:10:00
0.72342;2020-09-03 11:10:00
0.72;2020-09-03 12:10:00
0.69667;2020-09-03 13:10:00
0.6402899999999999;2020-09-03 14:10:00
0.51188;2020-09-03 15:10:00
0.33666;2020-09-03 16:10:00
0.13151;2020-09-03 17:10:00
0.0123;2020-09-03 18:10:00
0.0;2020-09-03 19:10:00
0.0;2020-09-03 20:10:00
0.0;2020-09-03 21:10:00
0.0;2020-09-03 22:10:00
0.0;2020-09-03 23:10:00
0.0;2020-09-04 00:10:00
0.0;2020-09-04 01:10:00
0.0;2020-09-04 02:10:00
0.0;2020-09-04 03:10:00
0.0;2020-09-04 04:10:00
0.0;2020-09-04 05:10:00
0.00764;2020-09-04 06:10:00
0.16942;2020-09-04 07:10:00
0.38824000000000003;2020-09-04 08:10:00
0.5520700000000001;2020-09-04 09:10:00
0.6628200000000001;2020-09-04 10:10:00
0.72888;2020-09-04 11:10:00
0.7256;2020-09-04 12:10:00
0.7009099999999999;2020-09-04 13:10:00
0.63255;2020-09-04 14:10:00
0.50695;2020-09-04 15:10:00
0.32791000000000003;2020-09-04 16:10:00
0.1273;2020-09-04 17:10:00
0.01112;2020-09-04 18:10:00
0.0;2020-09-04 19:10:00
0.0;2020-09-04 20:10:00
0.0;2020-09-04 21:10:00
0.0;2020-09-04 22:10:00
0.0;2020-09-04 23:10:00
0.0;2020-09-05 00:10:00
0.0;2020-09-05 01:10:00
0.0;2020-09-05 02:10:00
0.0;2020-09-05 03:10:00
0.0;2020-09-05 04:10:00
0.0;2020-09-05 05:10:00
0.00719;2020-09-05 06:10:00
0.16627;2020-09-05 07:10:00
0.37706;2020-09-05 08:10:00
0.53291;2020-09-05 09:10:00
0.65664;2020-09-05 10:10:00
0.71304;2020-09-05 11:10:00
0.70823;2020-09-05 12:10:00
0.69578;2020-09-05 13:10:00
0.6253200000000001;2020-09-05 14:10:00
0.49224;2020-09-05 15:10:00
0.32239;2020-09-05 16:10:00
0.12348999999999992;2020-09-05 17:10:00
0.01055;2020-09-05 18:10:00
0.0;2020-09-05 19:10:00
0.0;2020-09-05 20:10:00
0.0;2020-09-05 21:10:00
0.0;2020-09-05 22:10:00
0.0;2020-09-05 23:10:00
0.0;2020-09-06 00:10:00
0.0;2020-09-06 01:10:00
0.0;2020-09-06 02:10:00
0.0;2020-09-06 03:10:00
0.0;2020-09-06 04:10:00
0.0;2020-09-06 05:10:00
0.00607;2020-09-06 06:10:00
0.16666;2020-09-06 07:10:00
0.38866;2020-09-06 08:10:00
0.5493300000000001;2020-09-06 09:10:00
0.6768500000000001;2020-09-06 10:10:00
0.73273;2020-09-06 11:10:00
0.7241000000000001;2020-09-06 12:10:00
0.70266;2020-09-06 13:10:00
0.63767;2020-09-06 14:10:00
0.50059;2020-09-06 15:10:00
0.3249499999999999;2020-09-06 16:10:00
0.12146;2020-09-06 17:10:00
0.00948;2020-09-06 18:10:00
0.0;2020-09-06 19:10:00
0.0;2020-09-06 20:10:00
0.0;2020-09-06 21:10:00
0.0;2020-09-06 22:10:00
0.0;2020-09-06 23:10:00
0.0;2020-09-07 00:10:00
0.0;2020-09-07 01:10:00
0.0;2020-09-07 02:10:00
0.0;2020-09-07 03:10:00
0.0;2020-09-07 04:10:00
0.0;2020-09-07 05:10:00
0.00626;2020-09-07 06:10:00
0.17533;2020-09-07 07:10:00
0.3976;2020-09-07 08:10:00
0.55598;2020-09-07 09:10:00
0.6923400000000001;2020-09-07 10:10:00
0.7559400000000001;2020-09-07 11:10:00
0.76461;2020-09-07 12:10:00
0.7462799999999999;2020-09-07 13:10:00
0.66922;2020-09-07 14:10:00
0.53155;2020-09-07 15:10:00
0.34334;2020-09-07 16:10:00
0.12707;2020-09-07 17:10:00
0.00815;2020-09-07 18:10:00
0.0;2020-09-07 19:10:00
0.0;2020-09-07 20:10:00
0.0;2020-09-07 21:10:00
0.0;2020-09-07 22:10:00
0.0;2020-09-07 23:10:00
0.0;2020-09-08 00:10:00
0.0;2020-09-08 01:10:00
0.0;2020-09-08 02:10:00
0.0;2020-09-08 03:10:00
0.0;2020-09-08 04:10:00
0.0;2020-09-08 05:10:00
0.00443;2020-09-08 06:10:00
0.17615;2020-09-08 07:10:00
0.40475;2020-09-08 08:10:00
0.5727599999999999;2020-09-08 09:10:00
0.70973;2020-09-08 10:10:00
0.76838;2020-09-08 11:10:00
0.76777;2020-09-08 12:10:00
0.75722;2020-09-08 13:10:00
0.6715399999999999;2020-09-08 14:10:00
0.52836;2020-09-08 15:10:00
0.34088999999999997;2020-09-08 16:10:00
0.12467;2020-09-08 17:10:00
0.00762;2020-09-08 18:10:00
0.0;2020-09-08 19:10:00
0.0;2020-09-08 20:10:00
0.0;2020-09-08 21:10:00
0.0;2020-09-08 22:10:00
0.0;2020-09-08 23:10:00
0.0;2020-09-09 00:10:00
0.0;2020-09-09 01:10:00
0.0;2020-09-09 02:10:00
0.0;2020-09-09 03:10:00
0.0;2020-09-09 04:10:00
0.0;2020-09-09 05:10:00
0.00391;2020-09-09 06:10:00
0.1717;2020-09-09 07:10:00
0.38341000000000003;2020-09-09 08:10:00
0.54904;2020-09-09 09:10:00
0.6585;2020-09-09 10:10:00
0.71604;2020-09-09 11:10:00
0.71766;2020-09-09 12:10:00
0.69999;2020-09-09 13:10:00
0.62091;2020-09-09 14:10:00
0.49688;2020-09-09 15:10:00
0.32371;2020-09-09 16:10:00
0.1184699999999999;2020-09-09 17:10:00
0.00601;2020-09-09 18:10:00
0.0;2020-09-09 19:10:00
0.0;2020-09-09 20:10:00
0.0;2020-09-09 21:10:00
0.0;2020-09-09 22:10:00
0.0;2020-09-09 23:10:00
0.0;2020-09-10 00:10:00
0.0;2020-09-10 01:10:00
0.0;2020-09-10 02:10:00
0.0;2020-09-10 03:10:00
0.0;2020-09-10 04:10:00
0.0;2020-09-10 05:10:00
0.00289;2020-09-10 06:10:00
0.16721;2020-09-10 07:10:00
0.38011;2020-09-10 08:10:00
0.54418;2020-09-10 09:10:00
