month;day;hour;P (kW);Consumo (kWh);PVPC (kWh)
1;21;12;0.74534;0.303;0.2989
1;21;12;0.52247;0.303;0.2989
1;21;12;0.06802;0.303;0.2989
1;21;12;0.74534;0.042;0.2989
1;21;12;0.52247;0.042;0.2989
1;21;12;0.06802;0.042;0.2989
1;21;13;0.72768;1.148;0.2996399999999999
1;21;13;0.74895;1.148;0.2996399999999999
1;21;13;0.30622;1.148;0.2996399999999999
1;21;13;0.72768;0.542;0.2996399999999999
1;21;13;0.74895;0.542;0.2996399999999999
1;21;13;0.30622;0.542;0.2996399999999999
1;21;13;0.72768;0.043;0.2996399999999999
1;21;13;0.74895;0.043;0.2996399999999999
1;21;13;0.30622;0.043;0.2996399999999999
1;21;14;0.6445599999999999;1.038;0.2303
1;21;14;0.6655;1.038;0.2303
1;21;14;0.03491;1.038;0.2303
1;21;14;0.6445599999999999;0.685;0.2303
1;21;14;0.6655;0.685;0.2303
1;21;14;0.03491;0.685;0.2303
1;21;14;0.6445599999999999;0.043;0.2303
1;21;14;0.6655;0.043;0.2303
1;21;14;0.03491;0.043;0.2303
1;21;15;0.50064;0.779;0.22958
1;21;15;0.5380499999999999;0.779;0.22958
1;21;15;0.03187;0.779;0.22958
1;21;15;0.50064;1.206;0.22958
1;21;15;0.5380499999999999;1.206;0.22958
1;21;15;0.03187;1.206;0.22958
1;21;15;0.50064;0.042;0.22958
1;21;15;0.5380499999999999;0.042;0.22958
1;21;15;0.03187;0.042;0.22958
1;21;16;0.2806499999999999;0.674;0.23439
1;21;16;0.32703;0.674;0.23439
1;21;16;0.02521;0.674;0.23439
1;21;16;0.2806499999999999;1.26;0.23439
1;21;16;0.32703;1.26;0.23439
1;21;16;0.02521;1.26;0.23439
1;21;16;0.2806499999999999;0.043;0.23439
1;21;16;0.32703;0.043;0.23439
1;21;16;0.02521;0.043;0.23439
1;21;17;0.0;0.551;0.26097
1;21;17;0.0;0.477;0.26097
1;21;17;0.0;0.044;0.26097
1;21;18;0.0;0.383;0.35705
1;21;18;0.0;0.585;0.35705
1;21;18;0.0;0.044;0.35705
1;21;19;0.0;0.381;0.36778
1;21;19;0.0;0.918;0.36778
1;21;19;0.0;0.044;0.36778
1;21;20;0.0;0.431;0.36768
1;21;20;0.0;1.175;0.36768
1;21;20;0.0;0.044;0.36768
1;21;21;0.0;0.547;0.3623
1;21;21;0.0;1.143;0.3623
1;21;21;0.0;0.045;0.3623
1;21;22;0.0;0.529;0.28451
1;21;22;0.0;1.42;0.28451
1;21;22;0.0;0.043;0.28451
1;21;23;0.0;0.546;0.26513
1;21;23;0.0;1.0;0.26513
1;21;23;0.0;0.044;0.26513
1;22;0;0.0;0.463;0.25079
1;22;0;0.0;0.507;0.25079
1;22;0;0.0;0.044;0.25079
1;22;1;0.0;0.438;0.23275
1;22;1;0.0;0.502;0.23275
1;22;1;0.0;0.043;0.23275
1;22;2;0.0;0.221;0.22544
1;22;2;0.0;0.319;0.22544
1;22;2;0.0;0.044;0.22544
1;22;3;0.0;0.185;0.22491
1;22;3;0.0;0.159;0.22491
1;22;3;0.0;0.044;0.22491
1;22;4;0.0;0.126;0.22577
1;22;4;0.0;0.149;0.22577
1;22;4;0.0;0.044;0.22577
1;22;5;0.0;0.166;0.22649
1;22;5;0.0;0.165;0.22649
1;22;5;0.0;0.042;0.22649
1;22;6;0.0;0.133;0.22648
1;22;6;0.0;0.303;0.22648
1;22;6;0.0;0.043;0.22648
1;22;7;0.0;0.153;0.22371
1;22;7;0.0;0.334;0.22371
1;22;7;0.0;0.042;0.22371
1;22;8;0.1953899999999999;0.293;0.21894
1;22;8;0.01686;0.293;0.21894
1;22;8;0.05595;0.293;0.21894
1;22;8;0.1953899999999999;0.212;0.21894
1;22;8;0.01686;0.212;0.21894
1;22;8;0.05595;0.212;0.21894
1;22;8;0.1953899999999999;0.042;0.21894
1;22;8;0.01686;0.042;0.21894
1;22;8;0.05595;0.042;0.21894
1;22;9;0.4736499999999999;0.333;0.2329
1;22;9;0.08685;0.333;0.2329
1;22;9;0.13898;0.333;0.2329
1;22;9;0.4736499999999999;0.232;0.2329
1;22;9;0.08685;0.232;0.2329
1;22;9;0.13898;0.232;0.2329
1;22;9;0.4736499999999999;0.043;0.2329
1;22;9;0.08685;0.043;0.2329
1;22;9;0.13898;0.043;0.2329
1;22;10;0.6267999999999999;0.337;0.23772
1;22;10;0.2274;0.337;0.23772
1;22;10;0.15568;0.337;0.23772
1;22;10;0.6267999999999999;0.194;0.23772
1;22;10;0.2274;0.194;0.23772
1;22;10;0.15568;0.194;0.23772
1;22;10;0.6267999999999999;0.042;0.23772
1;22;10;0.2274;0.042;0.23772
1;22;10;0.15568;0.042;0.23772
1;22;11;0.71575;0.822;0.2318
1;22;11;0.37489;0.822;0.2318
1;22;11;0.1348899999999999;0.822;0.2318
1;22;11;0.71575;0.22;0.2318
1;22;11;0.37489;0.22;0.2318
1;22;11;0.1348899999999999;0.22;0.2318
1;22;11;0.71575;0.046;0.2318
1;22;11;0.37489;0.046;0.2318
1;22;11;0.1348899999999999;0.046;0.2318
1;22;12;0.73251;1.279;0.23261
1;22;12;0.57348;1.279;0.23261
1;22;12;0.64852;1.279;0.23261
1;22;12;0.73251;0.307;0.23261
1;22;12;0.57348;0.307;0.23261
1;22;12;0.64852;0.307;0.23261
1;22;12;0.73251;0.045;0.23261
1;22;12;0.57348;0.045;0.23261
1;22;12;0.64852;0.045;0.23261
1;22;13;0.72937;1.988;0.24096
1;22;13;0.49066;1.988;0.24096
1;22;13;0.1554;1.988;0.24096
1;22;13;0.72937;0.314;0.24096
1;22;13;0.49066;0.314;0.24096
1;22;13;0.1554;0.314;0.24096
1;22;13;0.72937;0.046;0.24096
1;22;13;0.49066;0.046;0.24096
1;22;13;0.1554;0.046;0.24096
1;22;14;0.6542100000000001;1.075;0.24002
1;22;14;0.17078;1.075;0.24002
1;22;14;0.03999;1.075;0.24002
1;22;14;0.6542100000000001;0.556;0.24002
1;22;14;0.17078;0.556;0.24002
1;22;14;0.03999;0.556;0.24002
1;22;14;0.6542100000000001;0.046;0.24002
1;22;14;0.17078;0.046;0.24002
1;22;14;0.03999;0.046;0.24002
1;22;15;0.51348;0.688;0.2430699999999999
1;22;15;0.14825;0.688;0.2430699999999999
1;22;15;0.52583;0.688;0.2430699999999999
1;22;15;0.51348;0.722;0.2430699999999999
1;22;15;0.14825;0.722;0.2430699999999999
1;22;15;0.52583;0.722;0.2430699999999999
1;22;15;0.51348;0.045;0.2430699999999999
1;22;15;0.14825;0.045;0.2430699999999999
1;22;15;0.52583;0.045;0.2430699999999999
1;22;16;0.29475;0.535;0.2480099999999999
1;22;16;0.0;0.535;0.2480099999999999
1;22;16;0.11622;0.535;0.2480099999999999
1;22;16;0.29475;0.471;0.2480099999999999
1;22;16;0.0;0.471;0.2480099999999999
1;22;16;0.11622;0.471;0.2480099999999999
1;22;16;0.29475;0.046;0.2480099999999999
1;22;16;0.0;0.046;0.2480099999999999
1;22;16;0.11622;0.046;0.2480099999999999
1;22;17;0.0;0.416;0.26264
1;22;17;0.0;0.387;0.26264
1;22;17;0.0;0.046;0.26264
1;22;18;0.0;0.257;0.29105
1;22;18;0.0;0.333;0.29105
1;22;18;0.0;0.046;0.29105
1;22;19;0.0;0.327;0.31241
1;22;19;0.0;0.418;0.31241
1;22;19;0.0;0.046;0.31241
1;22;20;0.0;0.279;0.29017
1;22;20;0.0;0.419;0.29017
1;22;20;0.0;0.108;0.29017
1;22;21;0.0;0.491;0.27151
1;22;21;0.0;0.809;0.27151
1;22;21;0.0;0.185;0.27151
1;22;22;0.0;1.012;0.26042
1;22;22;0.0;0.99;0.26042
1;22;22;0.0;0.136;0.26042
1;22;23;0.0;0.796;0.25437
1;22;23;0.0;0.526;0.25437
1;22;23;0.0;0.063;0.25437
1;23;0;0.0;0.452;0.25717
1;23;0;0.0;0.049;0.25717
1;23;1;0.0;0.284;0.25048
1;23;1;0.0;0.047;0.25048
1;23;2;0.0;0.209;0.24952
1;23;2;0.0;0.049;0.24952
1;23;3;0.0;0.116;0.24123
1;23;3;0.0;0.048;0.24123
1;23;4;0.0;0.106;0.2414099999999999
1;23;4;0.0;0.044;0.2414099999999999
1;23;5;0.0;0.181;0.24195
1;23;5;0.0;0.042;0.24195
1;23;6;0.0;0.295;0.24003
1;23;6;0.0;0.047;0.24003
1;23;7;0.0;0.201;0.2497299999999999
1;23;7;0.0;0.113;0.2497299999999999
1;23;8;0.1868899999999999;0.179;0.2485
1;23;8;0.05943;0.179;0.2485
1;23;8;0.14095;0.179;0.2485
1;23;8;0.1868899999999999;0.272;0.2485
1;23;8;0.05943;0.272;0.2485
1;23;8;0.14095;0.272;0.2485
1;23;9;0.4006;0.23;0.2512
1;23;9;0.40549;0.23;0.2512
1;23;9;0.24809;0.23;0.2512
1;23;9;0.4006;0.053;0.2512
1;23;9;0.40549;0.053;0.2512
1;23;9;0.24809;0.053;0.2512
1;23;10;0.55202;0.277;0.24809
1;23;10;0.5398999999999999;0.277;0.24809
1;23;10;0.61139;0.277;0.24809
1;23;10;0.55202;0.044;0.24809
1;23;10;0.5398999999999999;0.044;0.24809
1;23;10;0.61139;0.044;0.24809
1;23;11;0.70494;0.46;0.24791
1;23;11;0.6546900000000001;0.46;0.24791
1;23;11;0.7293;0.46;0.24791
1;23;11;0.70494;0.058;0.24791
1;23;11;0.6546900000000001;0.058;0.24791
1;23;11;0.7293;0.058;0.24791
1;23;12;0.73476;1.048;0.2477899999999999
1;23;12;0.57175;1.048;0.2477899999999999
1;23;12;0.76406;1.048;0.2477899999999999
1;23;12;0.73476;0.055;0.2477899999999999
1;23;12;0.57175;0.055;0.2477899999999999
1;23;12;0.76406;0.055;0.2477899999999999
1;23;13;0.69425;0.515;0.23608
1;23;13;0.30751;0.515;0.23608
1;23;13;0.71377;0.515;0.23608
1;23;13;0.69425;0.042;0.23608
1;23;13;0.30751;0.042;0.23608
1;23;13;0.71377;0.042;0.23608
1;23;14;0.57662;0.3;0.23432
1;23;14;0.26814;0.3;0.23432
1;23;14;0.65149;0.3;0.23432
1;23;14;0.57662;1.424;0.23432
1;23;14;0.26814;1.424;0.23432
1;23;14;0.65149;1.424;0.23432
1;23;15;0.42349;0.564;0.24262
1;23;15;0.27644;0.564;0.24262
1;23;15;0.42475;0.564;0.24262
1;23;15;0.42349;0.174;0.24262
1;23;15;0.27644;0.174;0.24262
1;23;15;0.42475;0.174;0.24262
1;23;16;0.28684;0.441;0.24999
1;23;16;0.06977;0.441;0.24999
1;23;16;0.2795899999999999;0.441;0.24999
1;23;16;0.28684;0.196;0.24999
1;23;16;0.06977;0.196;0.24999
1;23;16;0.2795899999999999;0.196;0.24999
1;23;17;0.0;0.713;0.27659
1;23;17;0.0;0.282;0.27659
1;23;18;0.0;0.737;0.30634
1;23;18;0.0;0.546;0.30634
1;23;19;0.0;1.285;0.31217
1;23;19;0.0;0.307;0.31217
1;23;20;0.0;1.282;0.31745
1;23;20;0.0;0.479;0.31745
1;23;21;0.0;0.784;0.31509
1;23;21;0.0;0.438;0.31509
1;23;22;0.0;0.785;0.28517
1;23;22;0.0;0.29;0.28517
1;23;23;0.0;0.811;0.26272
1;23;23;0.0;0.06;0.26272
1;24;0;0.0;0.593;0.24933
1;24;0;0.0;0.051;0.24933
1;24;1;0.0;0.539;0.23932
1;24;1;0.0;0.048;0.23932
1;24;2;0.0;0.153;0.23936
1;24;2;0.0;0.049;0.23936
1;24;3;0.0;0.163;0.23831
1;24;3;0.0;0.054;0.23831
1;24;4;0.0;0.139;0.23813
1;24;4;0.0;0.053;0.23813
1;24;5;0.0;0.16;0.25193
1;24;5;0.0;0.048;0.25193
1;24;6;0.0;0.553;0.28775
1;24;6;0.0;0.046;0.28775
1;24;7;0.0;0.248;0.297
1;24;7;0.0;0.084;0.297
1;24;8;0.20383;0.281;0.33004
1;24;8;0.091;0.281;0.33004
1;24;8;0.18588;0.281;0.33004
1;24;8;0.20383;0.348;0.33004
1;24;8;0.091;0.348;0.33004
1;24;8;0.18588;0.348;0.33004
1;24;9;0.47942;0.264;0.3296
1;24;9;0.18311;0.264;0.3296
1;24;9;0.09075;0.264;0.3296
1;24;9;0.47942;0.057;0.3296
1;24;9;0.18311;0.057;0.3296
1;24;9;0.09075;0.057;0.3296
1;24;10;0.61279;0.497;0.39252
1;24;10;0.28269;0.497;0.39252
1;24;10;0.05282;0.497;0.39252
1;24;10;0.61279;0.047;0.39252
1;24;10;0.28269;0.047;0.39252
1;24;10;0.05282;0.047;0.39252
1;24;11;0.71577;0.455;0.38612
1;24;11;0.49962;0.455;0.38612
1;24;11;0.05268;0.455;0.38612
1;24;11;0.71577;0.048;0.38612
1;24;11;0.49962;0.048;0.38612
1;24;11;0.05268;0.048;0.38612
1;24;12;0.77525;0.305;0.38244
1;24;12;0.25786;0.305;0.38244
1;24;12;0.1169;0.305;0.38244
1;24;12;0.77525;0.059;0.38244
1;24;12;0.25786;0.059;0.38244
1;24;12;0.1169;0.059;0.38244
1;24;13;0.74522;0.447;0.38198
1;24;13;0.11225;0.447;0.38198
1;24;13;0.14254;0.447;0.38198
1;24;13;0.74522;0.358;0.38198
1;24;13;0.11225;0.358;0.38198
1;24;13;0.14254;0.358;0.38198
1;24;14;0.6789299999999999;0.778;0.31145
1;24;14;0.03258;0.778;0.31145
1;24;14;0.08536;0.778;0.31145
1;24;14;0.6789299999999999;0.593;0.31145
1;24;14;0.03258;0.593;0.31145
1;24;14;0.08536;0.593;0.31145
1;24;15;0.52437;0.787;0.3137
1;24;15;0.0655;0.787;0.3137
1;24;15;0.08526;0.787;0.3137
1;24;15;0.52437;0.081;0.3137
1;24;15;0.0655;0.081;0.3137
1;24;15;0.08526;0.081;0.3137
1;24;16;0.29329;0.681;0.31598
1;24;16;0.12615;0.681;0.31598
1;24;16;0.08741;0.681;0.31598
1;24;16;0.29329;0.456;0.31598
1;24;16;0.12615;0.456;0.31598
1;24;16;0.08741;0.456;0.31598
1;24;17;0.0;0.708;0.32648
1;24;17;0.0;0.39;0.32648
1;24;18;0.0;1.476;0.42761
1;24;18;0.0;0.235;0.42761
1;24;19;0.0;1.82;0.46741
1;24;19;0.0;0.43;0.46741
1;24;20;0.0;0.911;0.44156
1;24;20;0.0;0.373;0.44156
1;24;21;0.0;0.757;0.41217
1;24;21;0.0;0.141;0.41217
1;24;22;0.0;0.639;0.32575
1;24;22;0.0;0.102;0.32575
1;24;23;0.0;0.289;0.30283
1;24;23;0.0;0.062;0.30283
1;25;0;0.0;0.269;0.28225
1;25;0;0.0;0.052;0.28225
1;25;1;0.0;0.229;0.2751
1;25;1;0.0;0.05;0.2751
1;25;2;0.0;0.179;0.26492
1;25;2;0.0;0.05;0.26492
1;25;3;0.0;0.192;0.25625
1;25;3;0.0;0.051;0.25625
1;25;4;0.0;0.169;0.25969
1;25;4;0.0;0.051;0.25969
1;25;5;0.0;0.146;0.27847
1;25;5;0.0;0.047;0.27847
1;25;6;0.0;0.32;0.2856499999999999
1;25;6;0.0;0.156;0.2856499999999999
1;25;7;0.0;0.223;0.28485
1;25;7;0.0;0.202;0.28485
1;25;8;0.02797;0.301;0.32106
1;25;8;0.23899;0.301;0.32106
1;25;8;0.08649;0.301;0.32106
1;25;8;0.02797;0.176;0.32106
1;25;8;0.23899;0.176;0.32106
1;25;8;0.08649;0.176;0.32106
1;25;9;0.20207;0.387;0.31877
1;25;9;0.45863;0.387;0.31877
1;25;9;0.14668;0.387;0.31877
1;25;9;0.20207;0.064;0.31877
1;25;9;0.45863;0.064;0.31877
1;25;9;0.14668;0.064;0.31877
1;25;10;0.34718;0.481;0.37742
1;25;10;0.6134700000000001;0.481;0.37742
1;25;10;0.19146;0.481;0.37742
1;25;10;0.34718;0.057;0.37742
1;25;10;0.6134700000000001;0.057;0.37742
1;25;10;0.19146;0.057;0.37742
1;25;11;0.37479;0.474;0.37159
1;25;11;0.69917;0.474;0.37159
1;25;11;0.03327;0.474;0.37159
1;25;11;0.37479;0.059;0.37159
1;25;11;0.69917;0.059;0.37159
1;25;11;0.03327;0.059;0.37159
1;25;12;0.0505;0.374;0.36741
1;25;12;0.72225;0.374;0.36741
1;25;12;0.0250799999999999;0.374;0.36741
1;25;12;0.0505;0.069;0.36741
1;25;12;0.72225;0.069;0.36741
1;25;12;0.0250799999999999;0.069;0.36741
1;25;13;0.02353;0.175;0.36367
1;25;13;0.72665;0.175;0.36367
1;25;13;0.0383299999999999;0.175;0.36367
1;25;13;0.02353;0.075;0.36367
1;25;13;0.72665;0.075;0.36367
1;25;13;0.0383299999999999;0.075;0.36367
1;25;14;0.05388;0.247;0.29481
1;25;14;0.6588999999999999;0.247;0.29481
1;25;14;0.03683;0.247;0.29481
1;25;14;0.05388;0.381;0.29481
1;25;14;0.6588999999999999;0.381;0.29481
1;25;14;0.03683;0.381;0.29481
1;25;15;0.06188;0.533;0.30004
1;25;15;0.51476;0.533;0.30004
1;25;15;0.1409;0.533;0.30004
1;25;15;0.06188;0.254;0.30004
1;25;15;0.51476;0.254;0.30004
1;25;15;0.1409;0.254;0.30004
1;25;16;0.0035499999999999;0.465;0.3086
1;25;16;0.31989;0.465;0.3086
1;25;16;0.0384;0.465;0.3086
1;25;16;0.0035499999999999;0.296;0.3086
1;25;16;0.31989;0.296;0.3086
1;25;16;0.0384;0.296;0.3086
1;25;17;0.0;0.732;0.31564
1;25;17;0.0;0.171;0.31564
1;25;18;0.0;0.539;0.39613
1;25;18;0.0;0.327;0.39613
1;25;19;0.0;1.196;0.4085
1;25;19;0.0;1.098;0.4085
1;25;20;0.0;0.976;0.4187099999999999
1;25;20;0.0;0.598;0.4187099999999999
1;25;21;0.0;0.924;0.402
1;25;21;0.0;1.261;0.402
1;25;22;0.0;0.753;0.31916
1;25;22;0.0;0.124;0.31916
1;25;23;0.0;0.849;0.30186
1;25;23;0.0;0.06;0.30186
1;26;0;0.0;0.703;0.3125199999999999
1;26;0;0.0;0.053;0.3125199999999999
1;26;1;0.0;0.392;0.3021399999999999
1;26;1;0.0;0.049;0.3021399999999999
1;26;2;0.0;0.137;0.2997599999999999
1;26;2;0.0;0.047;0.2997599999999999
1;26;3;0.0;0.2;0.29552
1;26;3;0.0;0.046;0.29552
1;26;4;0.0;0.174;0.29219
1;26;4;0.0;0.047;0.29219
1;26;5;0.0;0.177;0.3006999999999999
1;26;5;0.0;0.048;0.3006999999999999
1;26;6;0.0;0.338;0.29578
1;26;6;0.0;0.048;0.29578
1;26;7;0.0;0.306;0.29792
1;26;7;0.0;0.101;0.29792
1;26;8;0.2239799999999999;0.285;0.32943
1;26;8;0.26213;0.285;0.32943
1;26;8;0.23997;0.285;0.32943
1;26;8;0.2239799999999999;0.268;0.32943
1;26;8;0.26213;0.268;0.32943
1;26;8;0.23997;0.268;0.32943
1;26;9;0.48242;0.337;0.32873
1;26;9;0.45936;0.337;0.32873
1;26;9;0.43816;0.337;0.32873
1;26;9;0.48242;0.052;0.32873
1;26;9;0.45936;0.052;0.32873
1;26;9;0.43816;0.052;0.32873
1;26;10;0.67784;0.625;0.39185
1;26;10;0.60075;0.625;0.39185
1;26;10;0.6247699999999999;0.625;0.39185
1;26;10;0.67784;0.045;0.39185
1;26;10;0.60075;0.045;0.39185
1;26;10;0.6247699999999999;0.045;0.39185
1;26;11;0.79312;0.642;0.3897799999999999
1;26;11;0.65727;0.642;0.3897799999999999
1;26;11;0.73958;0.642;0.3897799999999999
1;26;11;0.79312;0.044;0.3897799999999999
1;26;11;0.65727;0.044;0.3897799999999999
1;26;11;0.73958;0.044;0.3897799999999999
1;26;12;0.73752;0.588;0.38645
1;26;12;0.72061;0.588;0.38645
1;26;12;0.71489;0.588;0.38645
1;26;12;0.73752;0.044;0.38645
1;26;12;0.72061;0.044;0.38645
1;26;12;0.71489;0.044;0.38645
1;26;13;0.4747099999999999;0.883;0.38491
1;26;13;0.71239;0.883;0.38491
1;26;13;0.33146;0.883;0.38491
1;26;13;0.4747099999999999;0.046;0.38491
1;26;13;0.71239;0.046;0.38491
1;26;13;0.33146;0.046;0.38491
1;26;14;0.6500499999999999;1.265;0.3113999999999999
1;26;14;0.63954;1.265;0.3113999999999999
1;26;14;0.05703;1.265;0.3113999999999999
1;26;14;0.6500499999999999;0.09;0.3113999999999999
1;26;14;0.63954;0.09;0.3113999999999999
1;26;14;0.05703;0.09;0.3113999999999999
1;26;15;0.49881;1.515;0.3119599999999999
1;26;15;0.551;1.515;0.3119599999999999
1;26;15;0.2248899999999999;1.515;0.3119599999999999
1;26;15;0.49881;0.557;0.3119599999999999
1;26;15;0.551;0.557;0.3119599999999999
1;26;15;0.2248899999999999;0.557;0.3119599999999999
1;26;16;0.239;0.683;0.31895
1;26;16;0.32337;0.683;0.31895
1;26;16;0.33588;0.683;0.31895
1;26;16;0.239;0.061;0.31895
1;26;16;0.32337;0.061;0.31895
1;26;16;0.33588;0.061;0.31895
1;26;17;0.0;0.755;0.32381
1;26;17;0.0;0.15;0.32381
1;26;18;0.0;0.844;0.4018
1;26;18;0.0;0.147;0.4018
1;26;19;0.0;0.711;0.40679
1;26;19;0.0;0.223;0.40679
1;26;20;0.0;0.743;0.409
1;26;20;0.0;0.121;0.409
1;26;21;0.0;0.862;0.4027799999999999
1;26;21;0.0;0.225;0.4027799999999999
1;26;22;0.0;1.051;0.32465
1;26;22;0.0;0.168;0.32465
1;26;23;0.0;0.757;0.31489
1;26;23;0.0;0.082;0.31489
1;27;0;0.0;0.525;0.3041399999999999
1;27;0;0.0;0.108;0.3041399999999999
1;27;1;0.0;0.15;0.2968
1;27;1;0.0;0.065;0.2968
1;27;2;0.0;0.166;0.29733
1;27;2;0.0;0.053;0.29733
1;27;3;0.0;0.19;0.28896
1;27;3;0.0;0.054;0.28896
1;27;4;0.0;0.132;0.28626
1;27;4;0.0;0.053;0.28626
1;27;5;0.0;0.168;0.28557
1;27;5;0.0;0.047;0.28557
1;27;6;0.0;0.349;0.28507
1;27;6;0.0;0.084;0.28507
1;27;7;0.0;0.211;0.29633
1;27;7;0.0;0.184;0.29633
1;27;8;0.15493;0.179;0.33613
1;27;8;0.13255;0.179;0.33613
1;27;8;0.01097;0.179;0.33613
1;27;8;0.15493;0.228;0.33613
1;27;8;0.13255;0.228;0.33613
1;27;8;0.01097;0.228;0.33613
1;27;9;0.4875;0.19;0.33559
1;27;9;0.42328;0.19;0.33559
1;27;9;0.06383;0.19;0.33559
1;27;9;0.4875;0.05;0.33559
1;27;9;0.42328;0.05;0.33559
1;27;9;0.06383;0.05;0.33559
1;27;10;0.67212;0.37;0.39056
1;27;10;0.62997;0.37;0.39056
1;27;10;0.09545;0.37;0.39056
1;27;10;0.67212;0.046;0.39056
1;27;10;0.62997;0.046;0.39056
1;27;10;0.09545;0.046;0.39056
1;27;11;0.77297;0.403;0.38099
1;27;11;0.72899;0.403;0.38099
1;27;11;0.11696;0.403;0.38099
1;27;11;0.77297;0.062;0.38099
1;27;11;0.72899;0.062;0.38099
1;27;11;0.11696;0.062;0.38099
1;27;12;0.7615599999999999;0.467;0.38172
1;27;12;0.7633099999999999;0.467;0.38172
1;27;12;0.05014;0.467;0.38172
1;27;12;0.7615599999999999;0.053;0.38172
1;27;12;0.7633099999999999;0.053;0.38172
1;27;12;0.05014;0.053;0.38172
1;27;13;0.7970499999999999;0.839;0.38265
1;27;13;0.7550399999999999;0.839;0.38265
1;27;13;0.1301399999999999;0.839;0.38265
1;27;13;0.7970499999999999;0.054;0.38265
1;27;13;0.7550399999999999;0.054;0.38265
1;27;13;0.1301399999999999;0.054;0.38265
1;27;14;0.5758;1.34;0.30839
1;27;14;0.68692;1.34;0.30839
1;27;14;0.05783;1.34;0.30839
1;27;14;0.5758;0.368;0.30839
1;27;14;0.68692;0.368;0.30839
1;27;14;0.05783;0.368;0.30839
1;27;15;0.1561399999999999;0.746;0.3075
1;27;15;0.49485;0.746;0.3075
1;27;15;0.0901;0.746;0.3075
1;27;15;0.1561399999999999;0.082;0.3075
1;27;15;0.49485;0.082;0.3075
1;27;15;0.0901;0.082;0.3075
1;27;16;0.0853;0.69;0.31414
1;27;16;0.23648;0.69;0.31414
1;27;16;0.11571;0.69;0.31414
1;27;16;0.0853;0.069;0.31414
1;27;16;0.23648;0.069;0.31414
1;27;16;0.11571;0.069;0.31414
1;27;17;0.0;0.724;0.32413
1;27;17;0.0;0.12;0.32413
1;27;18;0.0;0.743;0.4026
1;27;18;0.0;0.123;0.4026
1;27;19;0.0;1.226;0.40873
1;27;19;0.0;0.162;0.40873
1;27;20;0.0;0.531;0.40835
1;27;20;0.0;0.153;0.40835
1;27;21;0.0;0.487;0.39625
1;27;21;0.0;0.122;0.39625
1;27;22;0.0;0.522;0.30131
1;27;22;0.0;0.048;0.30131
1;27;23;0.0;0.371;0.3110799999999999
1;27;23;0.0;0.1;0.3110799999999999
1;28;0;0.0;0.247;0.29654
1;28;0;0.0;0.096;0.29654
1;28;1;0.0;0.243;0.28479
1;28;1;0.0;0.063;0.28479
1;28;2;0.0;0.186;0.2726
1;28;2;0.0;0.054;0.2726
1;28;3;0.0;0.199;0.2613
1;28;3;0.0;0.05;0.2613
1;28;4;0.0;0.184;0.24981
1;28;4;0.0;0.05;0.24981
1;28;5;0.0;0.15;0.26598
1;28;5;0.0;0.049;0.26598
1;28;6;0.0;0.198;0.28492
1;28;6;0.0;0.049;0.28492
1;28;7;0.0;0.239;0.30266
1;28;7;0.0;0.046;0.30266
1;28;8;0.14372;0.208;0.33803
1;28;8;0.20251;0.208;0.33803
1;28;8;0.07098;0.208;0.33803
1;28;8;0.14372;0.067;0.33803
1;28;8;0.20251;0.067;0.33803
1;28;8;0.07098;0.067;0.33803
1;28;9;0.47305;0.446;0.3318899999999999
1;28;9;0.47225;0.446;0.3318899999999999
1;28;9;0.16171;0.446;0.3318899999999999
1;28;9;0.47305;0.088;0.3318899999999999
1;28;9;0.47225;0.088;0.3318899999999999
1;28;9;0.16171;0.088;0.3318899999999999
1;28;10;0.5803400000000001;0.32;0.3813999999999999
1;28;10;0.6354;0.32;0.3813999999999999
1;28;10;0.22638;0.32;0.3813999999999999
1;28;10;0.5803400000000001;0.389;0.3813999999999999
1;28;10;0.6354;0.389;0.3813999999999999
1;28;10;0.22638;0.389;0.3813999999999999
1;28;11;0.73234;0.74;0.3710199999999999
1;28;11;0.70477;0.74;0.3710199999999999
1;28;11;0.20609;0.74;0.3710199999999999
1;28;11;0.73234;0.13;0.3710199999999999
1;28;11;0.70477;0.13;0.3710199999999999
1;28;11;0.20609;0.13;0.3710199999999999
1;28;12;0.79006;1.366;0.3665199999999999
1;28;12;0.75034;1.366;0.3665199999999999
1;28;12;0.1624499999999999;1.366;0.3665199999999999
1;28;12;0.79006;0.401;0.3665199999999999
1;28;12;0.75034;0.401;0.3665199999999999
1;28;12;0.1624499999999999;0.401;0.3665199999999999
1;28;13;0.73845;1.446;0.3603
1;28;13;0.7580399999999999;1.446;0.3603
1;28;13;0.23333;1.446;0.3603
1;28;13;0.73845;0.505;0.3603
1;28;13;0.7580399999999999;0.505;0.3603
1;28;13;0.23333;0.505;0.3603
1;28;14;0.60341;2.169;0.26976
1;28;14;0.6857000000000001;2.169;0.26976
1;28;14;0.15438;2.169;0.26976
1;28;14;0.60341;0.263;0.26976
1;28;14;0.6857000000000001;0.263;0.26976
1;28;14;0.15438;0.263;0.26976
1;28;15;0.5421699999999999;1.015;0.28244
1;28;15;0.54525;1.015;0.28244
1;28;15;0.18287;1.015;0.28244
1;28;15;0.5421699999999999;1.197;0.28244
1;28;15;0.54525;1.197;0.28244
1;28;15;0.18287;1.197;0.28244
1;28;16;0.27505;1.337;0.29723
1;28;16;0.11122;1.337;0.29723
1;28;16;0.0169;1.337;0.29723
