month;day;hour;P (kW);Consumo (kWh);PVPC (kWh)
1;1;0;0.0;0.105;0.20451
1;1;0;0.0;0.158;0.20451
1;1;0;0.0;0.063;0.20451
1;1;0;0.0;0.105;0.04145
1;1;0;0.0;0.158;0.04145
1;1;0;0.0;0.063;0.04145
1;1;1;0.0;0.104;0.17135
1;1;1;0.0;0.117;0.17135
1;1;1;0.0;0.062;0.17135
1;1;1;0.0;0.104;0.04301
1;1;1;0.0;0.117;0.04301
1;1;1;0.0;0.062;0.04301
1;1;2;0.0;0.099;0.1727
1;1;2;0.0;0.193;0.1727
1;1;2;0.0;0.065;0.1727
1;1;2;0.0;0.099;0.05807
1;1;2;0.0;0.193;0.05807
1;1;2;0.0;0.065;0.05807
1;1;3;0.0;0.112;0.15607
1;1;3;0.0;0.143;0.15607
1;1;3;0.0;0.119;0.15607
1;1;3;0.0;0.112;0.06069
1;1;3;0.0;0.143;0.06069
1;1;3;0.0;0.119;0.06069
1;1;4;0.0;0.26;0.15908
1;1;4;0.0;0.145;0.15908
1;1;4;0.0;0.083;0.15908
1;1;4;0.0;0.26;0.06291
1;1;4;0.0;0.145;0.06291
1;1;4;0.0;0.083;0.06291
1;1;5;0.0;0.168;0.15728
1;1;5;0.0;0.268;0.15728
1;1;5;0.0;0.068;0.15728
1;1;5;0.0;0.168;0.06148
1;1;5;0.0;0.268;0.06148
1;1;5;0.0;0.068;0.06148
1;1;6;0.0;0.191;0.15887
1;1;6;0.0;0.159;0.15887
1;1;6;0.0;0.067;0.15887
1;1;6;0.0;0.191;0.06301
1;1;6;0.0;0.159;0.06301
1;1;6;0.0;0.067;0.06301
1;1;7;0.0;0.133;0.15758
1;1;7;0.0;0.16;0.15758
1;1;7;0.0;0.068;0.15758
1;1;7;0.0;0.133;0.06032
1;1;7;0.0;0.16;0.06032
1;1;7;0.0;0.068;0.06032
1;1;8;0.17483;0.116;0.15618
1;1;8;0.09704;0.116;0.15618
1;1;8;0.09097;0.116;0.15618
1;1;8;0.17483;0.212;0.15618
1;1;8;0.09704;0.212;0.15618
1;1;8;0.09097;0.212;0.15618
1;1;8;0.17483;0.065;0.15618
1;1;8;0.09704;0.065;0.15618
1;1;8;0.09097;0.065;0.15618
1;1;8;0.17483;0.116;0.06793
1;1;8;0.09704;0.116;0.06793
1;1;8;0.09097;0.116;0.06793
1;1;8;0.17483;0.212;0.06793
1;1;8;0.09704;0.212;0.06793
1;1;8;0.09097;0.212;0.06793
1;1;8;0.17483;0.065;0.06793
1;1;8;0.09704;0.065;0.06793
1;1;8;0.09097;0.065;0.06793
1;1;9;0.50089;0.172;0.11896
1;1;9;0.4766;0.172;0.11896
1;1;9;0.46828;0.172;0.11896
1;1;9;0.50089;0.207;0.11896
1;1;9;0.4766;0.207;0.11896
1;1;9;0.46828;0.207;0.11896
1;1;9;0.50089;0.065;0.11896
1;1;9;0.4766;0.065;0.11896
1;1;9;0.46828;0.065;0.11896
1;1;9;0.50089;0.172;0.06465
1;1;9;0.4766;0.172;0.06465
1;1;9;0.46828;0.172;0.06465
1;1;9;0.50089;0.207;0.06465
1;1;9;0.4766;0.207;0.06465
1;1;9;0.46828;0.207;0.06465
1;1;9;0.50089;0.065;0.06465
1;1;9;0.4766;0.065;0.06465
1;1;9;0.46828;0.065;0.06465
1;1;10;0.55452;0.116;0.12206
1;1;10;0.62775;0.116;0.12206
1;1;10;0.6136;0.116;0.12206
1;1;10;0.55452;0.236;0.12206
1;1;10;0.62775;0.236;0.12206
1;1;10;0.6136;0.236;0.12206
1;1;10;0.55452;0.064;0.12206
1;1;10;0.62775;0.064;0.12206
1;1;10;0.6136;0.064;0.12206
1;1;10;0.55452;0.116;0.05984
1;1;10;0.62775;0.116;0.05984
1;1;10;0.6136;0.116;0.05984
1;1;10;0.55452;0.236;0.05984
1;1;10;0.62775;0.236;0.05984
1;1;10;0.6136;0.236;0.05984
1;1;10;0.55452;0.064;0.05984
1;1;10;0.62775;0.064;0.05984
1;1;10;0.6136;0.064;0.05984
1;1;11;0.62598;0.147;0.12797
1;1;11;0.70761;0.147;0.12797
1;1;11;0.7022;0.147;0.12797
1;1;11;0.62598;0.289;0.12797
1;1;11;0.70761;0.289;0.12797
1;1;11;0.7022;0.289;0.12797
1;1;11;0.62598;0.062;0.12797
1;1;11;0.70761;0.062;0.12797
1;1;11;0.7022;0.062;0.12797
1;1;11;0.62598;0.147;0.05638
1;1;11;0.70761;0.147;0.05638
1;1;11;0.7022;0.147;0.05638
1;1;11;0.62598;0.289;0.05638
1;1;11;0.70761;0.289;0.05638
1;1;11;0.7022;0.289;0.05638
1;1;11;0.62598;0.062;0.05638
1;1;11;0.70761;0.062;0.05638
1;1;11;0.7022;0.062;0.05638
1;1;12;0.54672;0.375;0.1399
1;1;12;0.72009;0.375;0.1399
1;1;12;0.73634;0.375;0.1399
1;1;12;0.54672;0.467;0.1399
1;1;12;0.72009;0.467;0.1399
1;1;12;0.73634;0.467;0.1399
1;1;12;0.54672;0.063;0.1399
1;1;12;0.72009;0.063;0.1399
1;1;12;0.73634;0.063;0.1399
1;1;12;0.54672;0.375;0.05425
1;1;12;0.72009;0.375;0.05425
1;1;12;0.73634;0.375;0.05425
1;1;12;0.54672;0.467;0.05425
1;1;12;0.72009;0.467;0.05425
1;1;12;0.73634;0.467;0.05425
1;1;12;0.54672;0.063;0.05425
1;1;12;0.72009;0.063;0.05425
1;1;12;0.73634;0.063;0.05425
1;1;13;0.71127;0.664;0.14195
1;1;13;0.69849;0.664;0.14195
1;1;13;0.70917;0.664;0.14195
1;1;13;0.71127;0.449;0.14195
1;1;13;0.69849;0.449;0.14195
1;1;13;0.70917;0.449;0.14195
1;1;13;0.71127;0.066;0.14195
1;1;13;0.69849;0.066;0.14195
1;1;13;0.70917;0.066;0.14195
1;1;13;0.71127;0.664;0.0554099999999999
1;1;13;0.69849;0.664;0.0554099999999999
1;1;13;0.70917;0.664;0.0554099999999999
1;1;13;0.71127;0.449;0.0554099999999999
1;1;13;0.69849;0.449;0.0554099999999999
1;1;13;0.70917;0.449;0.0554099999999999
1;1;13;0.71127;0.066;0.0554099999999999
1;1;13;0.69849;0.066;0.0554099999999999
1;1;13;0.70917;0.066;0.0554099999999999
1;1;14;0.52242;0.837;0.14348
1;1;14;0.5949500000000001;0.837;0.14348
1;1;14;0.56616;0.837;0.14348
1;1;14;0.52242;1.552;0.14348
1;1;14;0.5949500000000001;1.552;0.14348
1;1;14;0.56616;1.552;0.14348
1;1;14;0.52242;0.856;0.14348
1;1;14;0.5949500000000001;0.856;0.14348
1;1;14;0.56616;0.856;0.14348
1;1;14;0.52242;0.837;0.05567
1;1;14;0.5949500000000001;0.837;0.05567
1;1;14;0.56616;0.837;0.05567
1;1;14;0.52242;1.552;0.05567
1;1;14;0.5949500000000001;1.552;0.05567
1;1;14;0.56616;1.552;0.05567
1;1;14;0.52242;0.856;0.05567
1;1;14;0.5949500000000001;0.856;0.05567
1;1;14;0.56616;0.856;0.05567
1;1;15;0.3333399999999999;1.017;0.14769
1;1;15;0.4558;1.017;0.14769
1;1;15;0.42499;1.017;0.14769
1;1;15;0.3333399999999999;0.538;0.14769
1;1;15;0.4558;0.538;0.14769
1;1;15;0.42499;0.538;0.14769
1;1;15;0.3333399999999999;0.269;0.14769
1;1;15;0.4558;0.269;0.14769
1;1;15;0.42499;0.269;0.14769
1;1;15;0.3333399999999999;1.017;0.05645
1;1;15;0.4558;1.017;0.05645
1;1;15;0.42499;1.017;0.05645
1;1;15;0.3333399999999999;0.538;0.05645
1;1;15;0.4558;0.538;0.05645
1;1;15;0.42499;0.538;0.05645
1;1;15;0.3333399999999999;0.269;0.05645
1;1;15;0.4558;0.269;0.05645
1;1;15;0.42499;0.269;0.05645
1;1;16;0.0915199999999999;1.214;0.17214
1;1;16;0.23687;1.214;0.17214
1;1;16;0.14511;1.214;0.17214
1;1;16;0.0915199999999999;0.694;0.17214
1;1;16;0.23687;0.694;0.17214
1;1;16;0.14511;0.694;0.17214
1;1;16;0.0915199999999999;1.024;0.17214
1;1;16;0.23687;1.024;0.17214
1;1;16;0.14511;1.024;0.17214
1;1;16;0.0915199999999999;1.214;0.06046
1;1;16;0.23687;1.214;0.06046
1;1;16;0.14511;1.214;0.06046
1;1;16;0.0915199999999999;0.694;0.06046
1;1;16;0.23687;0.694;0.06046
1;1;16;0.14511;0.694;0.06046
1;1;16;0.0915199999999999;1.024;0.06046
1;1;16;0.23687;1.024;0.06046
1;1;16;0.14511;1.024;0.06046
1;1;17;0.0;0.77;0.21224
1;1;17;0.0;0.471;0.21224
1;1;17;0.0;0.722;0.21224
1;1;17;0.0;0.77;0.06132
1;1;17;0.0;0.471;0.06132
1;1;17;0.0;0.722;0.06132
1;1;18;0.0;0.675;0.24074
1;1;18;0.0;0.598;0.24074
1;1;18;0.0;0.663;0.24074
1;1;18;0.0;0.675;0.06148
1;1;18;0.0;0.598;0.06148
1;1;18;0.0;0.663;0.06148
1;1;19;0.0;0.627;0.24433
1;1;19;0.0;0.626;0.24433
1;1;19;0.0;0.059;0.24433
1;1;19;0.0;0.627;0.06315
1;1;19;0.0;0.626;0.06315
1;1;19;0.0;0.059;0.06315
1;1;20;0.0;0.615;0.24711
1;1;20;0.0;0.427;0.24711
1;1;20;0.0;0.056;0.24711
1;1;20;0.0;0.615;0.0684
1;1;20;0.0;0.427;0.0684
1;1;20;0.0;0.056;0.0684
1;1;21;0.0;0.77;0.24838
1;1;21;0.0;0.601;0.24838
1;1;21;0.0;0.05;0.24838
1;1;21;0.0;0.77;0.08545
1;1;21;0.0;0.601;0.08545
1;1;21;0.0;0.05;0.08545
1;1;22;0.0;0.718;0.24888
1;1;22;0.0;0.563;0.24888
1;1;22;0.0;0.046;0.24888
1;1;22;0.0;0.718;0.08619
1;1;22;0.0;0.563;0.08619
1;1;22;0.0;0.046;0.08619
1;1;23;0.0;0.703;0.2291
1;1;23;0.0;0.388;0.2291
1;1;23;0.0;0.048;0.2291
1;1;23;0.0;0.703;0.06354
1;1;23;0.0;0.388;0.06354
1;1;23;0.0;0.048;0.06354
1;2;0;0.0;0.578;0.18621
1;2;0;0.0;0.32;0.18621
1;2;0;0.0;0.046;0.18621
1;2;1;0.0;0.548;0.16859
1;2;1;0.0;0.213;0.16859
1;2;1;0.0;0.041;0.16859
1;2;2;0.0;0.4;0.16436
1;2;2;0.0;0.144;0.16436
1;2;2;0.0;0.041;0.16436
1;2;3;0.0;0.19;0.1688
1;2;3;0.0;0.153;0.1688
1;2;3;0.0;0.041;0.1688
1;2;4;0.0;0.102;0.17315
1;2;4;0.0;0.139;0.17315
1;2;4;0.0;0.041;0.17315
1;2;5;0.0;0.139;0.16753
1;2;5;0.0;0.136;0.16753
1;2;5;0.0;0.04;0.16753
1;2;6;0.0;0.121;0.17081
1;2;6;0.0;0.179;0.17081
1;2;6;0.0;0.037;0.17081
1;2;7;0.0;0.217;0.18378
1;2;7;0.0;0.188;0.18378
1;2;7;0.0;0.04;0.18378
1;2;8;0.01347;0.216;0.16548
1;2;8;0.0973;0.216;0.16548
1;2;8;0.1737;0.216;0.16548
1;2;8;0.01347;0.409;0.16548
1;2;8;0.0973;0.409;0.16548
1;2;8;0.1737;0.409;0.16548
1;2;8;0.01347;0.04;0.16548
1;2;8;0.0973;0.04;0.16548
1;2;8;0.1737;0.04;0.16548
1;2;9;0.21177;0.404;0.1606399999999999
1;2;9;0.48918;0.404;0.1606399999999999
1;2;9;0.46889;0.404;0.1606399999999999
1;2;9;0.21177;0.487;0.1606399999999999
1;2;9;0.48918;0.487;0.1606399999999999
1;2;9;0.46889;0.487;0.1606399999999999
1;2;9;0.21177;0.039;0.1606399999999999
1;2;9;0.48918;0.039;0.1606399999999999
1;2;9;0.46889;0.039;0.1606399999999999
1;2;10;0.6326;0.373;0.15362
1;2;10;0.6487200000000001;0.373;0.15362
1;2;10;0.61114;0.373;0.15362
1;2;10;0.6326;0.377;0.15362
1;2;10;0.6487200000000001;0.377;0.15362
1;2;10;0.61114;0.377;0.15362
1;2;10;0.6326;0.038;0.15362
1;2;10;0.6487200000000001;0.038;0.15362
1;2;10;0.61114;0.038;0.15362
1;2;11;0.67026;0.357;0.14137
1;2;11;0.73298;0.357;0.14137
1;2;11;0.7127100000000001;0.357;0.14137
1;2;11;0.67026;0.48;0.14137
1;2;11;0.73298;0.48;0.14137
1;2;11;0.7127100000000001;0.48;0.14137
1;2;11;0.67026;0.038;0.14137
1;2;11;0.73298;0.038;0.14137
1;2;11;0.7127100000000001;0.038;0.14137
1;2;12;0.69479;0.376;0.14113
1;2;12;0.7386699999999999;0.376;0.14113
1;2;12;0.7334400000000001;0.376;0.14113
1;2;12;0.69479;0.663;0.14113
1;2;12;0.7386699999999999;0.663;0.14113
1;2;12;0.7334400000000001;0.663;0.14113
1;2;12;0.69479;0.038;0.14113
1;2;12;0.7386699999999999;0.038;0.14113
1;2;12;0.7334400000000001;0.038;0.14113
1;2;13;0.66179;0.326;0.1478499999999999
1;2;13;0.7217;0.326;0.1478499999999999
1;2;13;0.6902699999999999;0.326;0.1478499999999999
1;2;13;0.66179;0.881;0.1478499999999999
1;2;13;0.7217;0.881;0.1478499999999999
1;2;13;0.6902699999999999;0.881;0.1478499999999999
1;2;13;0.66179;0.034;0.1478499999999999
1;2;13;0.7217;0.034;0.1478499999999999
1;2;13;0.6902699999999999;0.034;0.1478499999999999
1;2;14;0.54091;1.04;0.15449
1;2;14;0.61249;1.04;0.15449
1;2;14;0.5795;1.04;0.15449
1;2;14;0.54091;0.971;0.15449
1;2;14;0.61249;0.971;0.15449
1;2;14;0.5795;0.971;0.15449
1;2;14;0.54091;0.035;0.15449
1;2;14;0.61249;0.035;0.15449
1;2;14;0.5795;0.035;0.15449
1;2;15;0.1801299999999999;0.633;0.14814
1;2;15;0.46252;0.633;0.14814
1;2;15;0.4320799999999999;0.633;0.14814
1;2;15;0.1801299999999999;1.002;0.14814
1;2;15;0.46252;1.002;0.14814
1;2;15;0.4320799999999999;1.002;0.14814
1;2;15;0.1801299999999999;0.037;0.14814
1;2;15;0.46252;0.037;0.14814
1;2;15;0.4320799999999999;0.037;0.14814
1;2;16;0.2228899999999999;0.79;0.15993
1;2;16;0.25135;0.79;0.15993
1;2;16;0.21664;0.79;0.15993
1;2;16;0.2228899999999999;0.717;0.15993
1;2;16;0.25135;0.717;0.15993
1;2;16;0.21664;0.717;0.15993
1;2;16;0.2228899999999999;0.038;0.15993
1;2;16;0.25135;0.038;0.15993
1;2;16;0.21664;0.038;0.15993
1;2;17;0.0;0.723;0.21037
1;2;17;0.0;0.582;0.21037
1;2;17;0.0;0.037;0.21037
1;2;18;0.0;0.609;0.25285
1;2;18;0.0;0.687;0.25285
1;2;18;0.0;0.037;0.25285
1;2;19;0.0;0.837;0.25534
1;2;19;0.0;0.534;0.25534
1;2;19;0.0;0.036;0.25534
1;2;20;0.0;1.61;0.26748
1;2;20;0.0;1.06;0.26748
1;2;20;0.0;0.036;0.26748
1;2;21;0.0;1.078;0.26811
1;2;21;0.0;1.164;0.26811
1;2;21;0.0;0.037;0.26811
1;2;22;0.0;0.778;0.2476999999999999
1;2;22;0.0;0.582;0.2476999999999999
1;2;22;0.0;0.034;0.2476999999999999
1;2;23;0.0;0.726;0.23227
1;2;23;0.0;0.575;0.23227
1;2;23;0.0;0.034;0.23227
1;3;0;0.0;0.647;0.23741
1;3;0;0.0;0.377;0.23741
1;3;0;0.0;0.034;0.23741
1;3;1;0.0;0.342;0.21514
1;3;1;0.0;0.205;0.21514
1;3;1;0.0;0.035;0.21514
1;3;2;0.0;0.219;0.20871
1;3;2;0.0;0.135;0.20871
1;3;2;0.0;0.036;0.20871
1;3;3;0.0;0.16;0.20375
1;3;3;0.0;0.213;0.20375
1;3;3;0.0;0.035;0.20375
1;3;4;0.0;0.158;0.19649
1;3;4;0.0;0.125;0.19649
1;3;4;0.0;0.036;0.19649
1;3;5;0.0;0.112;0.20068
1;3;5;0.0;0.137;0.20068
1;3;5;0.0;0.035;0.20068
1;3;6;0.0;0.527;0.20287
1;3;6;0.0;0.678;0.20287
1;3;6;0.0;0.034;0.20287
1;3;7;0.0;0.244;0.20664
1;3;7;0.0;0.448;0.20664
1;3;7;0.0;0.035;0.20664
1;3;8;0.10152;0.241;0.26511
1;3;8;0.09045;0.241;0.26511
1;3;8;0.01946;0.241;0.26511
1;3;8;0.10152;0.217;0.26511
1;3;8;0.09045;0.217;0.26511
1;3;8;0.01946;0.217;0.26511
1;3;8;0.10152;0.036;0.26511
1;3;8;0.09045;0.036;0.26511
1;3;8;0.01946;0.036;0.26511
1;3;9;0.03379;0.191;0.25798
1;3;9;0.47086;0.191;0.25798
1;3;9;0.0778799999999999;0.191;0.25798
1;3;9;0.03379;0.363;0.25798
1;3;9;0.47086;0.363;0.25798
1;3;9;0.0778799999999999;0.363;0.25798
1;3;9;0.03379;0.034;0.25798
1;3;9;0.47086;0.034;0.25798
1;3;9;0.0778799999999999;0.034;0.25798
1;3;10;0.17087;0.254;0.29868
1;3;10;0.63718;0.254;0.29868
1;3;10;0.09258;0.254;0.29868
1;3;10;0.17087;0.414;0.29868
1;3;10;0.63718;0.414;0.29868
1;3;10;0.09258;0.414;0.29868
1;3;10;0.17087;0.035;0.29868
1;3;10;0.63718;0.035;0.29868
1;3;10;0.09258;0.035;0.29868
1;3;11;0.39679;0.301;0.28837
1;3;11;0.72296;0.301;0.28837
1;3;11;0.3542599999999999;0.301;0.28837
1;3;11;0.39679;0.451;0.28837
1;3;11;0.72296;0.451;0.28837
1;3;11;0.3542599999999999;0.451;0.28837
1;3;11;0.39679;0.033;0.28837
1;3;11;0.72296;0.033;0.28837
1;3;11;0.3542599999999999;0.033;0.28837
1;3;12;0.52612;0.379;0.28407
1;3;12;0.739;0.379;0.28407
1;3;12;0.0871;0.379;0.28407
1;3;12;0.52612;0.568;0.28407
1;3;12;0.739;0.568;0.28407
1;3;12;0.0871;0.568;0.28407
1;3;12;0.52612;0.033;0.28407
1;3;12;0.739;0.033;0.28407
1;3;12;0.0871;0.033;0.28407
1;3;13;0.64435;0.561;0.27619
1;3;13;0.71138;0.561;0.27619
1;3;13;0.20828;0.561;0.27619
1;3;13;0.64435;0.586;0.27619
1;3;13;0.71138;0.586;0.27619
1;3;13;0.20828;0.586;0.27619
1;3;13;0.64435;0.032;0.27619
1;3;13;0.71138;0.032;0.27619
1;3;13;0.20828;0.032;0.27619
1;3;14;0.55843;0.783;0.18977
1;3;14;0.60056;0.783;0.18977
1;3;14;0.30783;0.783;0.18977
1;3;14;0.55843;0.654;0.18977
1;3;14;0.60056;0.654;0.18977
1;3;14;0.30783;0.654;0.18977
1;3;14;0.55843;0.034;0.18977
1;3;14;0.60056;0.034;0.18977
1;3;14;0.30783;0.034;0.18977
1;3;15;0.40996;0.743;0.17326
1;3;15;0.11964;0.743;0.17326
1;3;15;0.40105;0.743;0.17326
1;3;15;0.40996;0.793;0.17326
1;3;15;0.11964;0.793;0.17326
1;3;15;0.40105;0.793;0.17326
1;3;15;0.40996;0.033;0.17326
1;3;15;0.11964;0.033;0.17326
1;3;15;0.40105;0.033;0.17326
1;3;16;0.18467;0.65;0.1903
1;3;16;0.1929499999999999;0.65;0.1903
1;3;16;0.21119;0.65;0.1903
1;3;16;0.18467;0.527;0.1903
1;3;16;0.1929499999999999;0.527;0.1903
1;3;16;0.21119;0.527;0.1903
1;3;16;0.18467;0.033;0.1903
1;3;16;0.1929499999999999;0.033;0.1903
1;3;16;0.21119;0.033;0.1903
1;3;17;0.0;0.836;0.2171699999999999
1;3;17;0.0;0.523;0.2171699999999999
1;3;17;0.0;0.079;0.2171699999999999
1;3;18;0.0;1.234;0.31966
1;3;18;0.0;1.179;0.31966
1;3;18;0.0;0.071;0.31966
1;3;19;0.0;0.812;0.32648
1;3;19;0.0;1.024;0.32648
1;3;19;0.0;0.035;0.32648
1;3;20;0.0;1.432;0.29516
1;3;20;0.0;0.612;0.29516
1;3;20;0.0;0.035;0.29516
1;3;21;0.0;0.95;0.2811
1;3;21;0.0;0.721;0.2811
1;3;21;0.0;0.033;0.2811
1;3;22;0.0;0.892;0.17933
1;3;22;0.0;0.674;0.17933
1;3;22;0.0;0.033;0.17933
1;3;23;0.0;0.45;0.16471
1;3;23;0.0;0.594;0.16471
1;3;23;0.0;0.034;0.16471
1;4;0;0.0;0.273;0.17465
1;4;0;0.0;0.394;0.17465
1;4;0;0.0;0.034;0.17465
1;4;1;0.0;0.219;0.16391
1;4;1;0.0;0.181;0.16391
1;4;1;0.0;0.035;0.16391
1;4;2;0.0;0.218;0.16168
1;4;2;0.0;0.146;0.16168
1;4;2;0.0;0.034;0.16168
1;4;3;0.0;0.239;0.15358
1;4;3;0.0;0.176;0.15358
1;4;3;0.0;0.034;0.15358
1;4;4;0.0;0.168;0.15268
1;4;4;0.0;0.13;0.15268
1;4;4;0.0;0.033;0.15268
1;4;5;0.0;0.177;0.16379
1;4;5;0.0;0.194;0.16379
1;4;5;0.0;0.034;0.16379
1;4;6;0.0;0.35;0.20656
1;4;6;0.0;0.253;0.20656
1;4;6;0.0;0.033;0.20656
1;4;7;0.0;0.292;0.20743
1;4;7;0.0;0.299;0.20743
1;4;7;0.0;0.034;0.20743
1;4;8;0.018;0.488;0.25267
1;4;8;0.17126;0.488;0.25267
1;4;8;0.1889;0.488;0.25267
1;4;8;0.018;0.175;0.25267
1;4;8;0.17126;0.175;0.25267
1;4;8;0.1889;0.175;0.25267
1;4;8;0.018;0.033;0.25267
1;4;8;0.17126;0.033;0.25267
1;4;8;0.1889;0.033;0.25267
1;4;9;0.06922;0.406;0.2652
1;4;9;0.48383;0.406;0.2652
1;4;9;0.47306;0.406;0.2652
1;4;9;0.06922;0.254;0.2652
1;4;9;0.48383;0.254;0.2652
1;4;9;0.47306;0.254;0.2652
1;4;9;0.06922;0.033;0.2652
1;4;9;0.48383;0.033;0.2652
1;4;9;0.47306;0.033;0.2652
1;4;10;0.08618;0.415;0.3328299999999999
1;4;10;0.64312;0.415;0.3328299999999999
1;4;10;0.61941;0.415;0.3328299999999999
1;4;10;0.08618;0.242;0.3328299999999999
1;4;10;0.64312;0.242;0.3328299999999999
1;4;10;0.61941;0.242;0.3328299999999999
1;4;10;0.08618;0.033;0.3328299999999999
1;4;10;0.64312;0.033;0.3328299999999999
1;4;10;0.61941;0.033;0.3328299999999999
1;4;11;0.46222;0.478;0.32375
1;4;11;0.73781;0.478;0.32375
1;4;11;0.72568;0.478;0.32375
1;4;11;0.46222;0.347;0.32375
1;4;11;0.73781;0.347;0.32375
1;4;11;0.72568;0.347;0.32375
1;4;11;0.46222;0.033;0.32375
1;4;11;0.73781;0.033;0.32375
1;4;11;0.72568;0.033;0.32375
1;4;12;0.61137;0.43;0.32376
1;4;12;0.7434700000000001;0.43;0.32376
1;4;12;0.75695;0.43;0.32376
1;4;12;0.61137;0.346;0.32376
1;4;12;0.7434700000000001;0.346;0.32376
1;4;12;0.75695;0.346;0.32376
1;4;12;0.61137;0.033;0.32376
1;4;12;0.7434700000000001;0.033;0.32376
1;4;12;0.75695;0.033;0.32376
1;4;13;0.4894;0.408;0.32006
1;4;13;0.70988;0.408;0.32006
1;4;13;0.73373;0.408;0.32006
1;4;13;0.4894;0.469;0.32006
1;4;13;0.70988;0.469;0.32006
1;4;13;0.73373;0.469;0.32006
1;4;13;0.4894;0.033;0.32006
1;4;13;0.70988;0.033;0.32006
1;4;13;0.73373;0.033;0.32006
1;4;14;0.44999;0.602;0.23202
1;4;14;0.6207999999999999;0.602;0.23202
1;4;14;0.6255299999999999;0.602;0.23202
1;4;14;0.44999;0.511;0.23202
1;4;14;0.6207999999999999;0.511;0.23202
1;4;14;0.6255299999999999;0.511;0.23202
1;4;14;0.44999;0.033;0.23202
1;4;14;0.6207999999999999;0.033;0.23202
1;4;14;0.6255299999999999;0.033;0.23202
1;4;15;0.42078;0.582;0.22599
1;4;15;0.46479;0.582;0.22599
1;4;15;0.44948;0.582;0.22599
1;4;15;0.42078;0.545;0.22599
1;4;15;0.46479;0.545;0.22599
1;4;15;0.44948;0.545;0.22599
1;4;15;0.42078;0.032;0.22599
1;4;15;0.46479;0.032;0.22599
1;4;15;0.44948;0.032;0.22599
1;4;16;0.19996;0.647;0.22876
1;4;16;0.25538;0.647;0.22876
1;4;16;0.2452899999999999;0.647;0.22876
1;4;16;0.19996;0.675;0.22876
1;4;16;0.25538;0.675;0.22876
1;4;16;0.2452899999999999;0.675;0.22876
1;4;16;0.19996;0.033;0.22876
1;4;16;0.25538;0.033;0.22876
1;4;16;0.2452899999999999;0.033;0.22876
1;4;17;0.0;0.854;0.2383
1;4;17;0.0;0.566;0.2383
1;4;17;0.0;0.033;0.2383
1;4;18;0.0;1.201;0.3315
1;4;18;0.0;0.796;0.3315
1;4;18;0.0;0.032;0.3315
1;4;19;0.0;1.167;0.3245699999999999
1;4;19;0.0;0.653;0.3245699999999999
1;4;19;0.0;0.033;0.3245699999999999
1;4;20;0.0;1.418;0.29928
1;4;20;0.0;0.432;0.29928
1;4;20;0.0;0.032;0.29928
1;4;21;0.0;0.787;0.29142
1;4;21;0.0;0.499;0.29142
1;4;21;0.0;0.033;0.29142
1;4;22;0.0;0.78;0.2113499999999999
1;4;22;0.0;0.377;0.2113499999999999
1;4;22;0.0;0.032;0.2113499999999999
1;4;23;0.0;0.873;0.17407
1;4;23;0.0;0.371;0.17407
1;4;23;0.0;0.032;0.17407
1;5;0;0.0;0.742;0.16659
1;5;0;0.0;0.358;0.16659
1;5;0;0.0;0.032;0.16659
1;5;1;0.0;0.336;0.14969
1;5;1;0.0;0.246;0.14969
1;5;1;0.0;0.032;0.14969
1;5;2;0.0;0.124;0.12537
1;5;2;0.0;0.142;0.12537
1;5;2;0.0;0.032;0.12537
1;5;3;0.0;0.159;0.11473
1;5;3;0.0;0.157;0.11473
1;5;3;0.0;0.033;0.11473
1;5;4;0.0;0.126;0.119
1;5;4;0.0;0.164;0.119
1;5;4;0.0;0.031;0.119
1;5;5;0.0;0.187;0.1383899999999999
1;5;5;0.0;0.151;0.1383899999999999
1;5;5;0.0;0.032;0.1383899999999999
1;5;6;0.0;0.327;0.22558
1;5;6;0.0;0.172;0.22558
1;5;6;0.0;0.032;0.22558
1;5;7;0.0;0.259;0.2627799999999999
1;5;7;0.0;0.161;0.2627799999999999
1;5;7;0.0;0.032;0.2627799999999999
1;5;8;0.03469;0.25;0.29049
1;5;8;0.14535;0.25;0.29049
1;5;8;0.18838;0.25;0.29049
1;5;8;0.03469;0.515;0.29049
1;5;8;0.14535;0.515;0.29049
1;5;8;0.18838;0.515;0.29049
1;5;8;0.03469;0.032;0.29049
1;5;8;0.14535;0.032;0.29049
1;5;8;0.18838;0.032;0.29049
1;5;9;0.14859;0.221;0.29289
1;5;9;0.47893;0.221;0.29289
1;5;9;0.46443;0.221;0.29289
1;5;9;0.14859;0.364;0.29289
1;5;9;0.47893;0.364;0.29289
1;5;9;0.46443;0.364;0.29289
1;5;9;0.14859;0.031;0.29289
1;5;9;0.47893;0.031;0.29289
1;5;9;0.46443;0.031;0.29289
1;5;10;0.2560199999999999;0.409;0.3557
1;5;10;0.63236;0.409;0.3557
1;5;10;0.60425;0.409;0.3557
1;5;10;0.2560199999999999;0.439;0.3557
1;5;10;0.63236;0.439;0.3557
1;5;10;0.60425;0.439;0.3557
1;5;10;0.2560199999999999;0.031;0.3557
1;5;10;0.63236;0.031;0.3557
1;5;10;0.60425;0.031;0.3557
1;5;11;0.03842;0.448;0.34834
1;5;11;0.72146;0.448;0.34834
1;5;11;0.69933;0.448;0.34834
1;5;11;0.03842;0.367;0.34834
1;5;11;0.72146;0.367;0.34834
1;5;11;0.69933;0.367;0.34834
