time;P;G(i);H_sun;T2m;WS10m;Int
20180815:2210;0.0;0.0;0.0;26.99;1.45;0.0
20180815:2310;0.0;0.0;0.0;25.48;1.17;0.0
20180816:0010;0.0;0.0;0.0;24.38;1.03;0.0
20180816:0110;0.0;0.0;0.0;23.14;1.38;0.0
20180816:0210;0.0;0.0;0.0;22.56;1.59;0.0
20180816:0310;0.0;0.0;0.0;21.98;1.86;0.0
20180816:0410;0.0;0.0;0.0;21.4;1.93;0.0
20180816:0510;0.0;0.0;0.0;20.92;1.86;0.0
20180816:0610;15.11;40.92;7.26;20.66;1.72;0.0
20180816:0710;163.41;235.03;18.57;22.25;1.79;0.0
20180816:0810;362.2;470.26;29.97;23.82;1.66;0.0
20180816:0910;498.38;659.69;41.07;25.64;0.69;0.0
20180816:1010;582.42;802.4;51.29;27.97;0.21;0.0
20180816:1110;588.56;815.99;59.43;29.71;0.55;0.0
20180816:1210;673.3;948.19;63.32;31.05;0.97;0.0
20180816:1310;670.75;936.93;61.12;31.93;1.45;0.0
20180816:1410;622.37;856.07;53.97;32.5;1.79;0.0
20180816:1510;525.17;708.44;44.2;32.6;2.14;0.0
20180816:1610;125.29;177.09;33.28;30.3;1.86;0.0
20180816:1710;17.23;35.95;21.92;29.25;0.97;0.0
20180816:1810;23.69;45.17;10.55;28.87;0.55;0.0
20180816:1910;0.0;0.0;0.0;28.64;1.72;0.0
20180816:2010;0.0;0.0;0.0;27.48;1.93;0.0
20180816:2110;0.0;0.0;0.0;26.45;1.86;0.0
20180816:2210;0.0;0.0;0.0;25.01;1.1;0.0
20180816:2310;0.0;0.0;0.0;23.8;0.9;0.0
20180817:0010;0.0;0.0;0.0;23.8;2.28;0.0
20180817:0110;0.0;0.0;0.0;23.18;2.34;0.0
20180817:0210;0.0;0.0;0.0;22.49;2.14;0.0
20180817:0310;0.0;0.0;0.0;21.83;2.34;0.0
20180817:0410;0.0;0.0;0.0;21.24;2.55;0.0
20180817:0510;0.0;0.0;0.0;20.63;2.76;0.0
20180817:0610;19.46;43.59;7.09;20.24;2.83;0.0
20180817:0710;166.68;237.79;18.41;20.95;2.28;0.0
20180817:0810;374.67;479.84;29.81;22.52;2.62;0.0
20180817:0910;542.02;698.66;40.9;24.23;2.34;0.0
20180817:1010;641.28;850.97;51.08;25.95;1.93;0.0
20180817:1110;704.28;966.34;59.16;27.54;1.38;0.0
20180817:1210;695.71;966.58;63.0;28.83;1.17;0.0
20180817:1310;691.35;959.56;60.81;29.91;1.38;0.0
20180817:1410;622.72;845.3;53.69;30.04;1.79;0.0
20180817:1510;275.92;367.42;43.94;29.91;2.21;0.0
20180817:1610;251.56;335.12;33.03;28.9;2.76;0.0
20180817:1710;157.59;233.91;21.68;28.41;3.17;0.0
20180817:1810;33.5;59.02;10.31;27.61;3.17;0.0
20180817:1910;0.0;0.0;0.0;28.14;2.76;0.0
20180817:2010;0.0;0.0;0.0;26.8;4.14;0.0
20180817:2110;0.0;0.0;0.0;24.6;5.31;0.0
20180817:2210;0.0;0.0;0.0;22.56;5.24;0.0
20180817:2310;0.0;0.0;0.0;21.39;4.76;0.0
20180818:0010;0.0;0.0;0.0;20.37;4.34;0.0
20180818:0110;0.0;0.0;0.0;19.63;4.07;0.0
20180818:0210;0.0;0.0;0.0;18.98;4.0;0.0
20180818:0310;0.0;0.0;0.0;18.32;3.72;0.0
20180818:0410;0.0;0.0;0.0;17.82;3.52;0.0
20180818:0510;0.0;0.0;0.0;17.46;3.31;0.0
20180818:0610;20.21;42.68;6.93;17.2;3.03;0.0
20180818:0710;168.24;236.0;18.26;18.19;3.45;0.0
20180818:0810;371.31;466.77;29.65;19.77;3.45;0.0
20180818:0910;556.6;701.19;40.72;21.38;3.24;0.0
20180818:1010;664.02;859.91;50.87;23.54;2.9;0.0
20180818:1110;731.0;976.59;58.9;25.47;2.34;0.0
20180818:1210;745.24;1019.8;62.69;27.17;1.79;0.0
20180818:1310;706.13;980.17;60.49;28.39;1.1;0.0
20180818:1410;630.72;872.68;53.4;29.3;0.69;0.0
20180818:1510;489.81;663.25;43.68;29.84;0.69;0.0
20180818:1610;359.27;487.86;32.79;30.23;0.9;0.0
20180818:1710;158.33;247.21;21.44;30.32;1.31;0.0
20180818:1810;25.58;48.75;10.06;29.94;1.79;0.0
20180818:1910;0.0;0.0;0.0;28.85;1.31;0.0
20180818:2010;0.0;0.0;0.0;27.8;1.31;0.0
20180818:2110;0.0;0.0;0.0;26.7;1.93;0.0
20180818:2210;0.0;0.0;0.0;25.3;3.31;0.0
20180818:2310;0.0;0.0;0.0;23.76;3.72;0.0
20180819:0010;0.0;0.0;0.0;22.53;3.31;0.0
20180819:0110;0.0;0.0;0.0;21.79;2.97;0.0
20180819:0210;0.0;0.0;0.0;21.26;2.76;0.0
20180819:0310;0.0;0.0;0.0;20.73;2.69;0.0
20180819:0410;0.0;0.0;0.0;20.25;2.62;0.0
20180819:0510;0.0;0.0;0.0;19.76;2.62;0.0
20180819:0610;19.38;42.05;6.76;19.48;2.48;0.0
20180819:0710;145.24;203.43;18.1;20.25;2.9;0.0
20180819:0810;367.89;467.6;29.49;21.52;2.97;0.0
20180819:0910;538.95;686.26;40.55;22.91;2.83;0.0
20180819:1010;649.4;847.05;50.66;24.67;2.69;0.0
20180819:1110;717.46;961.54;58.63;26.6;2.41;0.0
20180819:1210;730.01;997.61;62.37;28.36;2.07;0.0
20180819:1310;690.35;947.36;60.17;29.52;1.79;0.0
20180819:1410;597.74;813.97;53.1;30.38;1.52;0.0
20180819:1510;481.15;647.43;43.42;30.83;1.38;0.0
20180819:1610;346.97;470.37;32.54;30.92;1.31;0.0
20180819:1710;154.76;239.57;21.19;30.86;1.24;0.0
20180819:1810;22.09;43.5;9.81;30.36;1.24;0.0
20180819:1910;0.0;0.0;0.0;29.19;0.9;0.0
20180819:2010;0.0;0.0;0.0;28.08;1.03;0.0
20180819:2110;0.0;0.0;0.0;26.63;1.17;0.0
20180819:2210;0.0;0.0;0.0;25.94;0.48;0.0
20180819:2310;0.0;0.0;0.0;24.46;1.86;0.0
20180820:0010;0.0;0.0;0.0;23.58;2.34;0.0
20180820:0110;0.0;0.0;0.0;22.75;2.48;0.0
20180820:0210;0.0;0.0;0.0;21.94;2.28;0.0
20180820:0310;0.0;0.0;0.0;21.22;2.14;0.0
20180820:0410;0.0;0.0;0.0;20.59;2.0;0.0
20180820:0510;0.0;0.0;0.0;20.04;1.93;0.0
20180820:0610;17.99;41.5;6.6;19.67;1.86;0.0
20180820:0710;169.0;241.05;17.94;20.89;2.0;0.0
20180820:0810;380.53;489.13;29.32;22.95;2.34;0.0
20180820:0910;542.23;703.88;40.37;24.9;2.07;0.0
20180820:1010;645.28;867.6;50.44;26.84;1.52;0.0
20180820:1110;708.45;983.4;58.36;28.49;1.17;0.0
20180820:1210;709.12;1001.27;62.04;29.84;0.9;0.0
20180820:1310;692.6;986.85;59.84;30.92;0.62;0.0
20180820:1410;621.17;873.39;52.81;31.66;0.55;0.0
20180820:1510;509.95;700.7;43.14;32.1;0.69;0.0
20180820:1610;350.42;479.84;32.28;32.1;0.97;0.0
20180820:1710;155.62;241.64;20.94;31.74;1.59;0.0
20180820:1810;28.36;51.97;9.56;30.4;1.17;0.0
20180820:1910;0.0;0.0;0.0;29.32;1.45;0.0
20180820:2010;0.0;0.0;0.0;27.65;2.07;0.0
20180820:2110;0.0;0.0;0.0;26.54;1.66;0.0
20180820:2210;0.0;0.0;0.0;25.38;1.66;0.0
20180820:2310;0.0;0.0;0.0;24.41;1.52;0.0
20180821:0010;0.0;0.0;0.0;24.12;1.59;0.0
20180821:0110;0.0;0.0;0.0;23.75;2.14;0.0
20180821:0210;0.0;0.0;0.0;23.12;2.28;0.0
20180821:0310;0.0;0.0;0.0;22.34;2.21;0.0
20180821:0410;0.0;0.0;0.0;21.63;2.14;0.0
20180821:0510;0.0;0.0;0.0;20.92;2.0;0.0
20180821:0610;17.39;41.0;6.43;20.45;1.86;0.0
20180821:0710;168.1;241.27;17.78;21.4;1.38;0.0
20180821:0810;376.42;487.98;29.16;23.73;1.72;0.0
20180821:0910;541.83;711.91;40.18;25.69;1.45;0.0
20180821:1010;643.23;872.2;50.23;27.77;1.31;0.0
20180821:1110;704.71;982.88;58.09;29.78;1.24;0.0
20180821:1210;721.53;1013.47;61.72;31.27;1.52;0.0
20180821:1310;702.99;986.18;59.51;32.2;1.59;0.0
20180821:1410;619.3;856.14;52.5;32.77;1.59;0.0
20180821:1510;511.82;695.27;42.87;32.87;1.66;0.0
20180821:1610;172.94;240.63;32.02;32.94;1.72;0.0
20180821:1710;151.3;234.57;20.69;32.3;1.45;0.0
20180821:1810;23.93;45.9;9.3;31.13;1.1;0.0
20180821:1910;0.0;0.0;0.0;28.87;1.86;0.0
20180821:2010;0.0;0.0;0.0;28.14;0.21;0.0
20180821:2110;0.0;0.0;0.0;27.11;0.55;0.0
20180821:2210;0.0;0.0;0.0;26.9;0.14;0.0
20180821:2310;0.0;0.0;0.0;24.84;1.24;0.0
20180822:0010;0.0;0.0;0.0;23.88;1.52;0.0
20180822:0110;0.0;0.0;0.0;22.66;1.38;0.0
20180822:0210;0.0;0.0;0.0;21.74;1.24;0.0
20180822:0310;0.0;0.0;0.0;21.06;1.24;0.0
20180822:0410;0.0;0.0;0.0;20.61;1.45;0.0
20180822:0510;0.0;0.0;0.0;20.1;1.52;0.0
20180822:0610;16.11;34.32;6.27;19.69;1.52;0.0
20180822:0710;144.47;204.72;17.62;21.15;0.97;0.0
20180822:0810;291.8;380.76;29.0;24.33;1.31;0.0
20180822:0910;436.39;571.04;40.0;26.31;1.38;0.0
20180822:1010;578.48;778.26;50.01;28.26;1.38;0.0
20180822:1110;384.77;515.18;57.81;30.21;1.38;0.0
20180822:1210;326.41;439.78;61.39;31.58;1.52;0.0
20180822:1310;683.19;956.87;59.17;32.54;1.59;0.0
20180822:1410;618.09;856.36;52.2;33.02;1.52;0.0
20180822:1510;482.66;659.03;42.59;33.22;1.24;0.0
20180822:1610;198.23;274.17;31.76;33.18;1.45;0.0
20180822:1710;9.85;24.89;20.43;31.3;3.79;0.0
20180822:1810;26.71;49.37;9.04;29.28;3.93;0.0
20180822:1910;0.0;0.0;0.0;28.49;1.45;0.0
20180822:2010;0.0;0.0;0.0;27.71;1.45;0.0
20180822:2110;0.0;0.0;0.0;26.64;1.03;0.0
20180822:2210;0.0;0.0;0.0;25.36;0.76;0.0
20180822:2310;0.0;0.0;0.0;24.46;0.62;0.0
20180823:0010;0.0;0.0;0.0;24.19;0.48;0.0
20180823:0110;0.0;0.0;0.0;22.82;0.9;0.0
20180823:0210;0.0;0.0;0.0;21.67;1.17;0.0
20180823:0310;0.0;0.0;0.0;21.07;1.1;0.0
20180823:0410;0.0;0.0;0.0;20.97;0.83;0.0
20180823:0510;0.0;0.0;0.0;21.01;0.69;0.0
20180823:0610;17.21;37.64;6.1;20.58;0.76;0.0
20180823:0710;85.27;123.22;17.46;21.06;0.76;0.0
20180823:0810;265.59;346.18;28.83;23.38;1.1;0.0
20180823:0910;491.4;651.16;39.82;25.1;0.41;0.0
20180823:1010;640.25;870.05;49.79;27.5;1.1;0.0
20180823:1110;709.77;986.14;57.53;29.27;1.31;0.0
20180823:1210;714.34;1003.7;61.06;30.74;1.31;0.0
20180823:1310;673.65;940.02;58.83;31.91;1.52;0.0
20180823:1410;274.66;371.35;51.88;32.47;1.93;0.0
20180823:1510;318.69;427.96;42.3;32.9;2.41;0.0
20180823:1610;331.79;446.76;31.49;31.73;2.69;0.0
20180823:1710;152.18;240.61;20.17;30.39;2.28;0.0
20180823:1810;28.49;51.97;8.78;29.57;1.31;0.0
20180823:1910;0.0;0.0;0.0;28.45;0.62;0.0
20180823:2010;0.0;0.0;0.0;27.35;1.45;0.0
20180823:2110;0.0;0.0;0.0;26.05;1.38;0.0
20180823:2210;0.0;0.0;0.0;24.56;1.31;0.0
20180823:2310;0.0;0.0;0.0;23.41;1.86;0.0
20180824:0010;0.0;0.0;0.0;22.52;2.14;0.0
20180824:0110;0.0;0.0;0.0;21.89;2.21;0.0
20180824:0210;0.0;0.0;0.0;21.34;2.14;0.0
20180824:0310;0.0;0.0;0.0;20.74;2.0;0.0
20180824:0410;0.0;0.0;0.0;20.21;2.07;0.0
20180824:0510;0.0;0.0;0.0;19.74;2.07;0.0
20180824:0610;16.07;37.63;5.94;19.38;2.0;0.0
20180824:0710;166.7;237.01;17.3;20.15;1.1;0.0
20180824:0810;377.81;489.72;28.66;23.04;1.31;0.0
20180824:0910;540.31;710.37;39.63;25.4;1.31;0.0
20180824:1010;643.05;875.75;49.56;27.44;1.03;0.0
20180824:1110;705.82;993.08;57.25;29.31;0.83;0.0
20180824:1210;729.01;1022.33;60.72;30.69;1.52;0.0
20180824:1310;685.89;945.22;58.49;31.82;2.28;0.0
20180824:1410;637.58;866.49;51.57;32.57;2.76;0.0
20180824:1510;516.31;689.3;42.01;32.74;3.17;0.0
20180824:1610;335.51;451.84;31.21;32.54;3.38;0.0
20180824:1710;147.11;226.02;19.9;31.94;3.38;0.0
20180824:1810;26.45;49.37;8.51;30.99;3.1;0.0
20180824:1910;0.0;0.0;0.0;29.29;2.34;0.0
20180824:2010;0.0;0.0;0.0;27.53;2.21;0.0
20180824:2110;0.0;0.0;0.0;25.96;2.21;0.0
20180824:2210;0.0;0.0;0.0;24.51;2.14;0.0
20180824:2310;0.0;0.0;0.0;23.29;2.28;0.0
20180825:0010;0.0;0.0;0.0;22.31;2.83;0.0
20180825:0110;0.0;0.0;0.0;21.15;2.83;0.0
20180825:0210;0.0;0.0;0.0;20.13;2.48;0.0
20180825:0310;0.0;0.0;0.0;19.33;2.14;0.0
20180825:0410;0.0;0.0;0.0;18.68;1.86;0.0
20180825:0510;0.0;0.0;0.0;18.05;1.72;0.0
20180825:0610;15.69;37.65;5.77;17.55;1.66;0.0
20180825:0710;170.14;239.27;17.14;18.67;1.52;0.0
20180825:0810;381.1;487.71;28.5;21.12;1.66;0.0
20180825:0910;544.51;710.89;39.44;23.5;1.17;0.0
20180825:1010;643.32;881.4;49.33;25.72;0.41;0.0
20180825:1110;711.59;998.86;56.96;27.6;0.62;0.0
20180825:1210;738.38;1027.97;60.38;29.32;1.59;0.0
20180825:1310;728.94;1004.64;58.15;30.65;2.28;0.0
20180825:1410;646.97;875.73;51.25;31.57;2.76;0.0
20180825:1510;524.28;700.08;41.72;31.99;2.83;0.0
20180825:1610;344.97;465.53;30.94;32.04;2.69;0.0
20180825:1710;145.39;222.55;19.63;31.65;2.41;0.0
20180825:1810;25.83;48.5;8.23;30.88;2.07;0.0
20180825:1910;0.0;0.0;0.0;29.09;2.07;0.0
20180825:2010;0.0;0.0;0.0;27.26;2.34;0.0
20180825:2110;0.0;0.0;0.0;25.72;2.55;0.0
20180825:2210;0.0;0.0;0.0;24.4;2.76;0.0
20180825:2310;0.0;0.0;0.0;23.15;3.17;0.0
20180826:0010;0.0;0.0;0.0;21.83;3.24;0.0
20180826:0110;0.0;0.0;0.0;20.61;3.03;0.0
20180826:0210;0.0;0.0;0.0;19.59;2.97;0.0
20180826:0310;0.0;0.0;0.0;18.77;2.9;0.0
20180826:0410;0.0;0.0;0.0;18.14;2.76;0.0
20180826:0510;0.0;0.0;0.0;17.63;2.62;0.0
20180826:0610;12.73;33.04;5.6;17.34;2.48;0.0
20180826:0710;175.05;246.36;16.98;18.37;2.07;0.0
20180826:0810;382.56;486.71;28.33;20.79;2.14;0.0
20180826:0910;553.98;715.52;39.25;23.07;1.79;0.0
20180826:1010;661.52;886.49;49.1;25.3;1.38;0.0
20180826:1110;669.15;920.9;56.68;27.37;0.97;0.0
20180826:1210;739.54;1034.23;60.04;29.27;1.38;0.0
20180826:1310;725.86;1003.07;57.8;30.82;2.14;0.0
20180826:1410;655.16;889.51;50.93;31.88;2.69;0.0
20180826:1510;530.94;710.09;41.42;32.43;2.9;0.0
20180826:1610;352.59;476.93;30.66;32.55;2.83;0.0
20180826:1710;147.08;231.29;19.36;32.28;2.69;0.0
20180826:1810;22.68;44.17;7.96;31.61;2.41;0.0
20180826:1910;0.0;0.0;0.0;30.07;1.93;0.0
20180826:2010;0.0;0.0;0.0;28.44;2.0;0.0
20180826:2110;0.0;0.0;0.0;27.0;1.86;0.0
20180826:2210;0.0;0.0;0.0;25.47;1.59;0.0
20180826:2310;0.0;0.0;0.0;23.84;1.38;0.0
20180827:0010;0.0;0.0;0.0;22.45;1.03;0.0
20180827:0110;0.0;0.0;0.0;21.79;0.83;0.0
20180827:0210;0.0;0.0;0.0;20.6;0.97;0.0
20180827:0310;0.0;0.0;0.0;19.44;1.59;0.0
20180827:0410;0.0;0.0;0.0;19.49;1.93;0.0
20180827:0510;0.0;0.0;0.0;19.43;2.07;0.0
20180827:0610;12.15;32.62;5.43;19.02;2.0;0.0
20180827:0710;174.61;247.97;16.81;20.12;1.72;0.0
20180827:0810;381.61;492.8;28.16;23.39;1.86;0.0
20180827:0910;540.6;709.91;39.06;26.26;1.72;0.0
20180827:1010;653.41;891.67;48.87;28.72;1.38;0.0
20180827:1110;710.21;997.13;56.39;30.84;1.31;0.0
20180827:1210;720.65;1011.57;59.69;32.59;1.93;0.0
20180827:1310;717.14;1001.88;57.44;33.8;2.41;0.0
20180827:1410;671.2;931.7;50.6;34.62;2.34;0.0
20180827:1510;490.61;671.49;41.12;35.04;1.86;0.0
20180827:1610;304.7;420.28;30.37;35.12;1.72;0.0
20180827:1710;102.55;154.97;19.08;34.86;2.07;0.0
20180827:1810;0.34;6.93;7.68;33.87;1.86;0.0
20180827:1910;0.0;0.0;0.0;32.21;1.52;0.0
20180827:2010;0.0;0.0;0.0;30.44;1.59;0.0
20180827:2110;0.0;0.0;0.0;29.14;0.9;0.0
20180827:2210;0.0;0.0;0.0;27.3;1.86;0.0
20180827:2310;0.0;0.0;0.0;25.77;2.0;0.0
20180828:0010;0.0;0.0;0.0;24.73;2.0;0.0
20180828:0110;0.0;0.0;0.0;24.4;2.21;0.0
20180828:0210;0.0;0.0;0.0;24.02;2.41;0.0
20180828:0310;0.0;0.0;0.0;23.0;1.79;0.0
20180828:0410;0.0;0.0;0.0;21.96;1.45;0.0
20180828:0510;0.0;0.0;0.0;21.11;1.45;0.0
20180828:0610;11.31;31.12;5.26;20.5;1.59;0.0
20180828:0710;164.15;235.05;16.65;21.61;0.9;0.0
20180828:0810;365.5;476.49;27.98;25.22;1.72;0.0
20180828:0910;531.75;692.29;38.87;27.07;2.69;0.0
20180828:1010;655.81;870.46;48.64;28.74;3.1;0.0
20180828:1110;722.33;973.55;56.09;30.37;3.52;0.0
20180828:1210;742.1;1001.53;59.35;31.62;4.28;0.0
20180828:1310;385.27;508.09;57.09;32.2;5.1;0.0
20180828:1410;374.24;490.82;50.27;31.71;5.59;0.0
20180828:1510;521.98;685.92;40.82;31.67;4.41;0.0
20180828:1610;296.85;397.33;30.08;32.09;4.62;0.0
20180828:1710;132.47;200.54;18.8;31.33;4.62;0.0
20180828:1810;21.64;42.44;7.4;30.27;3.59;0.0
20180828:1910;0.0;0.0;0.0;28.79;2.76;0.0
20180828:2010;0.0;0.0;0.0;27.18;2.62;0.0
20180828:2110;0.0;0.0;0.0;25.96;2.28;0.0
20180828:2210;0.0;0.0;0.0;24.93;2.0;0.0
20180828:2310;0.0;0.0;0.0;23.77;1.72;0.0
20180829:0010;0.0;0.0;0.0;22.61;1.59;0.0
20180829:0110;0.0;0.0;0.0;21.51;1.45;0.0
20180829:0210;0.0;0.0;0.0;20.37;1.38;0.0
20180829:0310;0.0;0.0;0.0;19.46;1.38;0.0
20180829:0410;0.0;0.0;0.0;18.71;1.31;0.0
20180829:0510;0.0;0.0;0.0;18.01;1.17;0.0
20180829:0610;11.05;30.69;5.09;17.5;1.1;0.0
20180829:0710;173.26;245.85;16.48;19.32;0.76;0.0
20180829:0810;381.85;498.13;27.81;23.11;0.69;0.0
20180829:0910;541.26;717.5;38.67;25.63;0.9;0.0
20180829:1010;656.54;901.0;48.4;27.48;0.83;0.0
20180829:1110;704.78;1006.66;55.79;28.94;0.28;0.0
20180829:1210;719.97;1028.82;59.0;30.01;0.62;0.0
20180829:1310;740.42;1054.04;56.73;30.09;0.83;0.0
20180829:1410;626.57;872.24;49.93;31.25;0.9;0.0
20180829:1510;514.1;702.74;40.51;31.55;0.83;0.0
20180829:1610;344.64;472.13;29.79;31.46;0.76;0.0
20180829:1710;140.34;221.59;18.51;31.13;0.62;0.0
20180829:1810;19.15;38.98;7.11;30.54;0.34;0.0
20180829:1910;0.0;0.0;0.0;29.33;1.03;0.0
20180829:2010;0.0;0.0;0.0;27.84;1.1;0.0
20180829:2110;0.0;0.0;0.0;26.27;1.24;0.0
20180829:2210;0.0;0.0;0.0;24.43;1.1;0.0
20180829:2310;0.0;0.0;0.0;23.71;1.93;0.0
20180830:0010;0.0;0.0;0.0;22.82;3.52;0.0
20180830:0110;0.0;0.0;0.0;22.02;4.0;0.0
20180830:0210;0.0;0.0;0.0;21.31;3.45;0.0
20180830:0310;0.0;0.0;0.0;20.69;2.9;0.0
20180830:0410;0.0;0.0;0.0;20.13;2.62;0.0
20180830:0510;0.0;0.0;0.0;19.65;2.55;0.0
20180830:0610;10.93;29.12;4.93;19.3;2.48;0.0
20180830:0710;167.87;237.09;16.32;20.18;2.55;0.0
20180830:0810;376.75;479.99;27.64;21.99;2.62;0.0
20180830:0910;537.55;692.43;38.47;23.92;2.21;0.0
20180830:1010;654.6;870.95;48.16;25.88;1.86;0.0
20180830:1110;707.89;972.95;55.49;27.7;1.38;0.0
20180830:1210;705.95;993.93;58.64;29.22;0.83;0.0
20180830:1310;684.59;964.3;56.37;30.04;0.76;0.0
20180830:1410;574.18;787.55;49.59;30.74;1.03;0.0
20180830:1510;502.37;681.53;40.2;31.16;1.03;0.0
20180830:1610;333.26;454.9;29.5;31.46;1.03;0.0
20180830:1710;136.13;214.66;18.23;31.09;1.03;0.0
20180830:1810;19.16;38.98;6.82;30.55;0.9;0.0
20180830:1910;0.0;0.0;0.0;29.84;0.69;0.0
20180830:2010;0.0;0.0;0.0;29.07;0.14;0.0
20180830:2110;0.0;0.0;0.0;28.32;0.28;0.0
20180830:2210;0.0;0.0;0.0;27.6;0.41;0.0
20180830:2310;0.0;0.0;0.0;26.52;0.48;0.0
20180831:0010;0.0;0.0;0.0;24.96;0.69;0.0
20180831:0110;0.0;0.0;0.0;22.05;1.59;0.0
20180831:0210;0.0;0.0;0.0;21.83;2.28;0.0
20180831:0310;0.0;0.0;0.0;21.46;2.62;0.0
20180831:0410;0.0;0.0;0.0;20.9;2.62;0.0
20180831:0510;0.0;0.0;0.0;20.44;2.41;0.0
20180831:0610;10.18;29.39;4.76;20.11;2.21;0.0
20180831:0710;164.83;233.8;16.15;20.98;2.0;0.0
20180831:0810;376.62;482.85;27.46;22.92;2.34;0.0
20180831:0910;529.43;686.82;38.27;24.95;2.0;0.0
20180831:1010;653.18;876.93;47.92;27.12;1.72;0.0
20180831:1110;700.82;973.26;55.19;29.15;1.24;0.0
20180831:1210;698.92;1006.79;58.29;30.79;0.34;0.0
20180831:1310;677.36;982.06;56.0;31.87;0.14;0.0
20180831:1410;605.32;857.5;49.25;32.67;0.34;0.0
20180831:1510;487.17;675.71;39.88;33.28;0.34;0.0
20180831:1610;300.94;416.74;29.2;33.36;0.41;0.0
20180831:1710;131.48;209.57;17.93;33.06;0.34;0.0
20180831:1810;17.78;37.24;6.53;32.38;0.0;0.0
20180831:1910;0.0;0.0;0.0;31.38;1.03;0.0
20180831:2010;0.0;0.0;0.0;29.84;2.0;0.0
20180831:2110;0.0;0.0;0.0;27.98;2.69;0.0
20180831:2210;0.0;0.0;0.0;26.79;3.72;0.0
20180831:2310;0.0;0.0;0.0;25.33;4.21;0.0
20180901:0010;0.0;0.0;0.0;24.06;4.14;0.0
20180901:0110;0.0;0.0;0.0;23.21;3.86;0.0
20180901:0210;0.0;0.0;0.0;22.45;3.59;0.0
20180901:0310;0.0;0.0;0.0;21.79;3.31;0.0
20180901:0410;0.0;0.0;0.0;21.2;3.03;0.0
20180901:0510;0.0;0.0;0.0;20.7;2.83;0.0
20180901:0610;9.9;28.05;4.59;20.33;2.62;0.0
20180901:0710;167.78;238.14;15.98;21.36;2.55;0.0
20180901:0810;379.54;485.67;27.29;23.17;2.76;0.0
20180901:0910;542.47;701.52;38.07;25.11;2.41;0.0
20180901:1010;660.27;881.94;47.67;27.12;2.07;0.0
20180901:1110;718.81;992.15;54.89;29.17;1.66;0.0
20180901:1210;712.78;1011.74;57.93;31.0;0.97;0.0
20180901:1310;680.57;980.14;55.63;32.2;0.41;0.0
20180901:1410;610.15;860.63;48.91;33.05;0.62;0.0
20180901:1510;498.38;685.42;39.56;33.39;0.9;0.0
20180901:1610;331.68;457.16;28.9;33.49;1.17;0.0
20180901:1710;132.3;213.45;17.64;33.19;1.45;0.0
20180901:1810;15.48;33.78;6.24;32.46;1.72;0.0
20180901:1910;0.0;0.0;0.0;30.98;1.86;0.0
20180901:2010;0.0;0.0;0.0;29.65;1.79;0.0
20180901:2110;0.0;0.0;0.0;28.46;1.52;0.0
20180901:2210;0.0;0.0;0.0;26.88;1.31;0.0
20180901:2310;0.0;0.0;0.0;25.29;1.59;0.0
20180902:0010;0.0;0.0;0.0;24.26;2.14;0.0
20180902:0110;0.0;0.0;0.0;23.79;2.76;0.0
20180902:0210;0.0;0.0;0.0;23.21;2.83;0.0
20180902:0310;0.0;0.0;0.0;22.58;2.48;0.0
20180902:0410;0.0;0.0;0.0;21.98;2.34;0.0
20180902:0510;0.0;0.0;0.0;21.48;2.28;0.0
20180902:0610;8.82;27.08;4.41;21.02;2.21;0.0
20180902:0710;153.55;218.52;15.81;22.27;1.66;0.0
20180902:0810;364.73;472.45;27.11;24.37;1.86;0.0
20180902:0910;524.47;691.43;37.87;26.36;1.31;0.0
20180902:1010;625.31;857.84;47.43;28.53;0.83;0.0
20180902:1110;682.03;958.47;54.58;30.65;0.97;0.0
20180902:1210;710.53;998.06;57.57;32.69;1.79;0.0
20180902:1310;702.57;972.72;55.26;33.8;2.76;0.0
20180902:1410;625.78;853.39;48.56;34.59;3.17;0.0
20180902:1510;504.18;679.69;39.24;34.92;3.17;0.0
20180902:1610;327.02;446.52;28.59;34.72;3.31;0.0
20180902:1710;129.42;207.79;17.34;34.22;3.59;0.0
20180902:1810;13.18;30.31;5.94;32.85;3.03;0.0
20180902:1910;0.0;0.0;0.0;31.75;1.66;0.0
20180902:2010;0.0;0.0;0.0;30.06;2.07;0.0
20180902:2110;0.0;0.0;0.0;28.74;1.79;0.0
20180902:2210;0.0;0.0;0.0;27.46;1.72;0.0
20180902:2310;0.0;0.0;0.0;26.43;1.59;0.0
20180903:0010;0.0;0.0;0.0;25.07;1.45;0.0
20180903:0110;0.0;0.0;0.0;24.36;1.03;0.0
20180903:0210;0.0;0.0;0.0;24.84;0.34;0.0
20180903:0310;0.0;0.0;0.0;23.97;0.34;0.0
20180903:0410;0.0;0.0;0.0;22.88;0.76;0.0
20180903:0510;0.0;0.0;0.0;21.19;1.1;0.0
20180903:0610;8.54;24.6;4.24;20.41;1.38;0.0
20180903:0710;107.21;153.07;15.65;21.21;0.76;0.0
20180903:0810;304.33;397.61;26.93;24.01;0.69;0.0
20180903:0910;250.11;328.94;37.67;26.05;1.45;0.0
20180903:1010;653.66;876.77;47.18;27.93;2.07;0.0
20180903:1110;716.31;971.42;54.27;29.2;2.62;0.0
20180903:1210;721.56;977.69;57.21;30.52;3.31;0.0
20180903:1310;674.19;907.81;54.89;31.48;3.66;0.0
20180903:1410;495.01;655.35;48.21;32.04;3.93;0.0
20180903:1510;522.78;687.78;38.92;31.4;4.07;0.0
