CUPS;Fecha;Hora;Consumo (kWh);Metodo_obtencion
ES0021000004465414FF;21/12/2022;21;1,064;R
ES0021000004465414FF;21/12/2022;22;1,112;R
ES0021000004465414FF;21/12/2022;23;0,789;R
ES0021000004465414FF;21/12/2022;24;0,767;R
ES0021000004465414FF;22/12/2022;1;0,954;R
ES0021000004465414FF;22/12/2022;2;0,322;R
ES0021000004465414FF;22/12/2022;3;0,134;R
ES0021000004465414FF;22/12/2022;4;0,2;R
ES0021000004465414FF;22/12/2022;5;0,142;R
ES0021000004465414FF;22/12/2022;6;0,189;R
ES0021000004465414FF;22/12/2022;7;0,157;R
ES0021000004465414FF;22/12/2022;8;0,306;R
ES0021000004465414FF;22/12/2022;9;0,214;R
ES0021000004465414FF;22/12/2022;10;0,172;R
ES0021000004465414FF;22/12/2022;11;0,316;R
ES0021000004465414FF;22/12/2022;12;0,378;R
ES0021000004465414FF;22/12/2022;13;0,502;R
ES0021000004465414FF;22/12/2022;14;0,696;R
ES0021000004465414FF;22/12/2022;15;0,328;R
ES0021000004465414FF;22/12/2022;16;0,714;R
ES0021000004465414FF;22/12/2022;17;0,415;R
ES0021000004465414FF;22/12/2022;18;0,512;R
ES0021000004465414FF;22/12/2022;19;0,531;R
ES0021000004465414FF;22/12/2022;20;0,619;R
ES0021000004465414FF;22/12/2022;21;1,012;R
ES0021000004465414FF;22/12/2022;22;0,694;R
ES0021000004465414FF;22/12/2022;23;0,735;R
ES0021000004465414FF;22/12/2022;24;0,694;R
ES0021000004465414FF;23/12/2022;1;0,652;R
ES0021000004465414FF;23/12/2022;2;0,552;R
ES0021000004465414FF;23/12/2022;3;0,345;R
ES0021000004465414FF;23/12/2022;4;0,14;R
ES0021000004465414FF;23/12/2022;5;0,18;R
ES0021000004465414FF;23/12/2022;6;0,141;R
ES0021000004465414FF;23/12/2022;7;0,251;R
ES0021000004465414FF;23/12/2022;8;0,544;R
ES0021000004465414FF;23/12/2022;9;0,34;R
ES0021000004465414FF;23/12/2022;10;0,181;R
ES0021000004465414FF;23/12/2022;11;0,244;R
ES0021000004465414FF;23/12/2022;12;0,192;R
ES0021000004465414FF;23/12/2022;13;0,2;R
ES0021000004465414FF;23/12/2022;14;0,202;R
ES0021000004465414FF;23/12/2022;15;0,619;R
ES0021000004465414FF;23/12/2022;16;1,116;R
ES0021000004465414FF;23/12/2022;17;0,6;R
ES0021000004465414FF;23/12/2022;18;0,582;R
ES0021000004465414FF;23/12/2022;19;0,735;R
ES0021000004465414FF;23/12/2022;20;0,935;R
ES0021000004465414FF;23/12/2022;21;0,732;R
ES0021000004465414FF;23/12/2022;22;0,694;R
ES0021000004465414FF;23/12/2022;23;0,813;R
ES0021000004465414FF;23/12/2022;24;0,645;R
ES0021000004465414FF;24/12/2022;1;0,611;R
ES0021000004465414FF;24/12/2022;2;0,673;R
ES0021000004465414FF;24/12/2022;3;0,454;R
ES0021000004465414FF;24/12/2022;4;0,236;R
ES0021000004465414FF;24/12/2022;5;0,124;R
ES0021000004465414FF;24/12/2022;6;0,146;R
ES0021000004465414FF;24/12/2022;7;0,269;R
ES0021000004465414FF;24/12/2022;8;0,37;R
ES0021000004465414FF;24/12/2022;9;0,325;R
ES0021000004465414FF;24/12/2022;10;0,18;R
ES0021000004465414FF;24/12/2022;11;0,081;R
ES0021000004465414FF;24/12/2022;12;0,109;R
ES0021000004465414FF;24/12/2022;13;0,091;R
ES0021000004465414FF;24/12/2022;14;0,109;R
ES0021000004465414FF;24/12/2022;15;0,076;R
ES0021000004465414FF;24/12/2022;16;0,108;R
ES0021000004465414FF;24/12/2022;17;0,091;R
ES0021000004465414FF;24/12/2022;18;0,108;R
ES0021000004465414FF;24/12/2022;19;0,136;R
ES0021000004465414FF;24/12/2022;20;0,166;R
ES0021000004465414FF;24/12/2022;21;0,1;R
ES0021000004465414FF;24/12/2022;22;0,11;R
ES0021000004465414FF;24/12/2022;23;0,095;R
ES0021000004465414FF;24/12/2022;24;0,094;R
ES0021000004465414FF;25/12/2022;1;0,098;R
ES0021000004465414FF;25/12/2022;2;0,105;R
ES0021000004465414FF;25/12/2022;3;0,083;R
ES0021000004465414FF;25/12/2022;4;0,1;R
ES0021000004465414FF;25/12/2022;5;0,09;R
ES0021000004465414FF;25/12/2022;6;0,107;R
ES0021000004465414FF;25/12/2022;7;0,076;R
ES0021000004465414FF;25/12/2022;8;0,154;R
ES0021000004465414FF;25/12/2022;9;0,089;R
ES0021000004465414FF;25/12/2022;10;0,107;R
ES0021000004465414FF;25/12/2022;11;0,077;R
ES0021000004465414FF;25/12/2022;12;0,154;R
ES0021000004465414FF;25/12/2022;13;0,088;R
ES0021000004465414FF;25/12/2022;14;0,174;R
ES0021000004465414FF;25/12/2022;15;0,143;R
ES0021000004465414FF;25/12/2022;16;0,093;R
ES0021000004465414FF;25/12/2022;17;0,11;R
ES0021000004465414FF;25/12/2022;18;0,144;R
ES0021000004465414FF;25/12/2022;19;0,088;R
ES0021000004465414FF;25/12/2022;20;0,103;R
ES0021000004465414FF;25/12/2022;21;0,828;R
ES0021000004465414FF;25/12/2022;22;1,057;R
ES0021000004465414FF;25/12/2022;23;0,907;R
ES0021000004465414FF;25/12/2022;24;0,829;R
ES0021000004465414FF;26/12/2022;1;0,737;R
ES0021000004465414FF;26/12/2022;2;0,668;R
ES0021000004465414FF;26/12/2022;3;0,21;R
ES0021000004465414FF;26/12/2022;4;0,21;R
ES0021000004465414FF;26/12/2022;5;0,2;R
ES0021000004465414FF;26/12/2022;6;0,124;R
ES0021000004465414FF;26/12/2022;7;0,114;R
ES0021000004465414FF;26/12/2022;8;0,163;R
ES0021000004465414FF;26/12/2022;9;0,203;R
ES0021000004465414FF;26/12/2022;10;0,304;R
ES0021000004465414FF;26/12/2022;11;0,473;R
ES0021000004465414FF;26/12/2022;12;0,501;R
ES0021000004465414FF;26/12/2022;13;0,619;R
ES0021000004465414FF;26/12/2022;14;0,623;R
ES0021000004465414FF;26/12/2022;15;0,719;R
ES0021000004465414FF;26/12/2022;16;1,189;R
ES0021000004465414FF;26/12/2022;17;0,748;R
ES0021000004465414FF;26/12/2022;18;0,703;R
ES0021000004465414FF;26/12/2022;19;1,285;R
ES0021000004465414FF;26/12/2022;20;1,304;R
ES0021000004465414FF;26/12/2022;21;1,613;R
ES0021000004465414FF;26/12/2022;22;0,825;R
ES0021000004465414FF;26/12/2022;23;0,915;R
ES0021000004465414FF;26/12/2022;24;0,819;R
ES0021000004465414FF;27/12/2022;1;0,739;R
ES0021000004465414FF;27/12/2022;2;0,18;R
ES0021000004465414FF;27/12/2022;3;0,096;R
ES0021000004465414FF;27/12/2022;4;0,115;R
ES0021000004465414FF;27/12/2022;5;0,099;R
ES0021000004465414FF;27/12/2022;6;0,108;R
ES0021000004465414FF;27/12/2022;7;0,341;R
ES0021000004465414FF;27/12/2022;8;0,245;R
ES0021000004465414FF;27/12/2022;9;0,199;R
ES0021000004465414FF;27/12/2022;10;0,221;R
ES0021000004465414FF;27/12/2022;11;0,29;R
ES0021000004465414FF;27/12/2022;12;0,347;R
ES0021000004465414FF;27/12/2022;13;0,46;R
ES0021000004465414FF;27/12/2022;14;0,633;R
ES0021000004465414FF;27/12/2022;15;0,907;R
ES0021000004465414FF;27/12/2022;16;0,651;R
ES0021000004465414FF;27/12/2022;17;0,538;R
ES0021000004465414FF;27/12/2022;18;0,598;R
ES0021000004465414FF;27/12/2022;19;1,21;R
ES0021000004465414FF;27/12/2022;20;0,914;R
ES0021000004465414FF;27/12/2022;21;0,691;R
ES0021000004465414FF;27/12/2022;22;1,465;R
ES0021000004465414FF;27/12/2022;23;0,808;R
ES0021000004465414FF;27/12/2022;24;0,71;R
ES0021000004465414FF;28/12/2022;1;0,681;R
ES0021000004465414FF;28/12/2022;2;0,575;R
ES0021000004465414FF;28/12/2022;3;0,176;R
ES0021000004465414FF;28/12/2022;4;0,116;R
ES0021000004465414FF;28/12/2022;5;0,152;R
ES0021000004465414FF;28/12/2022;6;0,135;R
ES0021000004465414FF;28/12/2022;7;0,344;R
ES0021000004465414FF;28/12/2022;8;0,26;R
ES0021000004465414FF;28/12/2022;9;0,403;R
ES0021000004465414FF;28/12/2022;10;0,454;R
ES0021000004465414FF;28/12/2022;11;0,553;R
ES0021000004465414FF;28/12/2022;12;0,632;R
ES0021000004465414FF;28/12/2022;13;0,622;R
ES0021000004465414FF;28/12/2022;14;0,61;R
ES0021000004465414FF;28/12/2022;15;0,583;R
ES0021000004465414FF;28/12/2022;16;0,311;R
ES0021000004465414FF;28/12/2022;17;0,269;R
ES0021000004465414FF;28/12/2022;18;0,363;R
ES0021000004465414FF;28/12/2022;19;0,292;R
ES0021000004465414FF;28/12/2022;20;0,451;R
ES0021000004465414FF;28/12/2022;21;0,488;R
ES0021000004465414FF;28/12/2022;22;0,511;R
ES0021000004465414FF;28/12/2022;23;0,512;R
ES0021000004465414FF;28/12/2022;24;0,775;R
ES0021000004465414FF;29/12/2022;1;0,739;R
ES0021000004465414FF;29/12/2022;2;0,445;R
ES0021000004465414FF;29/12/2022;3;0,258;R
ES0021000004465414FF;29/12/2022;4;0,165;R
ES0021000004465414FF;29/12/2022;5;0,117;R
ES0021000004465414FF;29/12/2022;6;0,16;R
ES0021000004465414FF;29/12/2022;7;0,518;R
ES0021000004465414FF;29/12/2022;8;0,279;R
ES0021000004465414FF;29/12/2022;9;0,274;R
ES0021000004465414FF;29/12/2022;10;0,246;R
ES0021000004465414FF;29/12/2022;11;0,351;R
ES0021000004465414FF;29/12/2022;12;0,472;R
ES0021000004465414FF;29/12/2022;13;0,505;R
ES0021000004465414FF;29/12/2022;14;0,658;R
ES0021000004465414FF;29/12/2022;15;0,544;R
ES0021000004465414FF;29/12/2022;16;0,663;R
ES0021000004465414FF;29/12/2022;17;0,701;R
ES0021000004465414FF;29/12/2022;18;0,775;R
ES0021000004465414FF;29/12/2022;19;0,979;R
ES0021000004465414FF;29/12/2022;20;0,89;R
ES0021000004465414FF;29/12/2022;21;0,787;R
ES0021000004465414FF;29/12/2022;22;0,848;R
ES0021000004465414FF;29/12/2022;23;0,953;R
ES0021000004465414FF;29/12/2022;24;0,816;R
ES0021000004465414FF;30/12/2022;1;0,62;R
ES0021000004465414FF;30/12/2022;2;0,521;R
ES0021000004465414FF;30/12/2022;3;0,166;R
ES0021000004465414FF;30/12/2022;4;0,174;R
ES0021000004465414FF;30/12/2022;5;0,135;R
ES0021000004465414FF;30/12/2022;6;0,152;R
ES0021000004465414FF;30/12/2022;7;0,134;R
ES0021000004465414FF;30/12/2022;8;0,242;R
ES0021000004465414FF;30/12/2022;9;0,256;R
ES0021000004465414FF;30/12/2022;10;0,217;R
ES0021000004465414FF;30/12/2022;11;0,396;R
ES0021000004465414FF;30/12/2022;12;0,375;R
ES0021000004465414FF;30/12/2022;13;0,31;R
ES0021000004465414FF;30/12/2022;14;0,333;R
ES0021000004465414FF;30/12/2022;15;0,617;R
ES0021000004465414FF;30/12/2022;16;1,019;R
ES0021000004465414FF;30/12/2022;17;0,614;R
ES0021000004465414FF;30/12/2022;18;0,763;R
ES0021000004465414FF;30/12/2022;19;0,958;R
ES0021000004465414FF;30/12/2022;20;0,916;R
ES0021000004465414FF;30/12/2022;21;1,023;R
ES0021000004465414FF;30/12/2022;22;0,829;R
ES0021000004465414FF;30/12/2022;23;0,38;R
ES0021000004465414FF;30/12/2022;24;0,437;R
ES0021000004465414FF;31/12/2022;1;0,758;R
ES0021000004465414FF;31/12/2022;2;0,344;R
ES0021000004465414FF;31/12/2022;3;0,238;R
ES0021000004465414FF;31/12/2022;4;0,322;R
ES0021000004465414FF;31/12/2022;5;0,262;R
ES0021000004465414FF;31/12/2022;6;0,352;R
ES0021000004465414FF;31/12/2022;7;0,36;R
ES0021000004465414FF;31/12/2022;8;0,446;R
ES0021000004465414FF;31/12/2022;9;0,406;R
ES0021000004465414FF;31/12/2022;10;0,74;R
ES0021000004465414FF;31/12/2022;11;0,66;R
ES0021000004465414FF;31/12/2022;12;0,706;R
ES0021000004465414FF;31/12/2022;13;0,548;R
ES0021000004465414FF;31/12/2022;14;0,656;R
ES0021000004465414FF;31/12/2022;15;1,644;R
ES0021000004465414FF;31/12/2022;16;3,746;R
ES0021000004465414FF;31/12/2022;17;3,514;R
ES0021000004465414FF;31/12/2022;18;2,844;R
ES0021000004465414FF;31/12/2022;19;2,442;R
ES0021000004465414FF;31/12/2022;20;4,88;R
ES0021000004465414FF;31/12/2022;21;4,464;R
ES0021000004465414FF;31/12/2022;22;1,038;R
ES0021000004465414FF;31/12/2022;23;1,442;R
ES0021000004465414FF;31/12/2022;24;0,608;R
ES0021000004465414FF;01/01/2023;1;0,105;R
ES0021000004465414FF;01/01/2023;2;0,104;R
ES0021000004465414FF;01/01/2023;3;0,099;R
ES0021000004465414FF;01/01/2023;4;0,112;R
ES0021000004465414FF;01/01/2023;5;0,26;R
ES0021000004465414FF;01/01/2023;6;0,168;R
ES0021000004465414FF;01/01/2023;7;0,191;R
ES0021000004465414FF;01/01/2023;8;0,133;R
ES0021000004465414FF;01/01/2023;9;0,116;R
ES0021000004465414FF;01/01/2023;10;0,172;R
ES0021000004465414FF;01/01/2023;11;0,116;R
ES0021000004465414FF;01/01/2023;12;0,147;R
ES0021000004465414FF;01/01/2023;13;0,375;R
ES0021000004465414FF;01/01/2023;14;0,664;R
ES0021000004465414FF;01/01/2023;15;0,837;R
ES0021000004465414FF;01/01/2023;16;1,017;R
ES0021000004465414FF;01/01/2023;17;1,214;R
ES0021000004465414FF;01/01/2023;18;0,77;R
ES0021000004465414FF;01/01/2023;19;0,675;R
ES0021000004465414FF;01/01/2023;20;0,627;R
ES0021000004465414FF;01/01/2023;21;0,615;R
ES0021000004465414FF;01/01/2023;22;0,77;R
ES0021000004465414FF;01/01/2023;23;0,718;R
ES0021000004465414FF;01/01/2023;24;0,703;R
ES0021000004465414FF;02/01/2023;1;0,578;R
ES0021000004465414FF;02/01/2023;2;0,548;R
ES0021000004465414FF;02/01/2023;3;0,4;R
ES0021000004465414FF;02/01/2023;4;0,19;R
ES0021000004465414FF;02/01/2023;5;0,102;R
ES0021000004465414FF;02/01/2023;6;0,139;R
ES0021000004465414FF;02/01/2023;7;0,121;R
ES0021000004465414FF;02/01/2023;8;0,217;R
ES0021000004465414FF;02/01/2023;9;0,216;R
ES0021000004465414FF;02/01/2023;10;0,404;R
ES0021000004465414FF;02/01/2023;11;0,373;R
ES0021000004465414FF;02/01/2023;12;0,357;R
ES0021000004465414FF;02/01/2023;13;0,376;R
ES0021000004465414FF;02/01/2023;14;0,326;R
ES0021000004465414FF;02/01/2023;15;1,04;R
ES0021000004465414FF;02/01/2023;16;0,633;R
ES0021000004465414FF;02/01/2023;17;0,79;R
ES0021000004465414FF;02/01/2023;18;0,723;R
ES0021000004465414FF;02/01/2023;19;0,609;R
ES0021000004465414FF;02/01/2023;20;0,837;R
ES0021000004465414FF;02/01/2023;21;1,61;R
ES0021000004465414FF;02/01/2023;22;1,078;R
ES0021000004465414FF;02/01/2023;23;0,778;R
ES0021000004465414FF;02/01/2023;24;0,726;R
ES0021000004465414FF;03/01/2023;1;0,647;R
ES0021000004465414FF;03/01/2023;2;0,342;R
ES0021000004465414FF;03/01/2023;3;0,219;R
ES0021000004465414FF;03/01/2023;4;0,16;R
ES0021000004465414FF;03/01/2023;5;0,158;R
ES0021000004465414FF;03/01/2023;6;0,112;R
ES0021000004465414FF;03/01/2023;7;0,527;R
ES0021000004465414FF;03/01/2023;8;0,244;R
ES0021000004465414FF;03/01/2023;9;0,241;R
ES0021000004465414FF;03/01/2023;10;0,191;R
ES0021000004465414FF;03/01/2023;11;0,254;R
ES0021000004465414FF;03/01/2023;12;0,301;R
ES0021000004465414FF;03/01/2023;13;0,379;R
ES0021000004465414FF;03/01/2023;14;0,561;R
ES0021000004465414FF;03/01/2023;15;0,783;R
ES0021000004465414FF;03/01/2023;16;0,743;R
ES0021000004465414FF;03/01/2023;17;0,65;R
ES0021000004465414FF;03/01/2023;18;0,836;R
ES0021000004465414FF;03/01/2023;19;1,234;R
ES0021000004465414FF;03/01/2023;20;0,812;R
ES0021000004465414FF;03/01/2023;21;1,432;R
ES0021000004465414FF;03/01/2023;22;0,95;R
ES0021000004465414FF;03/01/2023;23;0,892;R
ES0021000004465414FF;03/01/2023;24;0,45;R
ES0021000004465414FF;04/01/2023;1;0,273;R
ES0021000004465414FF;04/01/2023;2;0,219;R
ES0021000004465414FF;04/01/2023;3;0,218;R
ES0021000004465414FF;04/01/2023;4;0,239;R
ES0021000004465414FF;04/01/2023;5;0,168;R
ES0021000004465414FF;04/01/2023;6;0,177;R
ES0021000004465414FF;04/01/2023;7;0,35;R
ES0021000004465414FF;04/01/2023;8;0,292;R
ES0021000004465414FF;04/01/2023;9;0,488;R
ES0021000004465414FF;04/01/2023;10;0,406;R
ES0021000004465414FF;04/01/2023;11;0,415;R
ES0021000004465414FF;04/01/2023;12;0,478;R
ES0021000004465414FF;04/01/2023;13;0,43;R
ES0021000004465414FF;04/01/2023;14;0,408;R
ES0021000004465414FF;04/01/2023;15;0,602;R
ES0021000004465414FF;04/01/2023;16;0,582;R
ES0021000004465414FF;04/01/2023;17;0,647;R
ES0021000004465414FF;04/01/2023;18;0,854;R
ES0021000004465414FF;04/01/2023;19;1,201;R
ES0021000004465414FF;04/01/2023;20;1,167;R
ES0021000004465414FF;04/01/2023;21;1,418;R
ES0021000004465414FF;04/01/2023;22;0,787;R
ES0021000004465414FF;04/01/2023;23;0,78;R
ES0021000004465414FF;04/01/2023;24;0,873;R
ES0021000004465414FF;05/01/2023;1;0,742;R
ES0021000004465414FF;05/01/2023;2;0,336;R
ES0021000004465414FF;05/01/2023;3;0,124;R
ES0021000004465414FF;05/01/2023;4;0,159;R
ES0021000004465414FF;05/01/2023;5;0,126;R
ES0021000004465414FF;05/01/2023;6;0,187;R
ES0021000004465414FF;05/01/2023;7;0,327;R
ES0021000004465414FF;05/01/2023;8;0,259;R
ES0021000004465414FF;05/01/2023;9;0,25;R
ES0021000004465414FF;05/01/2023;10;0,221;R
ES0021000004465414FF;05/01/2023;11;0,409;R
ES0021000004465414FF;05/01/2023;12;0,448;R
ES0021000004465414FF;05/01/2023;13;0,484;R
ES0021000004465414FF;05/01/2023;14;0,408;R
ES0021000004465414FF;05/01/2023;15;0,468;R
ES0021000004465414FF;05/01/2023;16;0,963;R
ES0021000004465414FF;05/01/2023;17;0,908;R
ES0021000004465414FF;05/01/2023;18;1,186;R
ES0021000004465414FF;05/01/2023;19;0,979;R
ES0021000004465414FF;05/01/2023;20;0,947;R
ES0021000004465414FF;05/01/2023;21;1,05;R
ES0021000004465414FF;05/01/2023;22;1,058;R
ES0021000004465414FF;05/01/2023;23;1,043;R
ES0021000004465414FF;05/01/2023;24;0,925;R
ES0021000004465414FF;06/01/2023;1;0,827;R
ES0021000004465414FF;06/01/2023;2;0,958;R
ES0021000004465414FF;06/01/2023;3;0,548;R
ES0021000004465414FF;06/01/2023;4;0,194;R
ES0021000004465414FF;06/01/2023;5;0,149;R
ES0021000004465414FF;06/01/2023;6;0,168;R
ES0021000004465414FF;06/01/2023;7;0,136;R
ES0021000004465414FF;06/01/2023;8;0,182;R
ES0021000004465414FF;06/01/2023;9;0,174;R
ES0021000004465414FF;06/01/2023;10;0,292;R
ES0021000004465414FF;06/01/2023;11;0,241;R
ES0021000004465414FF;06/01/2023;12;0,493;R
ES0021000004465414FF;06/01/2023;13;0,643;R
ES0021000004465414FF;06/01/2023;14;0,724;R
ES0021000004465414FF;06/01/2023;15;0,248;R
ES0021000004465414FF;06/01/2023;16;0,152;R
ES0021000004465414FF;06/01/2023;17;0,154;R
ES0021000004465414FF;06/01/2023;18;0,143;R
ES0021000004465414FF;06/01/2023;19;0,149;R
ES0021000004465414FF;06/01/2023;20;0,215;R
ES0021000004465414FF;06/01/2023;21;0,907;R
ES0021000004465414FF;06/01/2023;22;1,065;R
ES0021000004465414FF;06/01/2023;23;1,021;R
ES0021000004465414FF;06/01/2023;24;0,791;R
ES0021000004465414FF;07/01/2023;1;0,743;R
ES0021000004465414FF;07/01/2023;2;0,684;R
ES0021000004465414FF;07/01/2023;3;0,218;R
ES0021000004465414FF;07/01/2023;4;0,208;R
ES0021000004465414FF;07/01/2023;5;0,131;R
ES0021000004465414FF;07/01/2023;6;0,177;R
ES0021000004465414FF;07/01/2023;7;0,13;R
ES0021000004465414FF;07/01/2023;8;0,211;R
ES0021000004465414FF;07/01/2023;9;0,135;R
ES0021000004465414FF;07/01/2023;10;0,411;R
ES0021000004465414FF;07/01/2023;11;0,444;R
ES0021000004465414FF;07/01/2023;12;0,542;R
ES0021000004465414FF;07/01/2023;13;0,682;R
ES0021000004465414FF;07/01/2023;14;0,615;R
ES0021000004465414FF;07/01/2023;15;1,592;R
ES0021000004465414FF;07/01/2023;16;1,097;R
ES0021000004465414FF;07/01/2023;17;0,852;R
ES0021000004465414FF;07/01/2023;18;0,544;R
ES0021000004465414FF;07/01/2023;19;0,529;R
ES0021000004465414FF;07/01/2023;20;0,556;R
ES0021000004465414FF;07/01/2023;21;0,45;R
ES0021000004465414FF;07/01/2023;22;0,881;R
ES0021000004465414FF;07/01/2023;23;0,901;R
ES0021000004465414FF;07/01/2023;24;0,644;R
ES0021000004465414FF;08/01/2023;1;0,553;R
ES0021000004465414FF;08/01/2023;2;0,431;R
ES0021000004465414FF;08/01/2023;3;0,263;R
ES0021000004465414FF;08/01/2023;4;0,13;R
ES0021000004465414FF;08/01/2023;5;0,172;R
ES0021000004465414FF;08/01/2023;6;0,109;R
ES0021000004465414FF;08/01/2023;7;0,201;R
ES0021000004465414FF;08/01/2023;8;0,116;R
ES0021000004465414FF;08/01/2023;9;0,242;R
ES0021000004465414FF;08/01/2023;10;0,189;R
ES0021000004465414FF;08/01/2023;11;0,501;R
ES0021000004465414FF;08/01/2023;12;1,73;R
ES0021000004465414FF;08/01/2023;13;0,333;R
ES0021000004465414FF;08/01/2023;14;0,591;R
ES0021000004465414FF;08/01/2023;15;1,213;R
ES0021000004465414FF;08/01/2023;16;0,76;R
ES0021000004465414FF;08/01/2023;17;0,401;R
ES0021000004465414FF;08/01/2023;18;0,381;R
ES0021000004465414FF;08/01/2023;19;0,354;R
ES0021000004465414FF;08/01/2023;20;0,351;R
ES0021000004465414FF;08/01/2023;21;1,013;R
ES0021000004465414FF;08/01/2023;22;0,871;R
ES0021000004465414FF;08/01/2023;23;1,401;R
ES0021000004465414FF;08/01/2023;24;1,202;R
ES0021000004465414FF;09/01/2023;1;0,822;R
ES0021000004465414FF;09/01/2023;2;0,265;R
ES0021000004465414FF;09/01/2023;3;0,114;R
ES0021000004465414FF;09/01/2023;4;0,132;R
ES0021000004465414FF;09/01/2023;5;0,122;R
ES0021000004465414FF;09/01/2023;6;0,133;R
ES0021000004465414FF;09/01/2023;7;0,394;R
ES0021000004465414FF;09/01/2023;8;0,269;R
ES0021000004465414FF;09/01/2023;9;0,14;R
ES0021000004465414FF;09/01/2023;10;0,145;R
ES0021000004465414FF;09/01/2023;11;0,177;R
ES0021000004465414FF;09/01/2023;12;0,255;R
ES0021000004465414FF;09/01/2023;13;0,354;R
ES0021000004465414FF;09/01/2023;14;0,463;R
ES0021000004465414FF;09/01/2023;15;1,055;R
ES0021000004465414FF;09/01/2023;16;0,629;R
ES0021000004465414FF;09/01/2023;17;0,542;R
ES0021000004465414FF;09/01/2023;18;0,583;R
ES0021000004465414FF;09/01/2023;19;0,428;R
ES0021000004465414FF;09/01/2023;20;0,441;R
ES0021000004465414FF;09/01/2023;21;1,138;R
ES0021000004465414FF;09/01/2023;22;0,634;R
ES0021000004465414FF;09/01/2023;23;0,637;R
ES0021000004465414FF;09/01/2023;24;0,616;R
ES0021000004465414FF;10/01/2023;1;0,451;R
ES0021000004465414FF;10/01/2023;2;0,394;R
ES0021000004465414FF;10/01/2023;3;0,27;R
ES0021000004465414FF;10/01/2023;4;0,145;R
ES0021000004465414FF;10/01/2023;5;0,147;R
ES0021000004465414FF;10/01/2023;6;0,148;R
ES0021000004465414FF;10/01/2023;7;0,334;R
ES0021000004465414FF;10/01/2023;8;0,242;R
ES0021000004465414FF;10/01/2023;9;0,113;R
ES0021000004465414FF;10/01/2023;10;0,151;R
ES0021000004465414FF;10/01/2023;11;0,221;R
ES0021000004465414FF;10/01/2023;12;0,363;R
ES0021000004465414FF;10/01/2023;13;0,443;R
ES0021000004465414FF;10/01/2023;14;0,518;R
ES0021000004465414FF;10/01/2023;15;0,854;R
ES0021000004465414FF;10/01/2023;16;0,613;R
ES0021000004465414FF;10/01/2023;17;0,527;R
ES0021000004465414FF;10/01/2023;18;0,722;R
ES0021000004465414FF;10/01/2023;19;0,558;R
ES0021000004465414FF;10/01/2023;20;0,579;R
ES0021000004465414FF;10/01/2023;21;1,489;R
ES0021000004465414FF;10/01/2023;22;0,931;R
ES0021000004465414FF;10/01/2023;23;0,877;R
ES0021000004465414FF;10/01/2023;24;0,811;R
ES0021000004465414FF;11/01/2023;1;0,542;R
ES0021000004465414FF;11/01/2023;2;0,133;R
ES0021000004465414FF;11/01/2023;3;0,164;R
ES0021000004465414FF;11/01/2023;4;0,096;R
ES0021000004465414FF;11/01/2023;5;0,173;R
ES0021000004465414FF;11/01/2023;6;0,189;R
ES0021000004465414FF;11/01/2023;7;0,431;R
ES0021000004465414FF;11/01/2023;8;0,183;R
ES0021000004465414FF;11/01/2023;9;0,165;R
ES0021000004465414FF;11/01/2023;10;0,326;R
ES0021000004465414FF;11/01/2023;11;0,285;R
ES0021000004465414FF;11/01/2023;12;0,439;R
ES0021000004465414FF;11/01/2023;13;0,349;R
ES0021000004465414FF;11/01/2023;14;0,388;R
ES0021000004465414FF;11/01/2023;15;0,694;R
ES0021000004465414FF;11/01/2023;16;0,814;R
ES0021000004465414FF;11/01/2023;17;0,686;R
ES0021000004465414FF;11/01/2023;18;0,81;R
ES0021000004465414FF;11/01/2023;19;1,113;R
ES0021000004465414FF;11/01/2023;20;0,942;R
ES0021000004465414FF;11/01/2023;21;0,992;R
ES0021000004465414FF;11/01/2023;22;0,892;R
ES0021000004465414FF;11/01/2023;23;0,891;R
ES0021000004465414FF;11/01/2023;24;0,959;R
ES0021000004465414FF;12/01/2023;1;0,759;R
ES0021000004465414FF;12/01/2023;2;0,581;R
ES0021000004465414FF;12/01/2023;3;0,217;R
ES0021000004465414FF;12/01/2023;4;0,157;R
ES0021000004465414FF;12/01/2023;5;0,111;R
ES0021000004465414FF;12/01/2023;6;0,171;R
ES0021000004465414FF;12/01/2023;7;0,195;R
ES0021000004465414FF;12/01/2023;8;0,508;R
ES0021000004465414FF;12/01/2023;9;0,226;R
ES0021000004465414FF;12/01/2023;10;0,208;R
ES0021000004465414FF;12/01/2023;11;0,333;R
ES0021000004465414FF;12/01/2023;12;0,365;R
ES0021000004465414FF;12/01/2023;13;0,673;R
ES0021000004465414FF;12/01/2023;14;0,956;R
ES0021000004465414FF;12/01/2023;15;0,624;R
ES0021000004465414FF;12/01/2023;16;0,982;R
ES0021000004465414FF;12/01/2023;17;0,692;R
ES0021000004465414FF;12/01/2023;18;0,828;R
ES0021000004465414FF;12/01/2023;19;0,927;R
ES0021000004465414FF;12/01/2023;20;0,896;R
ES0021000004465414FF;12/01/2023;21;1,088;R
ES0021000004465414FF;12/01/2023;22;1,648;R
ES0021000004465414FF;12/01/2023;23;1,241;R
ES0021000004465414FF;12/01/2023;24;1,041;R
ES0021000004465414FF;13/01/2023;1;0,581;R
ES0021000004465414FF;13/01/2023;2;0,453;R
ES0021000004465414FF;13/01/2023;3;0,26;R
ES0021000004465414FF;13/01/2023;4;0,182;R
ES0021000004465414FF;13/01/2023;5;0,094;R
