CUPS;Fecha;Hora;Consumo (kWh);Metodo_obtencion
ES0021000004465414FF;19/05/2022;23;0,334;R
ES0021000004465414FF;19/05/2022;24;0,294;R
ES0021000004465414FF;20/05/2022;1;0,171;R
ES0021000004465414FF;20/05/2022;2;0,209;R
ES0021000004465414FF;20/05/2022;3;0,197;R
ES0021000004465414FF;20/05/2022;4;0,156;R
ES0021000004465414FF;20/05/2022;5;0,147;R
ES0021000004465414FF;20/05/2022;6;0,149;R
ES0021000004465414FF;20/05/2022;7;0,305;R
ES0021000004465414FF;20/05/2022;8;0,338;R
ES0021000004465414FF;20/05/2022;9;0,423;R
ES0021000004465414FF;20/05/2022;10;0,391;R
ES0021000004465414FF;20/05/2022;11;0,226;R
ES0021000004465414FF;20/05/2022;12;0,173;R
ES0021000004465414FF;20/05/2022;13;0,226;R
ES0021000004465414FF;20/05/2022;14;0,212;R
ES0021000004465414FF;20/05/2022;15;0,409;R
ES0021000004465414FF;20/05/2022;16;0,892;R
ES0021000004465414FF;20/05/2022;17;0,372;R
ES0021000004465414FF;20/05/2022;18;0,233;R
ES0021000004465414FF;20/05/2022;19;0,194;R
ES0021000004465414FF;20/05/2022;20;0,192;R
ES0021000004465414FF;20/05/2022;21;0,196;R
ES0021000004465414FF;20/05/2022;22;0,201;R
ES0021000004465414FF;20/05/2022;23;0,192;R
ES0021000004465414FF;20/05/2022;24;0,186;R
ES0021000004465414FF;21/05/2022;1;0,163;R
ES0021000004465414FF;21/05/2022;2;0,168;R
ES0021000004465414FF;21/05/2022;3;0,106;R
ES0021000004465414FF;21/05/2022;4;0,146;R
ES0021000004465414FF;21/05/2022;5;0,141;R
ES0021000004465414FF;21/05/2022;6;0,114;R
ES0021000004465414FF;21/05/2022;7;0,129;R
ES0021000004465414FF;21/05/2022;8;0,139;R
ES0021000004465414FF;21/05/2022;9;0,2;R
ES0021000004465414FF;21/05/2022;10;0,164;R
ES0021000004465414FF;21/05/2022;11;0,149;R
ES0021000004465414FF;21/05/2022;12;0,123;R
ES0021000004465414FF;21/05/2022;13;0,13;R
ES0021000004465414FF;21/05/2022;14;0,128;R
ES0021000004465414FF;21/05/2022;15;0,121;R
ES0021000004465414FF;21/05/2022;16;0,128;R
ES0021000004465414FF;21/05/2022;17;0,132;R
ES0021000004465414FF;21/05/2022;18;0,12;R
ES0021000004465414FF;21/05/2022;19;0,134;R
ES0021000004465414FF;21/05/2022;20;0,135;R
ES0021000004465414FF;21/05/2022;21;0,111;R
ES0021000004465414FF;21/05/2022;22;0,2;R
ES0021000004465414FF;21/05/2022;23;0,187;R
ES0021000004465414FF;21/05/2022;24;0,139;R
ES0021000004465414FF;22/05/2022;1;0,142;R
ES0021000004465414FF;22/05/2022;2;0,124;R
ES0021000004465414FF;22/05/2022;3;0,139;R
ES0021000004465414FF;22/05/2022;4;0,134;R
ES0021000004465414FF;22/05/2022;5;0,112;R
ES0021000004465414FF;22/05/2022;6;0,144;R
ES0021000004465414FF;22/05/2022;7;0,139;R
ES0021000004465414FF;22/05/2022;8;0,099;R
ES0021000004465414FF;22/05/2022;9;0,144;R
ES0021000004465414FF;22/05/2022;10;0,138;R
ES0021000004465414FF;22/05/2022;11;0,155;R
ES0021000004465414FF;22/05/2022;12;0,191;R
ES0021000004465414FF;22/05/2022;13;0,148;R
ES0021000004465414FF;22/05/2022;14;0,153;R
ES0021000004465414FF;22/05/2022;15;0,117;R
ES0021000004465414FF;22/05/2022;16;0,165;R
ES0021000004465414FF;22/05/2022;17;0,309;R
ES0021000004465414FF;22/05/2022;18;0,324;R
ES0021000004465414FF;22/05/2022;19;0,405;R
ES0021000004465414FF;22/05/2022;20;0,451;R
ES0021000004465414FF;22/05/2022;21;0,324;R
ES0021000004465414FF;22/05/2022;22;0,444;R
ES0021000004465414FF;22/05/2022;23;0,595;R
ES0021000004465414FF;22/05/2022;24;0,521;R
ES0021000004465414FF;23/05/2022;1;0,255;R
ES0021000004465414FF;23/05/2022;2;0,167;R
ES0021000004465414FF;23/05/2022;3;0,146;R
ES0021000004465414FF;23/05/2022;4;0,119;R
ES0021000004465414FF;23/05/2022;5;0,142;R
ES0021000004465414FF;23/05/2022;6;0,134;R
ES0021000004465414FF;23/05/2022;7;0,273;R
ES0021000004465414FF;23/05/2022;8;0,403;R
ES0021000004465414FF;23/05/2022;9;0,322;R
ES0021000004465414FF;23/05/2022;10;0,325;R
ES0021000004465414FF;23/05/2022;11;0,377;R
ES0021000004465414FF;23/05/2022;12;0,719;R
ES0021000004465414FF;23/05/2022;13;0,374;R
ES0021000004465414FF;23/05/2022;14;0,198;R
ES0021000004465414FF;23/05/2022;15;0,29;R
ES0021000004465414FF;23/05/2022;16;0,793;R
ES0021000004465414FF;23/05/2022;17;0,344;R
ES0021000004465414FF;23/05/2022;18;0,289;R
ES0021000004465414FF;23/05/2022;19;0,231;R
ES0021000004465414FF;23/05/2022;20;0,327;R
ES0021000004465414FF;23/05/2022;21;0,492;R
ES0021000004465414FF;23/05/2022;22;0,452;R
ES0021000004465414FF;23/05/2022;23;0,378;R
ES0021000004465414FF;23/05/2022;24;0,303;R
ES0021000004465414FF;24/05/2022;1;0,213;R
ES0021000004465414FF;24/05/2022;2;0,142;R
ES0021000004465414FF;24/05/2022;3;0,156;R
ES0021000004465414FF;24/05/2022;4;0,151;R
ES0021000004465414FF;24/05/2022;5;0,129;R
ES0021000004465414FF;24/05/2022;6;0,448;R
ES0021000004465414FF;24/05/2022;7;1,176;R
ES0021000004465414FF;24/05/2022;8;0,496;R
ES0021000004465414FF;24/05/2022;9;0,223;R
ES0021000004465414FF;24/05/2022;10;0,295;R
ES0021000004465414FF;24/05/2022;11;0,252;R
ES0021000004465414FF;24/05/2022;12;0,255;R
ES0021000004465414FF;24/05/2022;13;0,265;R
ES0021000004465414FF;24/05/2022;14;0,264;R
ES0021000004465414FF;24/05/2022;15;0,6;R
ES0021000004465414FF;24/05/2022;16;0,25;R
ES0021000004465414FF;24/05/2022;17;0,386;R
ES0021000004465414FF;24/05/2022;18;0,529;R
ES0021000004465414FF;24/05/2022;19;0,592;R
ES0021000004465414FF;24/05/2022;20;0,965;R
ES0021000004465414FF;24/05/2022;21;0,689;R
ES0021000004465414FF;24/05/2022;22;0,996;R
ES0021000004465414FF;24/05/2022;23;0,574;R
ES0021000004465414FF;24/05/2022;24;0,387;R
ES0021000004465414FF;25/05/2022;1;0,346;R
ES0021000004465414FF;25/05/2022;2;0,323;R
ES0021000004465414FF;25/05/2022;3;0,32;R
ES0021000004465414FF;25/05/2022;4;0,161;R
ES0021000004465414FF;25/05/2022;5;0,161;R
ES0021000004465414FF;25/05/2022;6;0,131;R
ES0021000004465414FF;25/05/2022;7;0,327;R
ES0021000004465414FF;25/05/2022;8;0,212;R
ES0021000004465414FF;25/05/2022;9;0,191;R
ES0021000004465414FF;25/05/2022;10;0,217;R
ES0021000004465414FF;25/05/2022;11;0,302;R
ES0021000004465414FF;25/05/2022;12;0,257;R
ES0021000004465414FF;25/05/2022;13;0,204;R
ES0021000004465414FF;25/05/2022;14;0,286;R
ES0021000004465414FF;25/05/2022;15;1,007;R
ES0021000004465414FF;25/05/2022;16;0,383;R
ES0021000004465414FF;25/05/2022;17;0,415;R
ES0021000004465414FF;25/05/2022;18;0,42;R
ES0021000004465414FF;25/05/2022;19;0,464;R
ES0021000004465414FF;25/05/2022;20;1,067;R
ES0021000004465414FF;25/05/2022;21;1,138;R
ES0021000004465414FF;25/05/2022;22;0,872;R
ES0021000004465414FF;25/05/2022;23;0,602;R
ES0021000004465414FF;25/05/2022;24;0,454;R
ES0021000004465414FF;26/05/2022;1;0,314;R
ES0021000004465414FF;26/05/2022;2;0,195;R
ES0021000004465414FF;26/05/2022;3;0,147;R
ES0021000004465414FF;26/05/2022;4;0,149;R
ES0021000004465414FF;26/05/2022;5;0,142;R
ES0021000004465414FF;26/05/2022;6;0,126;R
ES0021000004465414FF;26/05/2022;7;0,382;R
ES0021000004465414FF;26/05/2022;8;0,228;R
ES0021000004465414FF;26/05/2022;9;0,205;R
ES0021000004465414FF;26/05/2022;10;0,243;R
ES0021000004465414FF;26/05/2022;11;0,254;R
ES0021000004465414FF;26/05/2022;12;0,359;R
ES0021000004465414FF;26/05/2022;13;0,352;R
ES0021000004465414FF;26/05/2022;14;0,306;R
ES0021000004465414FF;26/05/2022;15;0,686;R
ES0021000004465414FF;26/05/2022;16;0,475;R
ES0021000004465414FF;26/05/2022;17;0,434;R
ES0021000004465414FF;26/05/2022;18;0,732;R
ES0021000004465414FF;26/05/2022;19;0,742;R
ES0021000004465414FF;26/05/2022;20;0,928;R
ES0021000004465414FF;26/05/2022;21;1,236;R
ES0021000004465414FF;26/05/2022;22;0,579;R
ES0021000004465414FF;26/05/2022;23;0,499;R
ES0021000004465414FF;26/05/2022;24;0,45;R
ES0021000004465414FF;27/05/2022;1;0,26;R
ES0021000004465414FF;27/05/2022;2;0,163;R
ES0021000004465414FF;27/05/2022;3;0,158;R
ES0021000004465414FF;27/05/2022;4;0,143;R
ES0021000004465414FF;27/05/2022;5;0,143;R
ES0021000004465414FF;27/05/2022;6;0,143;R
ES0021000004465414FF;27/05/2022;7;0,359;R
ES0021000004465414FF;27/05/2022;8;0,245;R
ES0021000004465414FF;27/05/2022;9;0,174;R
ES0021000004465414FF;27/05/2022;10;0,2;R
ES0021000004465414FF;27/05/2022;11;0,266;R
ES0021000004465414FF;27/05/2022;12;0,258;R
ES0021000004465414FF;27/05/2022;13;0,218;R
ES0021000004465414FF;27/05/2022;14;0,253;R
ES0021000004465414FF;27/05/2022;15;0,549;R
ES0021000004465414FF;27/05/2022;16;0,4;R
ES0021000004465414FF;27/05/2022;17;0,433;R
ES0021000004465414FF;27/05/2022;18;0,35;R
ES0021000004465414FF;27/05/2022;19;0,378;R
ES0021000004465414FF;27/05/2022;20;0,351;R
ES0021000004465414FF;27/05/2022;21;0,345;R
ES0021000004465414FF;27/05/2022;22;0,798;R
ES0021000004465414FF;27/05/2022;23;0,338;R
ES0021000004465414FF;27/05/2022;24;0,371;R
ES0021000004465414FF;28/05/2022;1;0,289;R
ES0021000004465414FF;28/05/2022;2;0,18;R
ES0021000004465414FF;28/05/2022;3;0,168;R
ES0021000004465414FF;28/05/2022;4;0,156;R
ES0021000004465414FF;28/05/2022;5;0,15;R
ES0021000004465414FF;28/05/2022;6;0,135;R
ES0021000004465414FF;28/05/2022;7;0,216;R
ES0021000004465414FF;28/05/2022;8;0,223;R
ES0021000004465414FF;28/05/2022;9;0,249;R
ES0021000004465414FF;28/05/2022;10;0,159;R
ES0021000004465414FF;28/05/2022;11;0,144;R
ES0021000004465414FF;28/05/2022;12;0,135;R
ES0021000004465414FF;28/05/2022;13;0,137;R
ES0021000004465414FF;28/05/2022;14;0,137;R
ES0021000004465414FF;28/05/2022;15;0,143;R
ES0021000004465414FF;28/05/2022;16;0,135;R
ES0021000004465414FF;28/05/2022;17;0,13;R
ES0021000004465414FF;28/05/2022;18;0,152;R
ES0021000004465414FF;28/05/2022;19;0,119;R
ES0021000004465414FF;28/05/2022;20;0,19;R
ES0021000004465414FF;28/05/2022;21;0,2;R
ES0021000004465414FF;28/05/2022;22;0,147;R
ES0021000004465414FF;28/05/2022;23;0,213;R
ES0021000004465414FF;28/05/2022;24;0,212;R
ES0021000004465414FF;29/05/2022;1;0,217;R
ES0021000004465414FF;29/05/2022;2;0,234;R
ES0021000004465414FF;29/05/2022;3;0,207;R
ES0021000004465414FF;29/05/2022;4;0,218;R
ES0021000004465414FF;29/05/2022;5;0,142;R
ES0021000004465414FF;29/05/2022;6;0,137;R
ES0021000004465414FF;29/05/2022;7;0,126;R
ES0021000004465414FF;29/05/2022;8;0,144;R
ES0021000004465414FF;29/05/2022;9;0,163;R
ES0021000004465414FF;29/05/2022;10;0,205;R
ES0021000004465414FF;29/05/2022;11;0,145;R
ES0021000004465414FF;29/05/2022;12;0,153;R
ES0021000004465414FF;29/05/2022;13;0,238;R
ES0021000004465414FF;29/05/2022;14;0,235;R
ES0021000004465414FF;29/05/2022;15;0,3;R
ES0021000004465414FF;29/05/2022;16;0,709;R
ES0021000004465414FF;29/05/2022;17;0,366;R
ES0021000004465414FF;29/05/2022;18;0,436;R
ES0021000004465414FF;29/05/2022;19;0,242;R
ES0021000004465414FF;29/05/2022;20;0,265;R
ES0021000004465414FF;29/05/2022;21;0,533;R
ES0021000004465414FF;29/05/2022;22;0,631;R
ES0021000004465414FF;29/05/2022;23;0,577;R
ES0021000004465414FF;29/05/2022;24;0,347;R
ES0021000004465414FF;30/05/2022;1;0,3;R
ES0021000004465414FF;30/05/2022;2;0,169;R
ES0021000004465414FF;30/05/2022;3;0,14;R
ES0021000004465414FF;30/05/2022;4;0,139;R
ES0021000004465414FF;30/05/2022;5;0,145;R
ES0021000004465414FF;30/05/2022;6;0,145;R
ES0021000004465414FF;30/05/2022;7;0,338;R
ES0021000004465414FF;30/05/2022;8;0,234;R
ES0021000004465414FF;30/05/2022;9;0,154;R
ES0021000004465414FF;30/05/2022;10;0,288;R
ES0021000004465414FF;30/05/2022;11;0,291;R
ES0021000004465414FF;30/05/2022;12;0,244;R
ES0021000004465414FF;30/05/2022;13;0,221;R
ES0021000004465414FF;30/05/2022;14;0,241;R
ES0021000004465414FF;30/05/2022;15;0,864;R
ES0021000004465414FF;30/05/2022;16;0,54;R
ES0021000004465414FF;30/05/2022;17;0,266;R
ES0021000004465414FF;30/05/2022;18;0,306;R
ES0021000004465414FF;30/05/2022;19;0,323;R
ES0021000004465414FF;30/05/2022;20;0,467;R
ES0021000004465414FF;30/05/2022;21;0,501;R
ES0021000004465414FF;30/05/2022;22;0,98;R
ES0021000004465414FF;30/05/2022;23;0,509;R
ES0021000004465414FF;30/05/2022;24;0,367;R
ES0021000004465414FF;31/05/2022;1;0,371;R
ES0021000004465414FF;31/05/2022;2;0,246;R
ES0021000004465414FF;31/05/2022;3;0,148;R
ES0021000004465414FF;31/05/2022;4;0,135;R
ES0021000004465414FF;31/05/2022;5;0,142;R
ES0021000004465414FF;31/05/2022;6;0,137;R
ES0021000004465414FF;31/05/2022;7;0,201;R
ES0021000004465414FF;31/05/2022;8;0,255;R
ES0021000004465414FF;31/05/2022;9;0,402;R
ES0021000004465414FF;31/05/2022;10;0,343;R
ES0021000004465414FF;31/05/2022;11;0,332;R
ES0021000004465414FF;31/05/2022;12;0,415;R
ES0021000004465414FF;31/05/2022;13;0,895;R
ES0021000004465414FF;31/05/2022;14;1,014;R
ES0021000004465414FF;31/05/2022;15;0,568;R
ES0021000004465414FF;31/05/2022;16;0,578;R
ES0021000004465414FF;31/05/2022;17;0,439;R
ES0021000004465414FF;31/05/2022;18;0,419;R
ES0021000004465414FF;31/05/2022;19;0,944;R
ES0021000004465414FF;31/05/2022;20;0,783;R
ES0021000004465414FF;31/05/2022;21;1,375;R
ES0021000004465414FF;31/05/2022;22;0,98;R
ES0021000004465414FF;31/05/2022;23;0,496;R
ES0021000004465414FF;31/05/2022;24;0,376;R
ES0021000004465414FF;01/06/2022;1;0,341;R
ES0021000004465414FF;01/06/2022;2;0,26;R
ES0021000004465414FF;01/06/2022;3;0,203;R
ES0021000004465414FF;01/06/2022;4;0,141;R
ES0021000004465414FF;01/06/2022;5;0,143;R
ES0021000004465414FF;01/06/2022;6;0,149;R
ES0021000004465414FF;01/06/2022;7;0,451;R
ES0021000004465414FF;01/06/2022;8;0,247;R
ES0021000004465414FF;01/06/2022;9;0,281;R
ES0021000004465414FF;01/06/2022;10;0,244;R
ES0021000004465414FF;01/06/2022;11;0,3;R
ES0021000004465414FF;01/06/2022;12;0,332;R
ES0021000004465414FF;01/06/2022;13;0,237;R
ES0021000004465414FF;01/06/2022;14;0,229;R
ES0021000004465414FF;01/06/2022;15;0,27;R
ES0021000004465414FF;01/06/2022;16;0,434;R
ES0021000004465414FF;01/06/2022;17;0,241;R
ES0021000004465414FF;01/06/2022;18;0,603;R
ES0021000004465414FF;01/06/2022;19;0,588;R
ES0021000004465414FF;01/06/2022;20;0,463;R
ES0021000004465414FF;01/06/2022;21;0,454;R
ES0021000004465414FF;01/06/2022;22;0,829;R
ES0021000004465414FF;01/06/2022;23;0,559;R
ES0021000004465414FF;01/06/2022;24;0,444;R
ES0021000004465414FF;02/06/2022;1;0,406;R
ES0021000004465414FF;02/06/2022;2;0,27;R
ES0021000004465414FF;02/06/2022;3;0,216;R
ES0021000004465414FF;02/06/2022;4;0,208;R
ES0021000004465414FF;02/06/2022;5;0,187;R
ES0021000004465414FF;02/06/2022;6;0,145;R
ES0021000004465414FF;02/06/2022;7;0,158;R
ES0021000004465414FF;02/06/2022;8;0,302;R
ES0021000004465414FF;02/06/2022;9;0,224;R
ES0021000004465414FF;02/06/2022;10;0,334;R
ES0021000004465414FF;02/06/2022;11;0,487;R
ES0021000004465414FF;02/06/2022;12;0,549;R
ES0021000004465414FF;02/06/2022;13;0,783;R
ES0021000004465414FF;02/06/2022;14;0,635;R
ES0021000004465414FF;02/06/2022;15;1,064;R
ES0021000004465414FF;02/06/2022;16;0,458;R
ES0021000004465414FF;02/06/2022;17;0,531;R
ES0021000004465414FF;02/06/2022;18;0,5;R
ES0021000004465414FF;02/06/2022;19;0,501;R
ES0021000004465414FF;02/06/2022;20;0,465;R
ES0021000004465414FF;02/06/2022;21;0,44;R
ES0021000004465414FF;02/06/2022;22;0,43;R
ES0021000004465414FF;02/06/2022;23;0,483;R
ES0021000004465414FF;02/06/2022;24;0,374;R
ES0021000004465414FF;03/06/2022;1;0,424;R
ES0021000004465414FF;03/06/2022;2;0,22;R
ES0021000004465414FF;03/06/2022;3;0,163;R
ES0021000004465414FF;03/06/2022;4;0,156;R
ES0021000004465414FF;03/06/2022;5;0,139;R
ES0021000004465414FF;03/06/2022;6;0,16;R
ES0021000004465414FF;03/06/2022;7;0,209;R
ES0021000004465414FF;03/06/2022;8;0,197;R
ES0021000004465414FF;03/06/2022;9;0,187;R
ES0021000004465414FF;03/06/2022;10;0,186;R
ES0021000004465414FF;03/06/2022;11;0,183;R
ES0021000004465414FF;03/06/2022;12;0,208;R
ES0021000004465414FF;03/06/2022;13;0,228;R
ES0021000004465414FF;03/06/2022;14;0,239;R
ES0021000004465414FF;03/06/2022;15;0,711;R
ES0021000004465414FF;03/06/2022;16;0,344;R
ES0021000004465414FF;03/06/2022;17;0,347;R
ES0021000004465414FF;03/06/2022;18;0,355;R
ES0021000004465414FF;03/06/2022;19;0,289;R
ES0021000004465414FF;03/06/2022;20;0,461;R
ES0021000004465414FF;03/06/2022;21;0,474;R
ES0021000004465414FF;03/06/2022;22;0,719;R
ES0021000004465414FF;03/06/2022;23;0,419;R
ES0021000004465414FF;03/06/2022;24;0,365;R
ES0021000004465414FF;04/06/2022;1;0,272;R
ES0021000004465414FF;04/06/2022;2;0,201;R
ES0021000004465414FF;04/06/2022;3;0,168;R
ES0021000004465414FF;04/06/2022;4;0,152;R
ES0021000004465414FF;04/06/2022;5;0,151;R
ES0021000004465414FF;04/06/2022;6;0,155;R
ES0021000004465414FF;04/06/2022;7;0,131;R
ES0021000004465414FF;04/06/2022;8;0,153;R
ES0021000004465414FF;04/06/2022;9;0,211;R
ES0021000004465414FF;04/06/2022;10;0,231;R
ES0021000004465414FF;04/06/2022;11;0,257;R
ES0021000004465414FF;04/06/2022;12;0,36;R
ES0021000004465414FF;04/06/2022;13;0,393;R
ES0021000004465414FF;04/06/2022;14;0,423;R
ES0021000004465414FF;04/06/2022;15;0,941;R
ES0021000004465414FF;04/06/2022;16;0,343;R
ES0021000004465414FF;04/06/2022;17;0,395;R
ES0021000004465414FF;04/06/2022;18;0,329;R
ES0021000004465414FF;04/06/2022;19;0,289;R
ES0021000004465414FF;04/06/2022;20;0,402;R
ES0021000004465414FF;04/06/2022;21;0,494;R
ES0021000004465414FF;04/06/2022;22;0,509;R
ES0021000004465414FF;04/06/2022;23;0,435;R
ES0021000004465414FF;04/06/2022;24;0,313;R
ES0021000004465414FF;05/06/2022;1;0,234;R
ES0021000004465414FF;05/06/2022;2;0,248;R
ES0021000004465414FF;05/06/2022;3;0,128;R
ES0021000004465414FF;05/06/2022;4;0,127;R
ES0021000004465414FF;05/06/2022;5;0,151;R
ES0021000004465414FF;05/06/2022;6;0,135;R
ES0021000004465414FF;05/06/2022;7;0,136;R
ES0021000004465414FF;05/06/2022;8;0,154;R
ES0021000004465414FF;05/06/2022;9;0,133;R
ES0021000004465414FF;05/06/2022;10;0,27;R
ES0021000004465414FF;05/06/2022;11;0,402;R
ES0021000004465414FF;05/06/2022;12;0,346;R
ES0021000004465414FF;05/06/2022;13;0,429;R
ES0021000004465414FF;05/06/2022;14;0,395;R
ES0021000004465414FF;05/06/2022;15;1,152;R
ES0021000004465414FF;05/06/2022;16;0,392;R
ES0021000004465414FF;05/06/2022;17;0,393;R
ES0021000004465414FF;05/06/2022;18;0,346;R
ES0021000004465414FF;05/06/2022;19;0,338;R
ES0021000004465414FF;05/06/2022;20;0,361;R
ES0021000004465414FF;05/06/2022;21;0,281;R
ES0021000004465414FF;05/06/2022;22;0,41;R
ES0021000004465414FF;05/06/2022;23;0,619;R
ES0021000004465414FF;05/06/2022;24;0,466;R
ES0021000004465414FF;06/06/2022;1;0,391;R
ES0021000004465414FF;06/06/2022;2;0,289;R
ES0021000004465414FF;06/06/2022;3;0,262;R
ES0021000004465414FF;06/06/2022;4;0,175;R
ES0021000004465414FF;06/06/2022;5;0,171;R
ES0021000004465414FF;06/06/2022;6;0,127;R
ES0021000004465414FF;06/06/2022;7;0,193;R
ES0021000004465414FF;06/06/2022;8;0,286;R
ES0021000004465414FF;06/06/2022;9;0,343;R
ES0021000004465414FF;06/06/2022;10;0,404;R
ES0021000004465414FF;06/06/2022;11;0,384;R
ES0021000004465414FF;06/06/2022;12;0,222;R
ES0021000004465414FF;06/06/2022;13;0,621;R
ES0021000004465414FF;06/06/2022;14;1,416;R
ES0021000004465414FF;06/06/2022;15;0,847;R
ES0021000004465414FF;06/06/2022;16;0,314;R
ES0021000004465414FF;06/06/2022;17;0,256;R
ES0021000004465414FF;06/06/2022;18;0,672;R
ES0021000004465414FF;06/06/2022;19;1,01;R
ES0021000004465414FF;06/06/2022;20;0,388;R
ES0021000004465414FF;06/06/2022;21;0,276;R
ES0021000004465414FF;06/06/2022;22;0,463;R
ES0021000004465414FF;06/06/2022;23;0,663;R
ES0021000004465414FF;06/06/2022;24;0,373;R
ES0021000004465414FF;07/06/2022;1;0,297;R
ES0021000004465414FF;07/06/2022;2;0,193;R
ES0021000004465414FF;07/06/2022;3;0,161;R
ES0021000004465414FF;07/06/2022;4;0,136;R
ES0021000004465414FF;07/06/2022;5;0,142;R
ES0021000004465414FF;07/06/2022;6;0,221;R
ES0021000004465414FF;07/06/2022;7;0,386;R
ES0021000004465414FF;07/06/2022;8;0,225;R
ES0021000004465414FF;07/06/2022;9;0,221;R
ES0021000004465414FF;07/06/2022;10;0,192;R
ES0021000004465414FF;07/06/2022;11;0,206;R
ES0021000004465414FF;07/06/2022;12;0,269;R
ES0021000004465414FF;07/06/2022;13;0,269;R
ES0021000004465414FF;07/06/2022;14;0,292;R
ES0021000004465414FF;07/06/2022;15;0,649;R
ES0021000004465414FF;07/06/2022;16;0,379;R
ES0021000004465414FF;07/06/2022;17;0,428;R
ES0021000004465414FF;07/06/2022;18;0,516;R
ES0021000004465414FF;07/06/2022;19;0,388;R
ES0021000004465414FF;07/06/2022;20;0,344;R
ES0021000004465414FF;07/06/2022;21;0,253;R
ES0021000004465414FF;07/06/2022;22;0,696;R
ES0021000004465414FF;07/06/2022;23;0,452;R
ES0021000004465414FF;07/06/2022;24;0,335;R
ES0021000004465414FF;08/06/2022;1;0,312;R
ES0021000004465414FF;08/06/2022;2;0,263;R
ES0021000004465414FF;08/06/2022;3;0,155;R
ES0021000004465414FF;08/06/2022;4;0,229;R
ES0021000004465414FF;08/06/2022;5;0,193;R
ES0021000004465414FF;08/06/2022;6;0,15;R
ES0021000004465414FF;08/06/2022;7;0,195;R
ES0021000004465414FF;08/06/2022;8;0,336;R
ES0021000004465414FF;08/06/2022;9;0,375;R
ES0021000004465414FF;08/06/2022;10;0,236;R
ES0021000004465414FF;08/06/2022;11;0,252;R
ES0021000004465414FF;08/06/2022;12;0,389;R
ES0021000004465414FF;08/06/2022;13;0,441;R
ES0021000004465414FF;08/06/2022;14;1,393;R
ES0021000004465414FF;08/06/2022;15;1,244;R
ES0021000004465414FF;08/06/2022;16;0,598;R
ES0021000004465414FF;08/06/2022;17;0,366;R
ES0021000004465414FF;08/06/2022;18;0,267;R
ES0021000004465414FF;08/06/2022;19;0,279;R
ES0021000004465414FF;08/06/2022;20;0,79;R
ES0021000004465414FF;08/06/2022;21;1,004;R
ES0021000004465414FF;08/06/2022;22;0,605;R
ES0021000004465414FF;08/06/2022;23;0,575;R
ES0021000004465414FF;08/06/2022;24;0,939;R
ES0021000004465414FF;09/06/2022;1;0,356;R
ES0021000004465414FF;09/06/2022;2;0,23;R
ES0021000004465414FF;09/06/2022;3;0,232;R
ES0021000004465414FF;09/06/2022;4;0,205;R
ES0021000004465414FF;09/06/2022;5;0,154;R
ES0021000004465414FF;09/06/2022;6;0,157;R
ES0021000004465414FF;09/06/2022;7;0,481;R
ES0021000004465414FF;09/06/2022;8;0,274;R
ES0021000004465414FF;09/06/2022;9;0,215;R
ES0021000004465414FF;09/06/2022;10;0,333;R
ES0021000004465414FF;09/06/2022;11;0,284;R
ES0021000004465414FF;09/06/2022;12;0,314;R
ES0021000004465414FF;09/06/2022;13;0,297;R
ES0021000004465414FF;09/06/2022;14;0,48;R
ES0021000004465414FF;09/06/2022;15;0,914;R
ES0021000004465414FF;09/06/2022;16;0,608;R
ES0021000004465414FF;09/06/2022;17;0,593;R
ES0021000004465414FF;09/06/2022;18;0,642;R
ES0021000004465414FF;09/06/2022;19;0,534;R
ES0021000004465414FF;09/06/2022;20;0,541;R
ES0021000004465414FF;09/06/2022;21;0,74;R
ES0021000004465414FF;09/06/2022;22;0,796;R
ES0021000004465414FF;09/06/2022;23;1,142;R
ES0021000004465414FF;09/06/2022;24;1,121;R
ES0021000004465414FF;10/06/2022;1;0,927;R
ES0021000004465414FF;10/06/2022;2;0,364;R
ES0021000004465414FF;10/06/2022;3;0,193;R
ES0021000004465414FF;10/06/2022;4;0,187;R
ES0021000004465414FF;10/06/2022;5;0,139;R
ES0021000004465414FF;10/06/2022;6;0,167;R
ES0021000004465414FF;10/06/2022;7;0,468;R
ES0021000004465414FF;10/06/2022;8;0,27;R
ES0021000004465414FF;10/06/2022;9;0,148;R
ES0021000004465414FF;10/06/2022;10;0,246;R
ES0021000004465414FF;10/06/2022;11;0,215;R
ES0021000004465414FF;10/06/2022;12;0,364;R
ES0021000004465414FF;10/06/2022;13;0,411;R
ES0021000004465414FF;10/06/2022;14;0,435;R
ES0021000004465414FF;10/06/2022;15;1,037;R
ES0021000004465414FF;10/06/2022;16;0,456;R
ES0021000004465414FF;10/06/2022;17;0,519;R
ES0021000004465414FF;10/06/2022;18;0,795;R
ES0021000004465414FF;10/06/2022;19;0,428;R
ES0021000004465414FF;10/06/2022;20;0,828;R
ES0021000004465414FF;10/06/2022;21;1,228;R
ES0021000004465414FF;10/06/2022;22;0,487;R
ES0021000004465414FF;10/06/2022;23;0,354;R
ES0021000004465414FF;10/06/2022;24;0,397;R
ES0021000004465414FF;11/06/2022;1;0,259;R
ES0021000004465414FF;11/06/2022;2;0,115;R
ES0021000004465414FF;11/06/2022;3;0,145;R
ES0021000004465414FF;11/06/2022;4;0,201;R
ES0021000004465414FF;11/06/2022;5;0,188;R
ES0021000004465414FF;11/06/2022;6;0,123;R
ES0021000004465414FF;11/06/2022;7;0,148;R
